date,district,rainfall_mm,temperature_c,weather_condition
2025-12-17,TUMAKURU,0.1,26.4,SUNNY
2025-12-18,TUMAKURU,0.5,25.7,SUNNY
2025-12-19,TUMAKURU,0.1,26.5,SUNNY
2025-12-20,TUMAKURU,0.6,26.9,SUNNY
2025-12-21,TUMAKURU,0.3,26.1,SUNNY
2025-12-22,TUMAKURU,0.6,29.0,SUNNY
2025-12-23,TUMAKURU,0.2,27.6,SUNNY
2025-12-24,TUMAKURU,1.3,26.7,SUNNY
2025-12-25,TUMAKURU,1.2,27.8,SUNNY
2025-12-26,TUMAKURU,0.0,26.2,SUNNY
2025-12-27,TUMAKURU,1.6,27.8,SUNNY
2025-12-28,TUMAKURU,0.1,27.5,SUNNY
2025-12-29,TUMAKURU,0.4,27.2,SUNNY
2025-12-30,TUMAKURU,0.9,26.9,SUNNY
2025-12-31,TUMAKURU,0.2,26.3,SUNNY
2026-01-01,TUMAKURU,0.1,26.4,SUNNY
2026-01-02,TUMAKURU,0.2,28.5,SUNNY
2026-01-03,TUMAKURU,0.3,27.4,SUNNY
2026-01-04,TUMAKURU,0.4,29.8,SUNNY
2026-01-05,TUMAKURU,0.2,29.0,SUNNY
2026-01-06,TUMAKURU,0.1,29.3,SUNNY
2026-01-07,TUMAKURU,0.6,30.0,SUNNY
2026-01-08,TUMAKURU,0.1,29.3,SUNNY
2026-01-09,TUMAKURU,0.0,27.6,SUNNY
2026-01-10,TUMAKURU,0.2,29.0,SUNNY
2026-01-11,TUMAKURU,0.1,29.4,SUNNY
2026-01-12,TUMAKURU,0.8,28.7,SUNNY
2026-01-13,TUMAKURU,0.6,30.0,SUNNY
2026-01-14,TUMAKURU,0.1,31.2,SUNNY
2026-01-15,TUMAKURU,0.6,27.8,SUNNY
2026-01-16,TUMAKURU,0.2,29.7,SUNNY
2026-01-17,TUMAKURU,0.0,27.8,SUNNY
2026-01-18,TUMAKURU,0.2,29.7,SUNNY
2026-01-19,TUMAKURU,0.2,29.0,SUNNY
2026-01-20,TUMAKURU,0.2,29.4,SUNNY
2026-01-21,TUMAKURU,0.2,30.2,SUNNY
2026-01-22,TUMAKURU,0.2,31.1,SUNNY
2026-01-23,TUMAKURU,0.3,31.2,SUNNY
2026-01-24,TUMAKURU,0.1,29.4,SUNNY
2026-01-25,TUMAKURU,0.1,29.4,SUNNY
2026-01-26,TUMAKURU,0.2,30.1,SUNNY
2026-01-27,TUMAKURU,0.3,29.4,SUNNY
2026-01-28,TUMAKURU,0.1,32.3,SUNNY
2026-01-29,TUMAKURU,0.4,30.7,SUNNY
2026-01-30,TUMAKURU,0.8,29.9,SUNNY
2026-01-31,TUMAKURU,0.1,30.0,SUNNY
2026-02-01,TUMAKURU,0.7,32.7,SUNNY
2026-02-02,TUMAKURU,0.2,32.0,SUNNY
2026-02-03,TUMAKURU,2.0,30.5,CLOUDY
2026-02-04,TUMAKURU,1.9,30.7,SUNNY
2026-02-05,TUMAKURU,0.6,31.4,SUNNY
2026-02-06,TUMAKURU,0.7,31.6,SUNNY
2026-02-07,TUMAKURU,0.0,30.2,SUNNY
2026-02-08,TUMAKURU,0.6,30.1,SUNNY
2026-02-09,TUMAKURU,0.3,32.8,SUNNY
2026-02-10,TUMAKURU,0.4,30.7,SUNNY
2026-02-11,TUMAKURU,0.8,31.0,SUNNY
2026-02-12,TUMAKURU,0.1,33.9,SUNNY
2026-02-13,TUMAKURU,0.1,31.6,SUNNY
2026-02-14,TUMAKURU,0.3,31.9,SUNNY
2026-02-15,TUMAKURU,0.4,33.1,SUNNY
2026-02-16,TUMAKURU,1.5,31.0,SUNNY
2026-02-17,TUMAKURU,0.1,32.4,SUNNY
2026-02-18,TUMAKURU,1.0,33.3,SUNNY
2026-02-19,TUMAKURU,0.2,31.9,SUNNY
2026-02-20,TUMAKURU,0.8,34.2,SUNNY
2026-02-21,TUMAKURU,0.3,34.4,SUNNY
2026-02-22,TUMAKURU,0.0,33.0,SUNNY
2026-02-23,TUMAKURU,1.1,33.5,SUNNY
2026-02-24,TUMAKURU,0.2,31.4,SUNNY
2026-02-25,TUMAKURU,0.2,32.1,SUNNY
2026-02-26,TUMAKURU,0.3,34.5,SUNNY
2026-02-27,TUMAKURU,0.1,31.2,SUNNY
2025-09-01,MANDYA,0.1,24.5,SUNNY
2025-09-02,MANDYA,1.5,24.5,SUNNY
2025-09-03,MANDYA,2.0,22.7,SUNNY
2025-09-04,MANDYA,5.3,23.8,CLOUDY
2025-09-05,MANDYA,5.5,23.5,CLOUDY
2025-09-06,MANDYA,1.1,23.2,SUNNY
2025-09-07,MANDYA,3.2,20.7,CLOUDY
2025-09-08,MANDYA,6.1,20.7,CLOUDY
2025-09-09,MANDYA,0.3,23.4,SUNNY
2025-09-10,MANDYA,7.3,21.2,CLOUDY
2025-09-11,MANDYA,0.9,22.0,SUNNY
2025-09-12,MANDYA,0.6,21.7,SUNNY
2025-09-13,MANDYA,2.2,23.9,CLOUDY
2025-09-14,MANDYA,7.5,23.8,CLOUDY
2025-09-15,MANDYA,3.5,22.0,CLOUDY
2025-09-16,MANDYA,1.0,20.3,SUNNY
2025-09-17,MANDYA,2.1,23.6,CLOUDY
2025-09-18,MANDYA,1.2,23.2,SUNNY
2025-09-19,MANDYA,1.4,23.0,SUNNY
2025-09-20,MANDYA,0.0,23.8,SUNNY
2025-09-21,MANDYA,1.7,20.2,SUNNY
2025-09-22,MANDYA,0.1,20.2,SUNNY
2025-09-23,MANDYA,0.8,21.2,SUNNY
2025-09-24,MANDYA,0.3,20.4,SUNNY
2025-09-25,MANDYA,0.5,21.5,SUNNY
2025-09-26,MANDYA,2.0,23.4,SUNNY
2025-09-27,MANDYA,3.8,20.1,CLOUDY
2025-09-28,MANDYA,2.3,23.3,CLOUDY
2025-09-29,MANDYA,0.2,21.7,SUNNY
2025-09-30,MANDYA,5.6,22.9,CLOUDY
2025-10-01,MANDYA,1.9,23.6,SUNNY
2025-10-02,MANDYA,0.1,21.0,SUNNY
2025-10-03,MANDYA,1.1,21.7,SUNNY
2025-10-04,MANDYA,0.2,23.5,SUNNY
2025-10-05,MANDYA,0.2,20.2,SUNNY
2025-10-06,MANDYA,0.2,20.9,SUNNY
2025-10-07,MANDYA,0.5,21.2,SUNNY
2025-10-08,MANDYA,0.1,21.3,SUNNY
2025-10-09,MANDYA,0.2,23.4,SUNNY
2025-10-10,MANDYA,0.0,22.7,SUNNY
2025-10-11,MANDYA,0.1,21.3,SUNNY
2025-10-12,MANDYA,1.5,23.5,SUNNY
2025-10-13,MANDYA,1.2,20.3,SUNNY
2025-10-14,MANDYA,0.2,23.6,SUNNY
2025-10-15,MANDYA,0.0,22.1,SUNNY
2025-10-16,MANDYA,0.1,20.6,SUNNY
2025-10-17,MANDYA,1.8,21.3,SUNNY
2025-10-18,MANDYA,0.1,24.2,SUNNY
2025-10-19,MANDYA,0.1,23.5,SUNNY
2025-10-20,MANDYA,0.7,22.5,SUNNY
2025-10-21,MANDYA,0.6,24.4,SUNNY
2025-10-22,MANDYA,0.7,23.9,SUNNY
2025-10-23,MANDYA,0.1,21.6,SUNNY
2025-10-24,MANDYA,1.0,23.0,SUNNY
2025-10-25,MANDYA,0.4,22.5,SUNNY
2025-10-26,MANDYA,0.7,22.5,SUNNY
2025-10-27,MANDYA,1.2,24.1,SUNNY
2025-10-28,MANDYA,0.1,23.5,SUNNY
2025-10-29,MANDYA,0.1,22.0,SUNNY
2025-10-30,MANDYA,0.1,22.4,SUNNY
2025-10-31,MANDYA,0.2,21.6,SUNNY
2025-11-01,MANDYA,1.1,23.8,SUNNY
2025-11-02,MANDYA,0.3,22.7,SUNNY
2025-11-03,MANDYA,0.8,24.2,SUNNY
2025-11-04,MANDYA,0.3,23.4,SUNNY
2025-11-05,MANDYA,0.8,24.6,SUNNY
2025-11-06,MANDYA,0.4,25.0,SUNNY
2025-11-07,MANDYA,1.2,21.9,SUNNY
2025-11-08,MANDYA,0.4,21.8,SUNNY
2025-11-09,MANDYA,0.0,21.5,SUNNY
2025-11-10,MANDYA,0.0,21.7,SUNNY
2025-11-11,MANDYA,0.2,23.7,SUNNY
2025-11-12,MANDYA,0.9,23.8,SUNNY
2025-11-13,MANDYA,0.4,23.0,SUNNY
2025-11-14,MANDYA,0.1,23.3,SUNNY
2025-11-15,MANDYA,0.3,23.6,SUNNY
2025-11-16,MANDYA,0.2,25.1,SUNNY
2025-11-17,MANDYA,0.3,24.9,SUNNY
2025-11-18,MANDYA,0.3,25.6,SUNNY
2025-11-19,MANDYA,0.7,25.3,SUNNY
2025-11-20,MANDYA,0.6,23.7,SUNNY
2025-11-21,MANDYA,0.2,24.1,SUNNY
2025-11-22,MANDYA,0.1,24.1,SUNNY
2025-11-23,MANDYA,0.6,25.8,SUNNY
2025-11-24,MANDYA,0.4,22.8,SUNNY
2025-11-25,MANDYA,0.2,26.5,SUNNY
2025-11-26,MANDYA,0.4,22.9,SUNNY
2025-11-27,MANDYA,0.0,24.0,SUNNY
2025-11-28,MANDYA,1.1,26.5,SUNNY
2025-11-29,MANDYA,0.0,23.8,SUNNY
2025-11-30,MANDYA,0.2,23.5,SUNNY
2025-12-01,MANDYA,0.0,26.0,SUNNY
2025-12-02,MANDYA,0.3,25.8,SUNNY
2025-12-03,MANDYA,2.0,26.1,CLOUDY
2025-12-04,MANDYA,0.7,27.2,SUNNY
2025-12-05,MANDYA,0.7,26.9,SUNNY
2025-12-06,MANDYA,0.8,25.4,SUNNY
2025-12-07,MANDYA,1.0,25.9,SUNNY
2025-12-08,MANDYA,0.2,23.8,SUNNY
2025-12-09,MANDYA,0.1,26.3,SUNNY
2025-12-10,MANDYA,0.1,24.7,SUNNY
2025-12-11,MANDYA,0.9,27.0,SUNNY
2025-12-12,MANDYA,0.1,25.9,SUNNY
2025-12-13,MANDYA,0.2,27.5,SUNNY
2025-12-14,MANDYA,0.1,26.6,SUNNY
2025-12-15,MANDYA,0.2,27.2,SUNNY
2025-12-16,MANDYA,0.1,25.4,SUNNY
2025-12-17,MANDYA,0.6,27.4,SUNNY
2025-12-18,MANDYA,0.7,27.2,SUNNY
2025-12-19,MANDYA,0.6,24.9,SUNNY
2025-12-20,MANDYA,0.1,27.3,SUNNY
2025-12-21,MANDYA,0.7,28.2,SUNNY
2025-12-22,MANDYA,0.4,27.2,SUNNY
2025-12-23,MANDYA,0.1,26.5,SUNNY
2025-12-24,MANDYA,0.2,27.1,SUNNY
2025-12-25,MANDYA,0.2,28.8,SUNNY
2025-12-26,MANDYA,0.2,26.0,SUNNY
2025-12-27,MANDYA,0.8,25.6,SUNNY
2025-12-28,MANDYA,1.5,26.2,SUNNY
2025-12-29,MANDYA,0.0,29.7,SUNNY
2025-12-30,MANDYA,0.3,26.0,SUNNY
2025-12-31,MANDYA,0.2,28.4,SUNNY
2026-01-01,MANDYA,0.2,28.8,SUNNY
2026-01-02,MANDYA,0.9,29.0,SUNNY
2026-01-03,MANDYA,1.7,26.9,SUNNY
2026-01-04,MANDYA,0.8,29.0,SUNNY
2026-01-05,MANDYA,0.1,26.6,SUNNY
2026-01-06,MANDYA,1.1,29.8,SUNNY
2026-01-07,MANDYA,0.1,29.9,SUNNY
2026-01-08,MANDYA,0.2,30.2,SUNNY
2026-01-09,MANDYA,0.7,27.6,SUNNY
2026-01-10,MANDYA,0.5,28.2,SUNNY
2026-01-11,MANDYA,1.1,29.2,SUNNY
2026-01-12,MANDYA,0.7,27.8,SUNNY
2026-01-13,MANDYA,0.1,31.2,SUNNY
2026-01-14,MANDYA,1.2,30.5,SUNNY
2026-01-15,MANDYA,1.7,30.3,SUNNY
2026-01-16,MANDYA,1.0,29.3,SUNNY
2026-01-17,MANDYA,0.8,30.0,SUNNY
2026-01-18,MANDYA,0.4,28.7,SUNNY
2026-01-19,MANDYA,1.2,28.4,SUNNY
2026-01-20,MANDYA,2.1,30.5,CLOUDY
2026-01-21,MANDYA,0.2,29.6,SUNNY
2026-01-22,MANDYA,0.3,32.2,SUNNY
2026-01-23,MANDYA,0.2,32.2,SUNNY
2026-01-24,MANDYA,1.1,29.0,SUNNY
2026-01-25,MANDYA,0.1,30.7,SUNNY
2026-01-26,MANDYA,0.0,31.1,SUNNY
2026-01-27,MANDYA,0.2,29.0,SUNNY
2026-01-28,MANDYA,0.2,32.4,SUNNY
2026-01-29,MANDYA,0.3,32.7,SUNNY
2026-01-30,MANDYA,1.1,30.9,SUNNY
2026-01-31,MANDYA,0.4,30.9,SUNNY
2026-02-01,MANDYA,0.4,32.8,SUNNY
2026-02-02,MANDYA,0.0,32.2,SUNNY
2026-02-03,MANDYA,0.5,30.7,SUNNY
2026-02-04,MANDYA,2.9,31.0,CLOUDY
2026-02-05,MANDYA,0.2,29.9,SUNNY
2026-02-06,MANDYA,0.6,32.1,SUNNY
2026-02-07,MANDYA,0.1,31.0,SUNNY
2026-02-08,MANDYA,0.2,33.6,SUNNY
2026-02-09,MANDYA,0.2,32.8,SUNNY
2026-02-10,MANDYA,0.2,31.7,SUNNY
2026-02-11,MANDYA,0.5,32.3,SUNNY
2026-02-12,MANDYA,0.4,33.7,SUNNY
2026-02-13,MANDYA,0.1,31.1,SUNNY
2026-02-14,MANDYA,0.4,30.9,SUNNY
2026-02-15,MANDYA,0.1,30.4,SUNNY
2026-02-16,MANDYA,0.2,34.2,SUNNY
2026-02-17,MANDYA,0.9,31.7,SUNNY
2026-02-18,MANDYA,0.1,30.9,SUNNY
2026-02-19,MANDYA,0.4,30.6,SUNNY
2026-02-20,MANDYA,1.8,31.4,SUNNY
2026-02-21,MANDYA,0.4,34.1,SUNNY
2026-02-22,MANDYA,0.4,31.3,SUNNY
2026-02-23,MANDYA,0.2,34.2,SUNNY
2026-02-24,MANDYA,1.2,33.2,SUNNY
2026-02-25,MANDYA,1.1,32.0,SUNNY
2026-02-26,MANDYA,0.3,32.7,SUNNY
2026-02-27,MANDYA,0.3,32.3,SUNNY
2025-09-01,HASSAN,1.8,21.5,SUNNY
2025-09-02,HASSAN,1.4,21.5,SUNNY
2025-09-03,HASSAN,5.5,23.2,CLOUDY
2025-09-04,HASSAN,1.3,23.0,SUNNY
2025-09-05,HASSAN,4.4,23.8,CLOUDY
2025-09-06,HASSAN,3.9,20.9,CLOUDY
2025-09-07,HASSAN,1.5,22.0,SUNNY
2025-09-08,HASSAN,2.5,22.6,CLOUDY
2025-09-09,HASSAN,1.2,22.2,SUNNY
2025-09-10,HASSAN,0.4,21.1,SUNNY
2025-09-11,HASSAN,5.4,22.0,CLOUDY
2025-09-12,HASSAN,1.3,24.0,SUNNY
2025-09-13,HASSAN,3.2,21.8,CLOUDY
2025-09-14,HASSAN,1.2,21.7,SUNNY
2025-09-15,HASSAN,9.3,20.9,CLOUDY
2025-09-16,HASSAN,0.2,21.6,SUNNY
2025-09-17,HASSAN,1.1,20.5,SUNNY
2025-09-18,HASSAN,0.8,22.8,SUNNY
2025-09-19,HASSAN,1.1,22.6,SUNNY
2025-09-20,HASSAN,1.4,20.9,SUNNY
2025-09-21,HASSAN,0.8,20.7,SUNNY
2025-09-22,HASSAN,2.3,20.5,CLOUDY
2025-09-23,HASSAN,8.9,20.4,CLOUDY
2025-09-24,HASSAN,1.7,21.3,SUNNY
2025-09-25,HASSAN,4.0,21.8,CLOUDY
2025-09-26,HASSAN,1.5,22.9,SUNNY
2025-09-27,HASSAN,0.8,23.4,SUNNY
2025-09-28,HASSAN,7.8,22.7,CLOUDY
2025-09-29,HASSAN,0.6,20.5,SUNNY
2025-09-30,HASSAN,0.1,23.3,SUNNY
2025-10-01,HASSAN,0.3,21.9,SUNNY
2025-10-02,HASSAN,0.4,21.6,SUNNY
2025-10-03,HASSAN,0.0,22.7,SUNNY
2025-10-04,HASSAN,0.7,20.6,SUNNY
2025-10-05,HASSAN,0.1,21.9,SUNNY
2025-10-06,HASSAN,0.3,21.5,SUNNY
2025-10-07,HASSAN,1.1,22.0,SUNNY
2025-10-08,HASSAN,0.4,20.7,SUNNY
2025-10-09,HASSAN,0.7,21.7,SUNNY
2025-10-10,HASSAN,0.9,21.8,SUNNY
2025-10-11,HASSAN,0.1,20.5,SUNNY
2025-10-12,HASSAN,0.5,22.5,SUNNY
2025-10-13,HASSAN,0.2,22.6,SUNNY
2025-10-14,HASSAN,0.3,23.2,SUNNY
2025-10-15,HASSAN,0.5,22.8,SUNNY
2025-10-16,HASSAN,0.2,23.5,SUNNY
2025-10-17,HASSAN,1.4,20.7,SUNNY
2025-10-18,HASSAN,0.8,23.9,SUNNY
2025-10-19,HASSAN,0.4,23.0,SUNNY
2025-10-20,HASSAN,0.2,21.0,SUNNY
2025-10-21,HASSAN,0.4,23.5,SUNNY
2025-10-22,HASSAN,0.6,23.3,SUNNY
2025-10-23,HASSAN,1.4,20.8,SUNNY
2025-10-24,HASSAN,0.3,22.0,SUNNY
2025-10-25,HASSAN,0.5,21.8,SUNNY
2025-10-26,HASSAN,0.2,24.2,SUNNY
2025-10-27,HASSAN,1.0,21.2,SUNNY
2025-10-28,HASSAN,0.2,21.7,SUNNY
2025-10-29,HASSAN,0.1,22.0,SUNNY
2025-10-30,HASSAN,0.0,22.5,SUNNY
2025-10-31,HASSAN,1.9,21.2,SUNNY
2025-11-01,HASSAN,0.1,22.9,SUNNY
2025-11-02,HASSAN,0.0,23.4,SUNNY
2025-11-03,HASSAN,0.4,22.9,SUNNY
2025-11-04,HASSAN,0.2,22.7,SUNNY
2025-11-05,HASSAN,0.1,23.8,SUNNY
2025-11-06,HASSAN,0.6,23.4,SUNNY
2025-11-07,HASSAN,0.7,23.8,SUNNY
2025-11-08,HASSAN,0.0,22.3,SUNNY
2025-11-09,HASSAN,0.7,21.8,SUNNY
2025-11-10,HASSAN,0.1,25.0,SUNNY
2025-11-11,HASSAN,1.1,23.9,SUNNY
2025-11-12,HASSAN,0.4,22.8,SUNNY
2025-11-13,HASSAN,0.2,23.2,SUNNY
2025-11-14,HASSAN,0.3,24.7,SUNNY
2025-11-15,HASSAN,1.1,22.1,SUNNY
2025-11-16,HASSAN,0.5,25.6,SUNNY
2025-11-17,HASSAN,0.1,22.7,SUNNY
2025-11-18,HASSAN,0.0,22.3,SUNNY
2025-11-19,HASSAN,0.4,22.4,SUNNY
2025-11-20,HASSAN,0.5,24.3,SUNNY
2025-11-21,HASSAN,0.2,22.2,SUNNY
2025-11-22,HASSAN,0.0,22.8,SUNNY
2025-11-23,HASSAN,0.1,25.0,SUNNY
2025-11-24,HASSAN,0.1,25.6,SUNNY
2025-11-25,HASSAN,0.4,23.2,SUNNY
2025-11-26,HASSAN,0.4,26.4,SUNNY
2025-11-27,HASSAN,0.0,25.5,SUNNY
2025-11-28,HASSAN,0.1,23.3,SUNNY
2025-11-29,HASSAN,0.9,24.0,SUNNY
2025-11-30,HASSAN,0.2,24.8,SUNNY
2025-12-01,HASSAN,0.1,26.5,SUNNY
2025-12-02,HASSAN,0.9,23.4,SUNNY
2025-12-03,HASSAN,0.0,24.2,SUNNY
2025-12-04,HASSAN,0.1,25.7,SUNNY
2025-12-05,HASSAN,0.2,26.0,SUNNY
2025-12-06,HASSAN,1.3,25.2,SUNNY
2025-12-07,HASSAN,0.8,24.4,SUNNY
2025-12-08,HASSAN,0.3,26.3,SUNNY
2025-12-09,HASSAN,0.1,24.4,SUNNY
2025-12-10,HASSAN,0.7,24.7,SUNNY
2025-12-11,HASSAN,0.7,24.5,SUNNY
2025-12-12,HASSAN,0.2,25.0,SUNNY
2025-12-13,HASSAN,0.1,24.5,SUNNY
2025-12-14,HASSAN,0.3,25.5,SUNNY
2025-12-15,HASSAN,0.0,24.4,SUNNY
2025-12-16,HASSAN,0.3,25.7,SUNNY
2025-12-17,HASSAN,0.9,27.6,SUNNY
2025-12-18,HASSAN,0.1,25.4,SUNNY
2025-12-19,HASSAN,0.2,27.0,SUNNY
2025-12-20,HASSAN,0.6,25.9,SUNNY
2025-12-21,HASSAN,0.6,28.7,SUNNY
2025-12-22,HASSAN,0.3,25.7,SUNNY
2025-12-23,HASSAN,0.1,26.4,SUNNY
2025-12-24,HASSAN,0.2,28.4,SUNNY
2025-12-25,HASSAN,0.1,27.8,SUNNY
2025-12-26,HASSAN,0.1,28.8,SUNNY
2025-12-27,HASSAN,0.8,27.2,SUNNY
2025-12-28,HASSAN,0.1,29.0,SUNNY
2025-12-29,HASSAN,0.4,28.2,SUNNY
2025-12-30,HASSAN,0.6,27.8,SUNNY
2025-12-31,HASSAN,0.7,27.6,SUNNY
2026-01-01,HASSAN,2.2,27.3,CLOUDY
2026-01-02,HASSAN,0.7,27.0,SUNNY
2026-01-03,HASSAN,1.2,26.7,SUNNY
2026-01-04,HASSAN,0.1,28.5,SUNNY
2026-01-05,HASSAN,0.3,29.9,SUNNY
2026-01-06,HASSAN,0.1,30.4,SUNNY
2026-01-07,HASSAN,0.8,27.0,SUNNY
2026-01-08,HASSAN,0.0,27.6,SUNNY
2026-01-09,HASSAN,0.5,28.1,SUNNY
2026-01-10,HASSAN,0.4,27.8,SUNNY
2026-01-11,HASSAN,0.3,29.0,SUNNY
2026-01-12,HASSAN,0.6,30.6,SUNNY
2026-01-13,HASSAN,1.9,28.8,SUNNY
2026-01-14,HASSAN,0.2,27.8,SUNNY
2026-01-15,HASSAN,2.3,29.4,CLOUDY
2026-01-16,HASSAN,0.2,31.6,SUNNY
2026-01-17,HASSAN,0.3,30.9,SUNNY
2026-01-18,HASSAN,0.2,28.4,SUNNY
2026-01-19,HASSAN,0.5,29.6,SUNNY
2026-01-20,HASSAN,0.2,28.9,SUNNY
2026-01-21,HASSAN,0.1,28.5,SUNNY
2026-01-22,HASSAN,1.0,28.8,SUNNY
2026-01-23,HASSAN,0.3,29.4,SUNNY
2026-01-24,HASSAN,0.5,28.9,SUNNY
2026-01-25,HASSAN,0.6,31.8,SUNNY
2026-01-26,HASSAN,0.1,32.2,SUNNY
2026-01-27,HASSAN,0.0,30.2,SUNNY
2026-01-28,HASSAN,0.2,32.0,SUNNY
2026-01-29,HASSAN,0.5,29.2,SUNNY
2026-01-30,HASSAN,0.3,31.8,SUNNY
2026-01-31,HASSAN,0.5,29.3,SUNNY
2026-02-01,HASSAN,0.7,33.0,SUNNY
2026-02-02,HASSAN,0.5,30.2,SUNNY
2026-02-03,HASSAN,0.1,32.2,SUNNY
2026-02-04,HASSAN,0.0,30.3,SUNNY
2026-02-05,HASSAN,0.7,31.6,SUNNY
2026-02-06,HASSAN,1.4,31.4,SUNNY
2026-02-07,HASSAN,0.1,30.7,SUNNY
2026-02-08,HASSAN,0.4,30.7,SUNNY
2026-02-09,HASSAN,0.3,31.5,SUNNY
2026-02-10,HASSAN,0.5,30.3,SUNNY
2026-02-11,HASSAN,0.3,32.2,SUNNY
2026-02-12,HASSAN,1.0,30.1,SUNNY
2026-02-13,HASSAN,0.0,33.0,SUNNY
2026-02-14,HASSAN,0.5,31.8,SUNNY
2026-02-15,HASSAN,0.8,30.9,SUNNY
2026-02-16,HASSAN,0.1,30.9,SUNNY
2026-02-17,HASSAN,1.5,33.1,SUNNY
2026-02-18,HASSAN,0.1,31.2,SUNNY
2026-02-19,HASSAN,0.0,32.7,SUNNY
2026-02-20,HASSAN,0.0,31.8,SUNNY
2026-02-21,HASSAN,0.4,32.6,SUNNY
2026-02-22,HASSAN,0.6,31.8,SUNNY
2026-02-23,HASSAN,0.1,33.5,SUNNY
2026-02-24,HASSAN,0.7,32.5,SUNNY
2026-02-25,HASSAN,0.1,32.0,SUNNY
2026-02-26,HASSAN,0.9,33.9,SUNNY
2026-02-27,HASSAN,0.3,33.1,SUNNY
2025-09-01,SHIVAMOGGA,1.3,21.1,SUNNY
2025-09-02,SHIVAMOGGA,0.5,23.2,SUNNY
2025-09-03,SHIVAMOGGA,2.4,22.8,CLOUDY
2025-09-04,SHIVAMOGGA,1.4,21.8,SUNNY
2025-09-05,SHIVAMOGGA,2.7,23.8,CLOUDY
2025-09-06,SHIVAMOGGA,0.8,23.0,SUNNY
2025-09-07,SHIVAMOGGA,4.0,22.4,CLOUDY
2025-09-08,SHIVAMOGGA,3.4,20.9,CLOUDY
2025-09-09,SHIVAMOGGA,0.1,24.4,SUNNY
2025-09-10,SHIVAMOGGA,1.1,22.3,SUNNY
2025-09-11,SHIVAMOGGA,1.1,23.8,SUNNY
2025-09-12,SHIVAMOGGA,5.5,22.2,CLOUDY
2025-09-13,SHIVAMOGGA,3.1,23.2,CLOUDY
2025-09-14,SHIVAMOGGA,0.6,22.1,SUNNY
2025-09-15,SHIVAMOGGA,0.6,22.2,SUNNY
2025-09-16,SHIVAMOGGA,7.4,21.6,CLOUDY
2025-09-17,SHIVAMOGGA,1.3,20.6,SUNNY
2025-09-18,SHIVAMOGGA,5.1,23.8,CLOUDY
2025-09-19,SHIVAMOGGA,3.0,20.2,CLOUDY
2025-09-20,SHIVAMOGGA,0.6,22.1,SUNNY
2025-09-21,SHIVAMOGGA,4.1,22.0,CLOUDY
2025-09-22,SHIVAMOGGA,2.2,20.6,CLOUDY
2025-09-23,SHIVAMOGGA,0.6,23.6,SUNNY
2025-09-24,SHIVAMOGGA,0.2,23.8,SUNNY
2025-09-25,SHIVAMOGGA,1.3,20.9,SUNNY
2025-09-26,SHIVAMOGGA,1.5,23.9,SUNNY
2025-09-27,SHIVAMOGGA,8.8,20.3,CLOUDY
2025-09-28,SHIVAMOGGA,1.3,23.5,SUNNY
2025-09-29,SHIVAMOGGA,0.3,22.1,SUNNY
2025-09-30,SHIVAMOGGA,2.7,20.3,CLOUDY
2025-10-01,SHIVAMOGGA,0.9,22.8,SUNNY
2025-10-02,SHIVAMOGGA,0.3,23.3,SUNNY
2025-10-03,SHIVAMOGGA,1.2,21.0,SUNNY
2025-10-04,SHIVAMOGGA,0.0,22.5,SUNNY
2025-10-05,SHIVAMOGGA,0.5,21.8,SUNNY
2025-10-06,SHIVAMOGGA,0.9,20.3,SUNNY
2025-10-07,SHIVAMOGGA,0.2,22.1,SUNNY
2025-10-08,SHIVAMOGGA,0.4,22.0,SUNNY
2025-10-09,SHIVAMOGGA,0.0,20.2,SUNNY
2025-10-10,SHIVAMOGGA,0.3,20.1,SUNNY
2025-10-11,SHIVAMOGGA,0.0,23.2,SUNNY
2025-10-12,SHIVAMOGGA,0.4,21.9,SUNNY
2025-10-13,SHIVAMOGGA,0.6,21.4,SUNNY
2025-10-14,SHIVAMOGGA,1.0,24.1,SUNNY
2025-10-15,SHIVAMOGGA,0.3,23.4,SUNNY
2025-10-16,SHIVAMOGGA,0.1,20.9,SUNNY
2025-10-17,SHIVAMOGGA,0.1,22.9,SUNNY
2025-10-18,SHIVAMOGGA,0.3,21.4,SUNNY
2025-10-19,SHIVAMOGGA,1.2,21.9,SUNNY
2025-10-20,SHIVAMOGGA,1.1,21.9,SUNNY
2025-10-21,SHIVAMOGGA,0.4,20.4,SUNNY
2025-10-22,SHIVAMOGGA,0.1,22.3,SUNNY
2025-10-23,SHIVAMOGGA,0.1,21.1,SUNNY
2025-10-24,SHIVAMOGGA,0.9,21.5,SUNNY
2025-10-25,SHIVAMOGGA,0.7,23.1,SUNNY
2025-10-26,SHIVAMOGGA,1.1,23.1,SUNNY
2025-10-27,SHIVAMOGGA,0.1,22.1,SUNNY
2025-10-28,SHIVAMOGGA,0.3,23.0,SUNNY
2025-10-29,SHIVAMOGGA,0.1,22.6,SUNNY
2025-10-30,SHIVAMOGGA,0.4,22.5,SUNNY
2025-10-31,SHIVAMOGGA,0.4,24.1,SUNNY
2025-11-01,SHIVAMOGGA,0.7,22.4,SUNNY
2025-11-02,SHIVAMOGGA,0.4,20.9,SUNNY
2025-11-03,SHIVAMOGGA,0.2,22.3,SUNNY
2025-11-04,SHIVAMOGGA,0.3,23.9,SUNNY
