route_id,manifest_id,vehicle_id,warehouse_id,stop_sequence,fps_id,latitude,longitude,distance_from_previous_km,eta_minutes,route_status
RT-0000744,MAN-000062,VEH-0116,WH-016,6,FPS-0291,12.427274,76.457255,29.79,65,PLANNED
RT-0000745,MAN-000063,VEH-0016,WH-016,1,FPS-0441,12.58847,76.400846,20.59,45,PLANNED
RT-0000746,MAN-000063,VEH-0016,WH-016,1,FPS-0441,12.58847,76.400846,20.59,45,PLANNED
RT-0000747,MAN-000063,VEH-0016,WH-016,2,FPS-0516,12.432937,76.53011,22.27,48,PLANNED
RT-0000748,MAN-000063,VEH-0016,WH-016,2,FPS-0516,12.432937,76.53011,22.27,48,PLANNED
RT-0000749,MAN-000063,VEH-0016,WH-016,3,FPS-0016,12.450702,76.634937,11.55,25,PLANNED
RT-0000750,MAN-000063,VEH-0016,WH-016,3,FPS-0016,12.450702,76.634937,11.55,25,PLANNED
RT-0000751,MAN-000063,VEH-0016,WH-016,4,FPS-0391,12.604202,76.578335,18.14,39,PLANNED
RT-0000752,MAN-000063,VEH-0016,WH-016,4,FPS-0391,12.604202,76.578335,18.14,39,PLANNED
RT-0000753,MAN-000063,VEH-0016,WH-016,5,FPS-0191,12.639382,76.736283,17.58,38,PLANNED
RT-0000754,MAN-000063,VEH-0016,WH-016,5,FPS-0191,12.639382,76.736283,17.58,38,PLANNED
RT-0000755,MAN-000063,VEH-0016,WH-016,6,FPS-0566,12.667038,76.655128,9.33,20,PLANNED
RT-0000756,MAN-000063,VEH-0016,WH-016,6,FPS-0566,12.667038,76.655128,9.33,20,PLANNED
RT-0000757,MAN-000064,VEH-0091,WH-016,1,FPS-0141,12.530503,76.597509,3.86,8,PLANNED
RT-0000758,MAN-000064,VEH-0091,WH-016,1,FPS-0141,12.530503,76.597509,3.86,8,PLANNED
RT-0000759,MAN-000064,VEH-0091,WH-016,2,FPS-0341,12.465842,76.397389,22.88,50,PLANNED
RT-0000760,MAN-000064,VEH-0091,WH-016,2,FPS-0341,12.465842,76.397389,22.88,50,PLANNED
RT-0000761,MAN-000064,VEH-0091,WH-016,3,FPS-0166,12.461113,76.723592,35.42,77,PLANNED
RT-0000762,MAN-000064,VEH-0091,WH-016,3,FPS-0166,12.461113,76.723592,35.42,77,PLANNED
RT-0000763,MAN-000064,VEH-0091,WH-016,4,FPS-0491,12.585915,76.505311,27.46,60,PLANNED
RT-0000764,MAN-000064,VEH-0091,WH-016,4,FPS-0491,12.585915,76.505311,27.46,60,PLANNED
RT-0000765,MAN-000064,VEH-0091,WH-016,5,FPS-0091,12.503681,76.673071,20.38,44,PLANNED
RT-0000766,MAN-000064,VEH-0091,WH-016,5,FPS-0091,12.503681,76.673071,20.38,44,PLANNED
RT-0000767,MAN-000064,VEH-0091,WH-016,6,FPS-0266,12.514365,76.60295,7.7,16,PLANNED
RT-0000768,MAN-000064,VEH-0091,WH-016,6,FPS-0266,12.514365,76.60295,7.7,16,PLANNED
RT-0000769,MAN-000065,VEH-0117,WH-017,1,FPS-0017,13.254894,75.66061,20.11,44,PLANNED
RT-0000770,MAN-000065,VEH-0117,WH-017,1,FPS-0017,13.254894,75.66061,20.11,44,PLANNED
RT-0000771,MAN-000065,VEH-0117,WH-017,2,FPS-0467,13.093759,75.710134,18.7,41,PLANNED
RT-0000772,MAN-000065,VEH-0117,WH-017,2,FPS-0467,13.093759,75.710134,18.7,41,PLANNED
RT-0000773,MAN-000065,VEH-0117,WH-017,3,FPS-0392,13.244932,75.745123,17.23,37,PLANNED
RT-0000774,MAN-000065,VEH-0117,WH-017,3,FPS-0392,13.244932,75.745123,17.23,37,PLANNED
RT-0000775,MAN-000065,VEH-0117,WH-017,4,FPS-0567,13.236037,75.920872,19.05,41,PLANNED
RT-0000776,MAN-000065,VEH-0117,WH-017,4,FPS-0567,13.236037,75.920872,19.05,41,PLANNED
RT-0000777,MAN-000065,VEH-0117,WH-017,5,FPS-0242,13.094669,75.741395,24.99,54,PLANNED
RT-0000778,MAN-000065,VEH-0117,WH-017,5,FPS-0242,13.094669,75.741395,24.99,54,PLANNED
RT-0000779,MAN-000065,VEH-0117,WH-017,6,FPS-0367,13.1966,75.781412,12.13,26,PLANNED
RT-0000780,MAN-000065,VEH-0117,WH-017,6,FPS-0367,13.1966,75.781412,12.13,26,PLANNED
RT-0000781,MAN-000066,VEH-0092,WH-017,1,FPS-0292,13.125397,75.898039,9.36,20,DRAFT
RT-0000782,MAN-000066,VEH-0092,WH-017,1,FPS-0292,13.125397,75.898039,9.36,20,DRAFT
RT-0000783,MAN-000066,VEH-0092,WH-017,2,FPS-0517,13.118593,75.72327,18.94,41,DRAFT
RT-0000784,MAN-000066,VEH-0092,WH-017,2,FPS-0517,13.118593,75.72327,18.94,41,DRAFT
RT-0000785,MAN-000066,VEH-0092,WH-017,3,FPS-0167,12.998617,75.957954,28.71,63,DRAFT
RT-0000786,MAN-000066,VEH-0092,WH-017,3,FPS-0167,12.998617,75.957954,28.71,63,DRAFT
RT-0000787,MAN-000066,VEH-0092,WH-017,4,FPS-0317,13.195917,75.932657,22.11,48,DRAFT
RT-0000788,MAN-000066,VEH-0092,WH-017,4,FPS-0317,13.195917,75.932657,22.11,48,DRAFT
RT-0000789,MAN-000066,VEH-0092,WH-017,5,FPS-0417,13.229214,75.713491,24.01,52,DRAFT
RT-0000790,MAN-000066,VEH-0092,WH-017,5,FPS-0417,13.229214,75.713491,24.01,52,DRAFT
RT-0000791,MAN-000066,VEH-0092,WH-017,6,FPS-0217,13.135498,75.908333,23.53,51,DRAFT
RT-0000792,MAN-000066,VEH-0092,WH-017,6,FPS-0217,13.135498,75.908333,23.53,51,DRAFT
RT-0000793,MAN-000067,VEH-0092,WH-017,1,FPS-0142,13.210799,75.831594,5.31,11,DRAFT
RT-0000794,MAN-000067,VEH-0092,WH-017,1,FPS-0142,13.210799,75.831594,5.31,11,DRAFT
RT-0000795,MAN-000067,VEH-0092,WH-017,2,FPS-0342,13.071735,75.956488,20.54,45,DRAFT
RT-0000796,MAN-000067,VEH-0092,WH-017,2,FPS-0342,13.071735,75.956488,20.54,45,DRAFT
RT-0000797,MAN-000067,VEH-0092,WH-017,3,FPS-0067,13.018857,75.737454,24.44,53,DRAFT
RT-0000798,MAN-000067,VEH-0092,WH-017,3,FPS-0067,13.018857,75.737454,24.44,53,DRAFT
RT-0000799,MAN-000067,VEH-0092,WH-017,4,FPS-0492,13.226155,75.748465,23.08,50,DRAFT
RT-0000800,MAN-000067,VEH-0092,WH-017,4,FPS-0492,13.226155,75.748465,23.08,50,DRAFT
RT-0000801,MAN-000067,VEH-0092,WH-017,5,FPS-0092,13.331002,75.708381,12.44,27,DRAFT
RT-0000802,MAN-000067,VEH-0092,WH-017,5,FPS-0092,13.331002,75.708381,12.44,27,DRAFT
RT-0000803,MAN-000067,VEH-0092,WH-017,6,FPS-0542,13.1012,75.670459,25.88,56,DRAFT
RT-0000804,MAN-000067,VEH-0092,WH-017,6,FPS-0542,13.1012,75.670459,25.88,56,DRAFT
RT-0000805,MAN-000068,VEH-0142,WH-017,1,FPS-0192,13.283421,75.775291,14.17,31,PLANNED
RT-0000806,MAN-000068,VEH-0142,WH-017,1,FPS-0192,13.283421,75.775291,14.17,31,PLANNED
RT-0000807,MAN-000068,VEH-0142,WH-017,2,FPS-0592,13.148447,75.675344,18.5,40,PLANNED
RT-0000808,MAN-000068,VEH-0142,WH-017,2,FPS-0592,13.148447,75.675344,18.5,40,PLANNED
RT-0000809,MAN-000068,VEH-0142,WH-017,3,FPS-0117,13.073833,75.878258,23.49,51,PLANNED
RT-0000810,MAN-000068,VEH-0142,WH-017,3,FPS-0117,13.073833,75.878258,23.49,51,PLANNED
RT-0000811,MAN-000068,VEH-0142,WH-017,4,FPS-0267,13.161475,75.658826,25.68,56,PLANNED
RT-0000812,MAN-000068,VEH-0142,WH-017,4,FPS-0267,13.161475,75.658826,25.68,56,PLANNED
RT-0000813,MAN-000068,VEH-0142,WH-017,5,FPS-0042,13.314624,75.860998,27.73,61,PLANNED
RT-0000814,MAN-000068,VEH-0142,WH-017,5,FPS-0042,13.314624,75.860998,27.73,61,PLANNED
RT-0000815,MAN-000068,VEH-0142,WH-017,6,FPS-0442,13.152817,75.996131,23.19,51,PLANNED
RT-0000816,MAN-000068,VEH-0142,WH-017,6,FPS-0442,13.152817,75.996131,23.19,51,PLANNED
RT-0000817,MAN-000069,VEH-0093,WH-018,1,FPS-0393,13.719214,75.696379,9.69,21,PLANNED
RT-0000818,MAN-000069,VEH-0093,WH-018,1,FPS-0393,13.719214,75.696379,9.69,21,PLANNED
RT-0000819,MAN-000069,VEH-0093,WH-018,2,FPS-0468,13.773323,75.889436,21.7,47,PLANNED
RT-0000820,MAN-000069,VEH-0093,WH-018,2,FPS-0468,13.773323,75.889436,21.7,47,PLANNED
RT-0000821,MAN-000069,VEH-0093,WH-018,3,FPS-0293,13.481391,75.841962,32.86,72,PLANNED
RT-0000822,MAN-000069,VEH-0093,WH-018,3,FPS-0293,13.481391,75.841962,32.86,72,PLANNED
RT-0000823,MAN-000069,VEH-0093,WH-018,4,FPS-0243,13.680692,75.789313,22.88,50,PLANNED
RT-0000824,MAN-000069,VEH-0093,WH-018,4,FPS-0243,13.680692,75.789313,22.88,50,PLANNED
RT-0000825,MAN-000069,VEH-0093,WH-018,5,FPS-0418,13.524703,75.851544,18.6,40,PLANNED
RT-0000826,MAN-000069,VEH-0093,WH-018,5,FPS-0418,13.524703,75.851544,18.6,40,PLANNED
RT-0000827,MAN-000069,VEH-0093,WH-018,6,FPS-0368,13.507161,75.925757,8.26,18,PLANNED
RT-0000828,MAN-000069,VEH-0093,WH-018,6,FPS-0368,13.507161,75.925757,8.26,18,PLANNED
RT-0000829,MAN-000070,VEH-0143,WH-018,1,FPS-0318,13.652222,75.721233,4.18,9,PLANNED
RT-0000830,MAN-000070,VEH-0143,WH-018,1,FPS-0318,13.652222,75.721233,4.18,9,PLANNED
RT-0000831,MAN-000070,VEH-0143,WH-018,2,FPS-0043,13.483826,75.823625,21.75,47,PLANNED
RT-0000832,MAN-000070,VEH-0143,WH-018,2,FPS-0043,13.483826,75.823625,21.75,47,PLANNED
RT-0000833,MAN-000070,VEH-0143,WH-018,3,FPS-0143,13.498156,75.756693,7.41,16,PLANNED
RT-0000834,MAN-000070,VEH-0143,WH-018,3,FPS-0143,13.498156,75.756693,7.41,16,PLANNED
RT-0000835,MAN-000070,VEH-0143,WH-018,4,FPS-0268,13.527199,75.582277,19.13,42,PLANNED
RT-0000836,MAN-000070,VEH-0143,WH-018,4,FPS-0268,13.527199,75.582277,19.13,42,PLANNED
RT-0000837,MAN-000070,VEH-0143,WH-018,5,FPS-0168,13.529592,75.847304,28.65,63,PLANNED
RT-0000838,MAN-000070,VEH-0143,WH-018,5,FPS-0168,13.529592,75.847304,28.65,63,PLANNED
RT-0000839,MAN-000070,VEH-0143,WH-018,6,FPS-0193,13.653039,75.586188,31.38,69,PLANNED
RT-0000840,MAN-000070,VEH-0143,WH-018,6,FPS-0193,13.653039,75.586188,31.38,69,PLANNED
RT-0000841,MAN-000071,VEH-0093,WH-018,1,FPS-0568,13.818415,75.621833,23.28,51,PLANNED
RT-0000842,MAN-000071,VEH-0093,WH-018,1,FPS-0568,13.818415,75.621833,23.28,51,PLANNED
RT-0000843,MAN-000071,VEH-0093,WH-018,2,FPS-0593,13.654962,75.790071,25.7,56,PLANNED
RT-0000844,MAN-000071,VEH-0093,WH-018,2,FPS-0593,13.654962,75.790071,25.7,56,PLANNED
RT-0000845,MAN-000071,VEH-0093,WH-018,3,FPS-0118,13.821389,75.850761,19.63,43,PLANNED
RT-0000846,MAN-000071,VEH-0093,WH-018,3,FPS-0118,13.821389,75.850761,19.63,43,PLANNED
RT-0000847,MAN-000071,VEH-0093,WH-018,4,FPS-0443,13.546403,75.874343,30.68,67,PLANNED
RT-0000848,MAN-000071,VEH-0093,WH-018,4,FPS-0443,13.546403,75.874343,30.68,67,PLANNED
RT-0000849,MAN-000071,VEH-0093,WH-018,5,FPS-0218,13.670001,75.862045,13.81,30,PLANNED
RT-0000850,MAN-000071,VEH-0093,WH-018,5,FPS-0218,13.670001,75.862045,13.81,30,PLANNED
RT-0000851,MAN-000071,VEH-0093,WH-018,6,FPS-0343,13.562725,75.84845,12.02,26,PLANNED
RT-0000852,MAN-000071,VEH-0093,WH-018,6,FPS-0343,13.562725,75.84845,12.02,26,PLANNED
RT-0000853,MAN-000072,VEH-0068,WH-018,1,FPS-0068,13.517587,75.619412,21.7,47,PLANNED
RT-0000854,MAN-000072,VEH-0068,WH-018,1,FPS-0068,13.517587,75.619412,21.7,47,PLANNED
RT-0000855,MAN-000072,VEH-0068,WH-018,2,FPS-0093,13.770157,75.907351,41.91,92,PLANNED
RT-0000856,MAN-000072,VEH-0068,WH-018,2,FPS-0093,13.770157,75.907351,41.91,92,PLANNED
RT-0000857,MAN-000072,VEH-0068,WH-018,3,FPS-0493,13.664934,75.73333,22.14,48,PLANNED
RT-0000858,MAN-000072,VEH-0068,WH-018,3,FPS-0493,13.664934,75.73333,22.14,48,PLANNED
RT-0000859,MAN-000072,VEH-0068,WH-018,4,FPS-0018,13.490515,75.662928,20.83,45,PLANNED
RT-0000860,MAN-000072,VEH-0068,WH-018,4,FPS-0018,13.490515,75.662928,20.83,45,PLANNED
RT-0000861,MAN-000072,VEH-0068,WH-018,5,FPS-0543,13.773977,75.78324,34.1,75,PLANNED
RT-0000862,MAN-000072,VEH-0068,WH-018,5,FPS-0543,13.773977,75.78324,34.1,75,PLANNED
RT-0000863,MAN-000072,VEH-0068,WH-018,6,FPS-0518,13.569249,75.657943,26.49,58,PLANNED
RT-0000864,MAN-000072,VEH-0068,WH-018,6,FPS-0518,13.569249,75.657943,26.49,58,PLANNED
RT-0000865,MAN-000073,VEH-0019,WH-019,1,FPS-0019,12.853278,77.763,4.82,10,PLANNED
RT-0000866,MAN-000073,VEH-0019,WH-019,1,FPS-0019,12.853278,77.763,4.82,10,PLANNED
RT-0000867,MAN-000073,VEH-0019,WH-019,2,FPS-0569,12.834494,77.723364,4.78,10,PLANNED
RT-0000868,MAN-000073,VEH-0019,WH-019,2,FPS-0569,12.834494,77.723364,4.78,10,PLANNED
RT-0000869,MAN-000073,VEH-0019,WH-019,3,FPS-0044,12.982294,77.939703,28.63,62,PLANNED
RT-0000870,MAN-000073,VEH-0019,WH-019,3,FPS-0044,12.982294,77.939703,28.63,62,PLANNED
RT-0000871,MAN-000073,VEH-0019,WH-019,4,FPS-0394,12.752123,77.701706,36.34,79,PLANNED
RT-0000872,MAN-000073,VEH-0019,WH-019,4,FPS-0394,12.752123,77.701706,36.34,79,PLANNED
RT-0000873,MAN-000073,VEH-0019,WH-019,5,FPS-0294,13.046713,77.683643,32.82,72,PLANNED
RT-0000874,MAN-000073,VEH-0019,WH-019,5,FPS-0294,13.046713,77.683643,32.82,72,PLANNED
RT-0000875,MAN-000073,VEH-0019,WH-019,6,FPS-0269,12.828111,77.67288,24.34,53,PLANNED
RT-0000876,MAN-000073,VEH-0019,WH-019,6,FPS-0269,12.828111,77.67288,24.34,53,PLANNED
RT-0000877,MAN-000074,VEH-0019,WH-019,1,FPS-0119,12.917298,77.875446,9.49,20,PLANNED
RT-0000878,MAN-000074,VEH-0019,WH-019,1,FPS-0119,12.917298,77.875446,9.49,20,PLANNED
RT-0000879,MAN-000074,VEH-0019,WH-019,2,FPS-0219,13.032,77.940773,14.59,32,PLANNED
RT-0000880,MAN-000074,VEH-0019,WH-019,2,FPS-0219,13.032,77.940773,14.59,32,PLANNED
RT-0000881,MAN-000074,VEH-0019,WH-019,3,FPS-0319,12.991743,77.886312,7.41,16,PLANNED
RT-0000882,MAN-000074,VEH-0019,WH-019,3,FPS-0319,12.991743,77.886312,7.41,16,PLANNED
RT-0000883,MAN-000074,VEH-0019,WH-019,4,FPS-0244,12.734986,77.775407,30.98,68,PLANNED
RT-0000884,MAN-000074,VEH-0019,WH-019,4,FPS-0244,12.734986,77.775407,30.98,68,PLANNED
RT-0000885,MAN-000074,VEH-0019,WH-019,5,FPS-0494,12.926775,77.881977,24.25,53,PLANNED
RT-0000886,MAN-000074,VEH-0019,WH-019,5,FPS-0494,12.926775,77.881977,24.25,53,PLANNED
RT-0000887,MAN-000074,VEH-0019,WH-019,6,FPS-0369,12.803392,77.85454,14.04,30,PLANNED
RT-0000888,MAN-000074,VEH-0019,WH-019,6,FPS-0369,12.803392,77.85454,14.04,30,PLANNED
RT-0000889,MAN-000075,VEH-0069,WH-019,1,FPS-0069,12.825642,77.729623,9.56,21,PLANNED
RT-0000890,MAN-000075,VEH-0069,WH-019,1,FPS-0069,12.825642,77.729623,9.56,21,PLANNED
RT-0000891,MAN-000075,VEH-0069,WH-019,2,FPS-0469,12.759134,77.778792,9.12,20,PLANNED
RT-0000892,MAN-000075,VEH-0069,WH-019,2,FPS-0469,12.759134,77.778792,9.12,20,PLANNED
RT-0000893,MAN-000075,VEH-0069,WH-019,3,FPS-0544,13.062655,77.773172,33.76,74,PLANNED
RT-0000894,MAN-000075,VEH-0069,WH-019,3,FPS-0544,13.062655,77.773172,33.76,74,PLANNED
RT-0000895,MAN-000075,VEH-0069,WH-019,4,FPS-0594,12.845172,77.850105,25.58,56,PLANNED
RT-0000896,MAN-000075,VEH-0069,WH-019,4,FPS-0594,12.845172,77.850105,25.58,56,PLANNED
RT-0000897,MAN-000075,VEH-0069,WH-019,5,FPS-0444,12.845401,77.738133,12.14,26,PLANNED
RT-0000898,MAN-000075,VEH-0069,WH-019,5,FPS-0444,12.845401,77.738133,12.14,26,PLANNED
RT-0000899,MAN-000075,VEH-0069,WH-019,6,FPS-0519,12.741408,77.736194,11.57,25,PLANNED
RT-0000900,MAN-000075,VEH-0069,WH-019,6,FPS-0519,12.741408,77.736194,11.57,25,PLANNED
RT-0000901,MAN-000076,VEH-0094,WH-019,1,FPS-0419,12.805051,77.846649,10.32,22,PLANNED
RT-0000902,MAN-000076,VEH-0094,WH-019,1,FPS-0419,12.805051,77.846649,10.32,22,PLANNED
RT-0000903,MAN-000076,VEH-0094,WH-019,2,FPS-0169,12.892019,77.819669,10.1,22,PLANNED
RT-0000904,MAN-000076,VEH-0094,WH-019,2,FPS-0169,12.892019,77.819669,10.1,22,PLANNED
RT-0000905,MAN-000076,VEH-0094,WH-019,3,FPS-0094,12.764455,77.969764,21.59,47,PLANNED
RT-0000906,MAN-000076,VEH-0094,WH-019,3,FPS-0094,12.764455,77.969764,21.59,47,PLANNED
RT-0000907,MAN-000076,VEH-0094,WH-019,4,FPS-0144,13.027553,77.910657,29.95,65,PLANNED
RT-0000908,MAN-000076,VEH-0094,WH-019,4,FPS-0144,13.027553,77.910657,29.95,65,PLANNED
RT-0000909,MAN-000076,VEH-0094,WH-019,5,FPS-0344,12.735165,77.863993,32.9,72,PLANNED
RT-0000910,MAN-000076,VEH-0094,WH-019,5,FPS-0344,12.735165,77.863993,32.9,72,PLANNED
RT-0000911,MAN-000076,VEH-0094,WH-019,6,FPS-0194,12.809316,77.631111,26.57,58,PLANNED
RT-0000912,MAN-000076,VEH-0094,WH-019,6,FPS-0194,12.809316,77.631111,26.57,58,PLANNED
RT-0000913,MAN-000077,VEH-0120,WH-020,1,FPS-0470,12.274428,76.5161,8.85,19,PLANNED
RT-0000914,MAN-000077,VEH-0120,WH-020,1,FPS-0470,12.274428,76.5161,8.85,19,PLANNED
RT-0000915,MAN-000077,VEH-0120,WH-020,2,FPS-0220,12.341991,76.49557,7.84,17,PLANNED
RT-0000916,MAN-000077,VEH-0120,WH-020,2,FPS-0220,12.341991,76.49557,7.84,17,PLANNED
RT-0000917,MAN-000077,VEH-0120,WH-020,3,FPS-0420,12.09427,76.335311,32.59,71,PLANNED
RT-0000918,MAN-000077,VEH-0120,WH-020,3,FPS-0420,12.09427,76.335311,32.59,71,PLANNED
RT-0000919,MAN-000077,VEH-0120,WH-020,4,FPS-0545,12.234519,76.586961,31.49,69,PLANNED
RT-0000920,MAN-000077,VEH-0120,WH-020,4,FPS-0545,12.234519,76.586961,31.49,69,PLANNED
RT-0000921,MAN-000077,VEH-0120,WH-020,5,FPS-0295,12.431947,76.515129,23.3,51,PLANNED
RT-0000922,MAN-000077,VEH-0120,WH-020,5,FPS-0295,12.431947,76.515129,23.3,51,PLANNED
RT-0000923,MAN-000077,VEH-0120,WH-020,6,FPS-0395,12.119954,76.585259,35.52,78,PLANNED
RT-0000924,MAN-000077,VEH-0120,WH-020,6,FPS-0395,12.119954,76.585259,35.52,78,PLANNED
RT-0000925,MAN-000078,VEH-0095,WH-020,1,FPS-0345,12.344035,76.293069,18.54,40,DRAFT
RT-0000926,MAN-000078,VEH-0095,WH-020,1,FPS-0345,12.344035,76.293069,18.54,40,DRAFT
RT-0000927,MAN-000078,VEH-0095,WH-020,2,FPS-0495,12.184569,76.33358,18.27,40,DRAFT
RT-0000928,MAN-000078,VEH-0095,WH-020,2,FPS-0495,12.184569,76.33358,18.27,40,DRAFT
RT-0000929,MAN-000078,VEH-0095,WH-020,3,FPS-0445,12.265171,76.386901,10.67,23,DRAFT
RT-0000930,MAN-000078,VEH-0095,WH-020,3,FPS-0445,12.265171,76.386901,10.67,23,DRAFT
RT-0000931,MAN-000078,VEH-0095,WH-020,4,FPS-0120,12.349446,76.444963,11.3,24,DRAFT
RT-0000932,MAN-000078,VEH-0095,WH-020,4,FPS-0120,12.349446,76.444963,11.3,24,DRAFT
RT-0000933,MAN-000078,VEH-0095,WH-020,5,FPS-0570,12.153009,76.446728,21.84,48,DRAFT
RT-0000934,MAN-000078,VEH-0095,WH-020,5,FPS-0570,12.153009,76.446728,21.84,48,DRAFT
RT-0000935,MAN-000078,VEH-0095,WH-020,6,FPS-0270,12.079547,76.294454,18.46,40,DRAFT
RT-0000936,MAN-000078,VEH-0095,WH-020,6,FPS-0270,12.079547,76.294454,18.46,40,DRAFT
RT-0000937,MAN-000079,VEH-0045,WH-020,1,FPS-0195,12.338351,76.280272,19.41,42,DRAFT
RT-0000938,MAN-000079,VEH-0045,WH-020,1,FPS-0195,12.338351,76.280272,19.41,42,DRAFT
RT-0000939,MAN-000079,VEH-0045,WH-020,2,FPS-0170,12.355515,76.483443,22.15,48,DRAFT
RT-0000940,MAN-000079,VEH-0045,WH-020,2,FPS-0170,12.355515,76.483443,22.15,48,DRAFT
RT-0000941,MAN-000079,VEH-0045,WH-020,3,FPS-0145,12.30451,76.406394,10.11,22,DRAFT
RT-0000942,MAN-000079,VEH-0045,WH-020,3,FPS-0145,12.30451,76.406394,10.11,22,DRAFT
RT-0000943,MAN-000079,VEH-0045,WH-020,4,FPS-0320,12.10674,76.407903,21.99,48,DRAFT
RT-0000944,MAN-000079,VEH-0045,WH-020,4,FPS-0320,12.10674,76.407903,21.99,48,DRAFT
RT-0000945,MAN-000079,VEH-0045,WH-020,5,FPS-0245,12.185472,76.277628,16.65,36,DRAFT
RT-0000946,MAN-000079,VEH-0045,WH-020,5,FPS-0245,12.185472,76.277628,16.65,36,DRAFT
RT-0000947,MAN-000079,VEH-0045,WH-020,6,FPS-0595,12.155351,76.535887,28.27,62,DRAFT
RT-0000948,MAN-000079,VEH-0045,WH-020,6,FPS-0595,12.155351,76.535887,28.27,62,DRAFT
RT-0000949,MAN-000080,VEH-0120,WH-020,1,FPS-0520,12.085119,76.433188,18.88,41,DRAFT
RT-0000950,MAN-000080,VEH-0120,WH-020,1,FPS-0520,12.085119,76.433188,18.88,41,DRAFT
RT-0000951,MAN-000080,VEH-0120,WH-020,2,FPS-0045,12.211528,76.451185,14.19,31,DRAFT
RT-0000952,MAN-000080,VEH-0120,WH-020,2,FPS-0045,12.211528,76.451185,14.19,31,DRAFT
RT-0000953,MAN-000080,VEH-0120,WH-020,3,FPS-0070,12.219077,76.533868,9.02,19,DRAFT
RT-0000954,MAN-000080,VEH-0120,WH-020,3,FPS-0070,12.219077,76.533868,9.02,19,DRAFT
RT-0000955,MAN-000080,VEH-0120,WH-020,4,FPS-0020,12.33417,76.401894,19.22,42,DRAFT
RT-0000956,MAN-000080,VEH-0120,WH-020,4,FPS-0020,12.33417,76.401894,19.22,42,DRAFT
RT-0000957,MAN-000080,VEH-0120,WH-020,5,FPS-0370,12.391279,76.328147,10.22,22,DRAFT
RT-0000958,MAN-000080,VEH-0120,WH-020,5,FPS-0370,12.391279,76.328147,10.22,22,DRAFT
RT-0000959,MAN-000080,VEH-0120,WH-020,6,FPS-0095,12.251287,76.525094,26.46,58,DRAFT
RT-0000960,MAN-000080,VEH-0120,WH-020,6,FPS-0095,12.251287,76.525094,26.46,58,DRAFT
RT-0000961,MAN-000081,VEH-0071,WH-021,1,FPS-0496,13.42709,76.651173,26.06,57,PLANNED
RT-0000962,MAN-000081,VEH-0071,WH-021,1,FPS-0496,13.42709,76.651173,26.06,57,PLANNED
RT-0000963,MAN-000081,VEH-0071,WH-021,2,FPS-0421,13.734681,76.931264,45.68,100,PLANNED
RT-0000964,MAN-000081,VEH-0071,WH-021,2,FPS-0421,13.734681,76.931264,45.68,100,PLANNED
RT-0000965,MAN-000081,VEH-0071,WH-021,3,FPS-0371,13.755103,76.889826,5.02,11,PLANNED
RT-0000966,MAN-000081,VEH-0071,WH-021,3,FPS-0371,13.755103,76.889826,5.02,11,PLANNED
RT-0000967,MAN-000081,VEH-0071,WH-021,4,FPS-0321,13.47617,76.758005,34.13,75,PLANNED
RT-0000968,MAN-000081,VEH-0071,WH-021,4,FPS-0321,13.47617,76.758005,34.13,75,PLANNED
RT-0000969,MAN-000081,VEH-0071,WH-021,5,FPS-0296,13.580689,76.686824,13.94,30,PLANNED
RT-0000970,MAN-000081,VEH-0071,WH-021,5,FPS-0296,13.580689,76.686824,13.94,30,PLANNED
RT-0000971,MAN-000081,VEH-0071,WH-021,6,FPS-0446,13.532219,76.946113,28.54,62,PLANNED
RT-0000972,MAN-000081,VEH-0071,WH-021,6,FPS-0446,13.532219,76.946113,28.54,62,PLANNED
RT-0000973,MAN-000082,VEH-0021,WH-021,1,FPS-0171,13.419877,76.899282,20.0,44,PLANNED
RT-0000974,MAN-000082,VEH-0021,WH-021,1,FPS-0171,13.419877,76.899282,20.0,44,PLANNED
RT-0000975,MAN-000082,VEH-0021,WH-021,2,FPS-0096,13.764024,76.870868,38.39,84,PLANNED
RT-0000976,MAN-000082,VEH-0021,WH-021,2,FPS-0096,13.764024,76.870868,38.39,84,PLANNED
RT-0000977,MAN-000082,VEH-0021,WH-021,3,FPS-0346,13.732334,76.820321,6.5,14,PLANNED
RT-0000978,MAN-000082,VEH-0021,WH-021,3,FPS-0346,13.732334,76.820321,6.5,14,PLANNED
RT-0000979,MAN-000082,VEH-0021,WH-021,4,FPS-0146,13.735311,76.765046,5.98,13,PLANNED
RT-0000980,MAN-000082,VEH-0021,WH-021,4,FPS-0146,13.735311,76.765046,5.98,13,PLANNED
RT-0000981,MAN-000082,VEH-0021,WH-021,5,FPS-0271,13.416343,76.671459,36.88,81,PLANNED
RT-0000982,MAN-000082,VEH-0021,WH-021,5,FPS-0271,13.416343,76.671459,36.88,81,PLANNED
RT-0000983,MAN-000082,VEH-0021,WH-021,6,FPS-0596,13.435463,76.753208,9.09,20,PLANNED
RT-0000984,MAN-000082,VEH-0021,WH-021,6,FPS-0596,13.435463,76.753208,9.09,20,PLANNED
RT-0000985,MAN-000083,VEH-0096,WH-021,1,FPS-0396,13.59761,77.004875,19.12,42,PLANNED
RT-0000986,MAN-000083,VEH-0096,WH-021,1,FPS-0396,13.59761,77.004875,19.12,42,PLANNED
RT-0000987,MAN-000083,VEH-0096,WH-021,2,FPS-0471,13.560747,76.651243,38.44,84,PLANNED
