telemetry_id,vehicle_id,timestamp,latitude,longitude,speed_kmph,status,manifest_id
TEL-00000750,VEH-0140,2026-01-05T16:39:00,13.462093,76.97375,0,STOPPED,MAN-000057
TEL-00000751,VEH-0140,2026-01-05T16:48:00,13.460761,76.975717,32,MOVING,MAN-000057
TEL-00000752,VEH-0140,2026-01-05T16:57:00,13.461753,76.972721,19,MOVING,MAN-000057
TEL-00000753,VEH-0140,2026-01-05T17:03:00,13.462093,76.97375,0,STOPPED,MAN-000057
TEL-00000754,VEH-0140,2026-01-05T17:15:00,13.508195,76.996007,34,MOVING,MAN-000057
TEL-00000755,VEH-0140,2026-01-05T17:27:00,13.551664,77.016541,25,MOVING,MAN-000057
TEL-00000756,VEH-0140,2026-01-05T17:44:00,13.598004,77.039966,0,STOPPED,MAN-000057
TEL-00000757,VEH-0140,2026-01-05T17:58:00,13.596349,77.040195,25,MOVING,MAN-000057
TEL-00000758,VEH-0140,2026-01-05T18:10:00,13.597183,77.03874,18,MOVING,MAN-000057
TEL-00000759,VEH-0140,2026-01-05T18:24:00,13.598004,77.039966,0,STOPPED,MAN-000057
TEL-00000760,VEH-0140,2026-01-05T18:34:00,13.598004,77.039966,0,DELIVERED,MAN-000057
TEL-00000761,VEH-0116,2026-01-05T12:00:00,12.507164,76.571231,0,IDLE,MAN-000062
TEL-00000762,VEH-0116,2026-01-05T12:07:00,12.489285,76.583484,19,MOVING,MAN-000062
TEL-00000763,VEH-0116,2026-01-05T12:13:00,12.469308,76.598216,26,MOVING,MAN-000062
TEL-00000764,VEH-0116,2026-01-05T12:18:00,12.447911,76.60914,0,STOPPED,MAN-000062
TEL-00000765,VEH-0116,2026-01-05T12:26:00,12.449029,76.611058,34,MOVING,MAN-000062
TEL-00000766,VEH-0116,2026-01-05T12:32:00,12.448015,76.610705,36,MOVING,MAN-000062
TEL-00000767,VEH-0116,2026-01-05T12:40:00,12.447911,76.60914,0,STOPPED,MAN-000062
TEL-00000768,VEH-0116,2026-01-05T12:46:00,12.426867,76.606276,21,MOVING,MAN-000062
TEL-00000769,VEH-0116,2026-01-05T12:56:00,12.400401,76.603052,22,MOVING,MAN-000062
TEL-00000770,VEH-0116,2026-01-05T13:00:00,12.378784,76.601186,0,STOPPED,MAN-000062
TEL-00000771,VEH-0116,2026-01-05T13:05:00,12.378769,76.60044,36,MOVING,MAN-000062
TEL-00000772,VEH-0116,2026-01-05T13:11:00,12.377485,76.602753,36,MOVING,MAN-000062
TEL-00000773,VEH-0116,2026-01-05T13:21:00,12.378784,76.601186,0,STOPPED,MAN-000062
TEL-00000774,VEH-0116,2026-01-05T13:27:00,12.393467,76.598766,30,MOVING,MAN-000062
TEL-00000775,VEH-0116,2026-01-05T13:29:00,12.407179,76.598453,25,MOVING,MAN-000062
TEL-00000776,VEH-0116,2026-01-05T13:32:00,12.421959,76.599243,0,STOPPED,MAN-000062
TEL-00000777,VEH-0116,2026-01-05T13:39:00,12.423616,76.600082,29,MOVING,MAN-000062
TEL-00000778,VEH-0116,2026-01-05T13:43:00,12.421824,76.600775,29,MOVING,MAN-000062
TEL-00000779,VEH-0116,2026-01-05T13:45:00,12.421959,76.599243,0,STOPPED,MAN-000062
TEL-00000780,VEH-0116,2026-01-05T13:52:00,12.410066,76.57987,18,MOVING,MAN-000062
TEL-00000781,VEH-0116,2026-01-05T13:55:00,12.39685,76.564501,34,MOVING,MAN-000062
TEL-00000782,VEH-0116,2026-01-05T14:05:00,12.381297,76.544283,0,STOPPED,MAN-000062
TEL-00000783,VEH-0116,2026-01-05T14:14:00,12.382839,76.542655,23,MOVING,MAN-000062
TEL-00000784,VEH-0116,2026-01-05T14:19:00,12.38094,76.546181,29,MOVING,MAN-000062
TEL-00000785,VEH-0116,2026-01-05T14:23:00,12.381297,76.544283,0,STOPPED,MAN-000062
TEL-00000786,VEH-0116,2026-01-05T14:43:00,12.454087,76.582778,20,MOVING,MAN-000062
TEL-00000787,VEH-0116,2026-01-05T15:07:00,12.530041,76.622852,28,MOVING,MAN-000062
TEL-00000788,VEH-0116,2026-01-05T15:29:00,12.602823,76.664583,0,STOPPED,MAN-000062
TEL-00000789,VEH-0116,2026-01-05T15:52:00,12.604416,76.664709,29,MOVING,MAN-000062
TEL-00000790,VEH-0116,2026-01-05T16:11:00,12.601844,76.663245,23,MOVING,MAN-000062
TEL-00000791,VEH-0116,2026-01-05T16:32:00,12.602823,76.664583,0,STOPPED,MAN-000062
TEL-00000792,VEH-0116,2026-01-05T16:58:00,12.544755,76.595264,18,MOVING,MAN-000062
TEL-00000793,VEH-0116,2026-01-05T17:17:00,12.485863,76.527058,37,MOVING,MAN-000062
TEL-00000794,VEH-0116,2026-01-05T17:38:00,12.427274,76.457255,0,STOPPED,MAN-000062
TEL-00000795,VEH-0116,2026-01-05T18:01:00,12.425405,76.45783,33,MOVING,MAN-000062
TEL-00000796,VEH-0116,2026-01-05T18:21:00,12.42881,76.458086,35,MOVING,MAN-000062
TEL-00000797,VEH-0116,2026-01-05T18:44:00,12.427274,76.457255,0,STOPPED,MAN-000062
TEL-00000798,VEH-0116,2026-01-05T18:54:00,12.427274,76.457255,0,DELIVERED,MAN-000062
TEL-00000799,VEH-0117,2026-01-05T12:00:00,13.164086,75.821312,0,IDLE,MAN-000065
TEL-00000800,VEH-0117,2026-01-05T12:14:00,13.195043,75.767608,33,MOVING,MAN-000065
TEL-00000801,VEH-0117,2026-01-05T12:32:00,13.223367,75.714856,22,MOVING,MAN-000065
TEL-00000802,VEH-0117,2026-01-05T12:45:00,13.254894,75.66061,0,STOPPED,MAN-000065
TEL-00000803,VEH-0117,2026-01-05T13:00:00,13.253712,75.661707,29,MOVING,MAN-000065
TEL-00000804,VEH-0117,2026-01-05T13:16:00,13.253445,75.659815,19,MOVING,MAN-000065
TEL-00000805,VEH-0117,2026-01-05T13:31:00,13.254894,75.66061,0,STOPPED,MAN-000065
TEL-00000806,VEH-0117,2026-01-05T13:44:00,13.202547,75.678691,19,MOVING,MAN-000065
TEL-00000807,VEH-0117,2026-01-05T13:59:00,13.146809,75.693619,33,MOVING,MAN-000065
TEL-00000808,VEH-0117,2026-01-05T14:15:00,13.093759,75.710134,0,STOPPED,MAN-000065
TEL-00000809,VEH-0117,2026-01-05T14:30:00,13.093117,75.71006,18,MOVING,MAN-000065
TEL-00000810,VEH-0117,2026-01-05T14:42:00,13.092773,75.710922,26,MOVING,MAN-000065
TEL-00000811,VEH-0117,2026-01-05T15:01:00,13.093759,75.710134,0,STOPPED,MAN-000065
TEL-00000812,VEH-0117,2026-01-05T15:17:00,13.145427,75.721765,21,MOVING,MAN-000065
TEL-00000813,VEH-0117,2026-01-05T15:30:00,13.194231,75.733911,34,MOVING,MAN-000065
TEL-00000814,VEH-0117,2026-01-05T15:41:00,13.244932,75.745123,0,STOPPED,MAN-000065
TEL-00000815,VEH-0117,2026-01-05T15:58:00,13.24481,75.746342,32,MOVING,MAN-000065
TEL-00000816,VEH-0117,2026-01-05T16:10:00,13.24502,75.744425,23,MOVING,MAN-000065
TEL-00000817,VEH-0117,2026-01-05T16:21:00,13.244932,75.745123,0,STOPPED,MAN-000065
TEL-00000818,VEH-0117,2026-01-05T16:34:00,13.24318,75.803856,35,MOVING,MAN-000065
TEL-00000819,VEH-0117,2026-01-05T16:51:00,13.239916,75.863739,37,MOVING,MAN-000065
TEL-00000820,VEH-0117,2026-01-05T17:02:00,13.236037,75.920872,0,STOPPED,MAN-000065
TEL-00000821,VEH-0117,2026-01-05T17:19:00,13.237253,75.922021,35,MOVING,MAN-000065
TEL-00000822,VEH-0117,2026-01-05T17:33:00,13.235752,75.920061,23,MOVING,MAN-000065
TEL-00000823,VEH-0117,2026-01-05T17:43:00,13.236037,75.920872,0,STOPPED,MAN-000065
TEL-00000824,VEH-0117,2026-01-05T18:02:00,13.187172,75.859278,27,MOVING,MAN-000065
TEL-00000825,VEH-0117,2026-01-05T18:20:00,13.140561,75.800515,26,MOVING,MAN-000065
TEL-00000826,VEH-0117,2026-01-05T18:41:00,13.094669,75.741395,0,STOPPED,MAN-000065
TEL-00000827,VEH-0117,2026-01-05T19:00:00,13.09646,75.740395,23,MOVING,MAN-000065
TEL-00000828,VEH-0117,2026-01-05T19:20:00,13.093593,75.742896,18,MOVING,MAN-000065
TEL-00000829,VEH-0117,2026-01-05T19:35:00,13.094669,75.741395,0,STOPPED,MAN-000065
TEL-00000830,VEH-0117,2026-01-05T19:45:00,13.130589,75.754503,20,MOVING,MAN-000065
TEL-00000831,VEH-0117,2026-01-05T19:54:00,13.163946,75.767221,35,MOVING,MAN-000065
TEL-00000832,VEH-0117,2026-01-05T20:03:00,13.1966,75.781412,0,STOPPED,MAN-000065
TEL-00000833,VEH-0117,2026-01-05T20:16:00,13.195741,75.78305,18,MOVING,MAN-000065
TEL-00000834,VEH-0117,2026-01-05T20:21:00,13.196703,75.782187,32,MOVING,MAN-000065
TEL-00000835,VEH-0117,2026-01-05T20:31:00,13.1966,75.781412,0,STOPPED,MAN-000065
TEL-00000836,VEH-0117,2026-01-05T20:41:00,13.1966,75.781412,0,DELIVERED,MAN-000065
TEL-00000837,VEH-0092,2026-01-05T12:00:00,13.164086,75.821312,0,IDLE,MAN-000066
TEL-00000838,VEH-0092,2026-01-05T12:07:00,13.152144,75.845739,27,MOVING,MAN-000066
TEL-00000839,VEH-0092,2026-01-05T12:13:00,13.140278,75.873112,24,MOVING,MAN-000066
TEL-00000840,VEH-0092,2026-01-05T12:22:00,13.125397,75.898039,0,STOPPED,MAN-000066
TEL-00000841,VEH-0092,2026-01-05T12:33:00,13.125839,75.898694,29,MOVING,MAN-000066
TEL-00000842,VEH-0092,2026-01-05T12:40:00,13.126361,75.898245,33,MOVING,MAN-000066
TEL-00000843,VEH-0092,2026-01-05T12:43:00,13.125397,75.898039,0,STOPPED,MAN-000066
TEL-00000844,VEH-0092,2026-01-05T13:00:00,13.123973,75.841545,21,MOVING,MAN-000066
TEL-00000845,VEH-0092,2026-01-05T13:12:00,13.119364,75.780808,30,MOVING,MAN-000066
TEL-00000846,VEH-0092,2026-01-05T13:25:00,13.118593,75.72327,0,STOPPED,MAN-000066
TEL-00000847,VEH-0092,2026-01-05T13:39:00,13.117755,75.725239,34,MOVING,MAN-000066
TEL-00000848,VEH-0092,2026-01-05T13:52:00,13.119117,75.722392,23,MOVING,MAN-000066
TEL-00000849,VEH-0092,2026-01-05T14:07:00,13.118593,75.72327,0,STOPPED,MAN-000066
TEL-00000850,VEH-0092,2026-01-05T14:31:00,13.077904,75.800399,23,MOVING,MAN-000066
TEL-00000851,VEH-0092,2026-01-05T14:53:00,13.037955,75.88119,19,MOVING,MAN-000066
TEL-00000852,VEH-0092,2026-01-05T15:11:00,12.998617,75.957954,0,STOPPED,MAN-000066
TEL-00000853,VEH-0092,2026-01-05T15:37:00,12.998979,75.957018,25,MOVING,MAN-000066
TEL-00000854,VEH-0092,2026-01-05T15:56:00,12.998415,75.958157,33,MOVING,MAN-000066
TEL-00000855,VEH-0092,2026-01-05T16:17:00,12.998617,75.957954,0,STOPPED,MAN-000066
TEL-00000856,VEH-0092,2026-01-05T16:34:00,13.064057,75.948264,21,MOVING,MAN-000066
TEL-00000857,VEH-0092,2026-01-05T16:53:00,13.131333,75.942323,31,MOVING,MAN-000066
TEL-00000858,VEH-0092,2026-01-05T17:06:00,13.195917,75.932657,0,STOPPED,MAN-000066
TEL-00000859,VEH-0092,2026-01-05T17:26:00,13.195734,75.933565,19,MOVING,MAN-000066
TEL-00000860,VEH-0092,2026-01-05T17:41:00,13.197738,75.934442,20,MOVING,MAN-000066
TEL-00000861,VEH-0092,2026-01-05T17:58:00,13.195917,75.932657,0,STOPPED,MAN-000066
TEL-00000862,VEH-0092,2026-01-05T18:15:00,13.20524,75.860532,30,MOVING,MAN-000066
TEL-00000863,VEH-0092,2026-01-05T18:34:00,13.218652,75.788442,36,MOVING,MAN-000066
TEL-00000864,VEH-0092,2026-01-05T18:55:00,13.229214,75.713491,0,STOPPED,MAN-000066
TEL-00000865,VEH-0092,2026-01-05T19:16:00,13.228253,75.713939,29,MOVING,MAN-000066
TEL-00000866,VEH-0092,2026-01-05T19:29:00,13.227779,75.715269,30,MOVING,MAN-000066
TEL-00000867,VEH-0092,2026-01-05T19:50:00,13.229214,75.713491,0,STOPPED,MAN-000066
TEL-00000868,VEH-0092,2026-01-05T20:12:00,13.196898,75.779955,35,MOVING,MAN-000066
TEL-00000869,VEH-0092,2026-01-05T20:26:00,13.165202,75.84311,24,MOVING,MAN-000066
TEL-00000870,VEH-0092,2026-01-05T20:46:00,13.135498,75.908333,0,STOPPED,MAN-000066
TEL-00000871,VEH-0092,2026-01-05T21:08:00,13.13687,75.907093,36,MOVING,MAN-000066
TEL-00000872,VEH-0092,2026-01-05T21:23:00,13.134453,75.909373,29,MOVING,MAN-000066
TEL-00000873,VEH-0092,2026-01-05T21:40:00,13.135498,75.908333,0,STOPPED,MAN-000066
TEL-00000874,VEH-0092,2026-01-05T21:50:00,13.135498,75.908333,0,DELIVERED,MAN-000066
TEL-00000875,VEH-0142,2026-01-05T12:00:00,13.164086,75.821312,0,IDLE,MAN-000068
TEL-00000876,VEH-0142,2026-01-05T12:14:00,13.202321,75.806494,35,MOVING,MAN-000068
TEL-00000877,VEH-0142,2026-01-05T12:24:00,13.24469,75.79065,28,MOVING,MAN-000068
TEL-00000878,VEH-0142,2026-01-05T12:34:00,13.283421,75.775291,0,STOPPED,MAN-000068
TEL-00000879,VEH-0142,2026-01-05T12:44:00,13.283205,75.776671,30,MOVING,MAN-000068
TEL-00000880,VEH-0142,2026-01-05T12:56:00,13.282482,75.773766,26,MOVING,MAN-000068
TEL-00000881,VEH-0142,2026-01-05T13:08:00,13.283421,75.775291,0,STOPPED,MAN-000068
TEL-00000882,VEH-0142,2026-01-05T13:26:00,13.237242,75.742221,27,MOVING,MAN-000068
TEL-00000883,VEH-0142,2026-01-05T13:37:00,13.191446,75.708718,35,MOVING,MAN-000068
TEL-00000884,VEH-0142,2026-01-05T13:53:00,13.148447,75.675344,0,STOPPED,MAN-000068
TEL-00000885,VEH-0142,2026-01-05T14:11:00,13.149108,75.674808,27,MOVING,MAN-000068
TEL-00000886,VEH-0142,2026-01-05T14:22:00,13.148806,75.673468,37,MOVING,MAN-000068
TEL-00000887,VEH-0142,2026-01-05T14:35:00,13.148447,75.675344,0,STOPPED,MAN-000068
TEL-00000888,VEH-0142,2026-01-05T14:53:00,13.121724,75.742394,22,MOVING,MAN-000068
TEL-00000889,VEH-0142,2026-01-05T15:12:00,13.097481,75.812211,29,MOVING,MAN-000068
TEL-00000890,VEH-0142,2026-01-05T15:31:00,13.073833,75.878258,0,STOPPED,MAN-000068
TEL-00000891,VEH-0142,2026-01-05T15:50:00,13.074318,75.879921,25,MOVING,MAN-000068
TEL-00000892,VEH-0142,2026-01-05T16:06:00,13.075773,75.877904,31,MOVING,MAN-000068
TEL-00000893,VEH-0142,2026-01-05T16:23:00,13.073833,75.878258,0,STOPPED,MAN-000068
TEL-00000894,VEH-0142,2026-01-05T16:43:00,13.104779,75.80688,31,MOVING,MAN-000068
TEL-00000895,VEH-0142,2026-01-05T17:05:00,13.133074,75.733447,28,MOVING,MAN-000068
TEL-00000896,VEH-0142,2026-01-05T17:23:00,13.161475,75.658826,0,STOPPED,MAN-000068
TEL-00000897,VEH-0142,2026-01-05T17:43:00,13.162889,75.6604,20,MOVING,MAN-000068
TEL-00000898,VEH-0142,2026-01-05T18:00:00,13.159786,75.660518,32,MOVING,MAN-000068
TEL-00000899,VEH-0142,2026-01-05T18:19:00,13.161475,75.658826,0,STOPPED,MAN-000068
TEL-00000900,VEH-0142,2026-01-05T18:42:00,13.213263,75.725591,30,MOVING,MAN-000068
TEL-00000901,VEH-0142,2026-01-05T19:02:00,13.264491,75.792857,30,MOVING,MAN-000068
TEL-00000902,VEH-0142,2026-01-05T19:21:00,13.314624,75.860998,0,STOPPED,MAN-000068
TEL-00000903,VEH-0142,2026-01-05T19:42:00,13.313858,75.859545,35,MOVING,MAN-000068
TEL-00000904,VEH-0142,2026-01-05T20:06:00,13.314789,75.861025,33,MOVING,MAN-000068
TEL-00000905,VEH-0142,2026-01-05T20:24:00,13.314624,75.860998,0,STOPPED,MAN-000068
TEL-00000906,VEH-0142,2026-01-05T20:44:00,13.258835,75.905022,33,MOVING,MAN-000068
TEL-00000907,VEH-0142,2026-01-05T20:58:00,13.205211,75.949319,27,MOVING,MAN-000068
TEL-00000908,VEH-0142,2026-01-05T21:19:00,13.152817,75.996131,0,STOPPED,MAN-000068
TEL-00000909,VEH-0142,2026-01-05T21:37:00,13.153722,75.995762,31,MOVING,MAN-000068
TEL-00000910,VEH-0142,2026-01-05T21:58:00,13.152117,75.995075,35,MOVING,MAN-000068
TEL-00000911,VEH-0142,2026-01-05T22:11:00,13.152817,75.996131,0,STOPPED,MAN-000068
TEL-00000912,VEH-0142,2026-01-05T22:21:00,13.152817,75.996131,0,DELIVERED,MAN-000068
TEL-00000913,VEH-0093,2026-01-05T12:00:00,13.657366,75.759563,0,IDLE,MAN-000071
TEL-00000914,VEH-0093,2026-01-05T12:17:00,13.712608,75.714363,36,MOVING,MAN-000071
TEL-00000915,VEH-0093,2026-01-05T12:34:00,13.766043,75.666624,31,MOVING,MAN-000071
TEL-00000916,VEH-0093,2026-01-05T12:52:00,13.818415,75.621833,0,STOPPED,MAN-000071
TEL-00000917,VEH-0093,2026-01-05T13:09:00,13.819413,75.620034,30,MOVING,MAN-000071
TEL-00000918,VEH-0093,2026-01-05T13:26:00,13.81724,75.620447,25,MOVING,MAN-000071
TEL-00000919,VEH-0093,2026-01-05T13:44:00,13.818415,75.621833,0,STOPPED,MAN-000071
TEL-00000920,VEH-0093,2026-01-05T14:02:00,13.763714,75.678436,33,MOVING,MAN-000071
TEL-00000921,VEH-0093,2026-01-05T14:25:00,13.707726,75.735286,31,MOVING,MAN-000071
TEL-00000922,VEH-0093,2026-01-05T14:44:00,13.654962,75.790071,0,STOPPED,MAN-000071
TEL-00000923,VEH-0093,2026-01-05T15:02:00,13.655085,75.790511,23,MOVING,MAN-000071
TEL-00000924,VEH-0093,2026-01-05T15:21:00,13.653344,75.791578,34,MOVING,MAN-000071
TEL-00000925,VEH-0093,2026-01-05T15:41:00,13.654962,75.790071,0,STOPPED,MAN-000071
TEL-00000926,VEH-0093,2026-01-05T15:55:00,13.708534,75.811245,26,MOVING,MAN-000071
TEL-00000927,VEH-0093,2026-01-05T16:09:00,13.764883,75.828691,26,MOVING,MAN-000071
TEL-00000928,VEH-0093,2026-01-05T16:26:00,13.821389,75.850761,0,STOPPED,MAN-000071
TEL-00000929,VEH-0093,2026-01-05T16:43:00,13.820965,75.850121,33,MOVING,MAN-000071
TEL-00000930,VEH-0093,2026-01-05T16:55:00,13.821345,75.849782,21,MOVING,MAN-000071
TEL-00000931,VEH-0093,2026-01-05T17:12:00,13.821389,75.850761,0,STOPPED,MAN-000071
TEL-00000932,VEH-0093,2026-01-05T17:36:00,13.728148,75.858998,22,MOVING,MAN-000071
TEL-00000933,VEH-0093,2026-01-05T17:59:00,13.636146,75.866965,22,MOVING,MAN-000071
TEL-00000934,VEH-0093,2026-01-05T18:23:00,13.546403,75.874343,0,STOPPED,MAN-000071
TEL-00000935,VEH-0093,2026-01-05T18:45:00,13.545448,75.875234,37,MOVING,MAN-000071
TEL-00000936,VEH-0093,2026-01-05T19:09:00,13.546714,75.874724,24,MOVING,MAN-000071
TEL-00000937,VEH-0093,2026-01-05T19:32:00,13.546403,75.874343,0,STOPPED,MAN-000071
TEL-00000938,VEH-0093,2026-01-05T19:43:00,13.588671,75.870064,34,MOVING,MAN-000071
TEL-00000939,VEH-0093,2026-01-05T19:54:00,13.629438,75.867357,30,MOVING,MAN-000071
TEL-00000940,VEH-0093,2026-01-05T20:02:00,13.670001,75.862045,0,STOPPED,MAN-000071
TEL-00000941,VEH-0093,2026-01-05T20:13:00,13.668841,75.862326,29,MOVING,MAN-000071
TEL-00000942,VEH-0093,2026-01-05T20:22:00,13.670488,75.860554,34,MOVING,MAN-000071
TEL-00000943,VEH-0093,2026-01-05T20:36:00,13.670001,75.862045,0,STOPPED,MAN-000071
TEL-00000944,VEH-0093,2026-01-05T20:45:00,13.63348,75.857351,29,MOVING,MAN-000071
TEL-00000945,VEH-0093,2026-01-05T20:54:00,13.600346,75.852984,24,MOVING,MAN-000071
TEL-00000946,VEH-0093,2026-01-05T21:07:00,13.562725,75.84845,0,STOPPED,MAN-000071
TEL-00000947,VEH-0093,2026-01-05T21:18:00,13.564618,75.849909,27,MOVING,MAN-000071
TEL-00000948,VEH-0093,2026-01-05T21:29:00,13.562464,75.848964,36,MOVING,MAN-000071
TEL-00000949,VEH-0093,2026-01-05T21:37:00,13.562725,75.84845,0,STOPPED,MAN-000071
TEL-00000950,VEH-0093,2026-01-05T21:47:00,13.562725,75.84845,0,DELIVERED,MAN-000071
TEL-00000951,VEH-0019,2026-01-05T12:00:00,12.883141,77.795168,0,IDLE,MAN-000073
TEL-00000952,VEH-0019,2026-01-05T12:04:00,12.87276,77.785048,24,MOVING,MAN-000073
TEL-00000953,VEH-0019,2026-01-05T12:11:00,12.863062,77.77389,31,MOVING,MAN-000073
TEL-00000954,VEH-0019,2026-01-05T12:10:00,12.853278,77.763,0,STOPPED,MAN-000073
TEL-00000955,VEH-0019,2026-01-05T12:17:00,12.852745,77.764639,33,MOVING,MAN-000073
TEL-00000956,VEH-0019,2026-01-05T12:21:00,12.851352,77.764819,24,MOVING,MAN-000073
TEL-00000957,VEH-0019,2026-01-05T12:22:00,12.853278,77.763,0,STOPPED,MAN-000073
TEL-00000958,VEH-0019,2026-01-05T12:26:00,12.845714,77.750391,19,MOVING,MAN-000073
TEL-00000959,VEH-0019,2026-01-05T12:28:00,12.839543,77.735469,22,MOVING,MAN-000073
TEL-00000960,VEH-0019,2026-01-05T12:35:00,12.834494,77.723364,0,STOPPED,MAN-000073
TEL-00000961,VEH-0019,2026-01-05T12:40:00,12.834095,77.722604,28,MOVING,MAN-000073
TEL-00000962,VEH-0019,2026-01-05T12:43:00,12.836325,77.723904,25,MOVING,MAN-000073
TEL-00000963,VEH-0019,2026-01-05T12:45:00,12.834494,77.723364,0,STOPPED,MAN-000073
TEL-00000964,VEH-0019,2026-01-05T13:10:00,12.883408,77.793802,32,MOVING,MAN-000073
TEL-00000965,VEH-0019,2026-01-05T13:26:00,12.933636,77.869015,24,MOVING,MAN-000073
TEL-00000966,VEH-0019,2026-01-05T13:49:00,12.982294,77.939703,0,STOPPED,MAN-000073
TEL-00000967,VEH-0019,2026-01-05T14:14:00,12.983148,77.937837,31,MOVING,MAN-000073
TEL-00000968,VEH-0019,2026-01-05T14:33:00,12.981111,77.938055,27,MOVING,MAN-000073
TEL-00000969,VEH-0019,2026-01-05T14:56:00,12.982294,77.939703,0,STOPPED,MAN-000073
TEL-00000970,VEH-0019,2026-01-05T15:24:00,12.906868,77.862241,33,MOVING,MAN-000073
TEL-00000971,VEH-0019,2026-01-05T15:49:00,12.827485,77.780028,27,MOVING,MAN-000073
TEL-00000972,VEH-0019,2026-01-05T16:15:00,12.752123,77.701706,0,STOPPED,MAN-000073
TEL-00000973,VEH-0019,2026-01-05T16:45:00,12.752184,77.700914,19,MOVING,MAN-000073
TEL-00000974,VEH-0019,2026-01-05T17:10:00,12.752811,77.701299,26,MOVING,MAN-000073
TEL-00000975,VEH-0019,2026-01-05T17:36:00,12.752123,77.701706,0,STOPPED,MAN-000073
TEL-00000976,VEH-0019,2026-01-05T18:00:00,12.850287,77.693848,18,MOVING,MAN-000073
TEL-00000977,VEH-0019,2026-01-05T18:28:00,12.949938,77.687846,36,MOVING,MAN-000073
TEL-00000978,VEH-0019,2026-01-05T18:53:00,13.046713,77.683643,0,STOPPED,MAN-000073
TEL-00000979,VEH-0019,2026-01-05T19:17:00,13.045096,77.684692,21,MOVING,MAN-000073
TEL-00000980,VEH-0019,2026-01-05T19:46:00,13.048602,77.683334,33,MOVING,MAN-000073
TEL-00000981,VEH-0019,2026-01-05T20:08:00,13.046713,77.683643,0,STOPPED,MAN-000073
TEL-00000982,VEH-0019,2026-01-05T20:28:00,12.971935,77.679995,35,MOVING,MAN-000073
TEL-00000983,VEH-0019,2026-01-05T20:44:00,12.901782,77.675925,35,MOVING,MAN-000073
TEL-00000984,VEH-0019,2026-01-05T21:03:00,12.828111,77.67288,0,STOPPED,MAN-000073
TEL-00000985,VEH-0019,2026-01-05T21:20:00,12.827861,77.673158,35,MOVING,MAN-000073
TEL-00000986,VEH-0019,2026-01-05T21:40:00,12.829355,77.672738,24,MOVING,MAN-000073
TEL-00000987,VEH-0019,2026-01-05T21:59:00,12.828111,77.67288,0,STOPPED,MAN-000073
TEL-00000988,VEH-0019,2026-01-05T22:09:00,12.828111,77.67288,0,DELIVERED,MAN-000073
TEL-00000989,VEH-0019,2026-01-05T12:00:00,12.883141,77.795168,0,IDLE,MAN-000074
TEL-00000990,VEH-0019,2026-01-05T12:08:00,12.89285,77.822962,24,MOVING,MAN-000074
TEL-00000991,VEH-0019,2026-01-05T12:17:00,12.907016,77.846854,28,MOVING,MAN-000074
TEL-00000992,VEH-0019,2026-01-05T12:25:00,12.917298,77.875446,0,STOPPED,MAN-000074
TEL-00000993,VEH-0019,2026-01-05T12:34:00,12.917733,77.876198,24,MOVING,MAN-000074
TEL-00000994,VEH-0019,2026-01-05T12:41:00,12.919078,77.875987,37,MOVING,MAN-000074
TEL-00000995,VEH-0019,2026-01-05T12:45:00,12.917298,77.875446,0,STOPPED,MAN-000074
TEL-00000996,VEH-0019,2026-01-05T13:00:00,12.957284,77.898733,29,MOVING,MAN-000074
TEL-00000997,VEH-0019,2026-01-05T13:08:00,12.994411,77.920286,31,MOVING,MAN-000074
TEL-00000998,VEH-0019,2026-01-05T13:21:00,13.032,77.940773,0,STOPPED,MAN-000074
TEL-00000999,VEH-0019,2026-01-05T13:32:00,13.031026,77.941569,29,MOVING,MAN-000074
TEL-00001000,VEH-0019,2026-01-05T13:46:00,13.031382,77.941134,29,MOVING,MAN-000074
TEL-00001001,VEH-0019,2026-01-05T13:54:00,13.032,77.940773,0,STOPPED,MAN-000074
TEL-00001002,VEH-0019,2026-01-05T14:04:00,13.017062,77.922749,29,MOVING,MAN-000074
TEL-00001003,VEH-0019,2026-01-05T14:05:00,13.004278,77.904967,27,MOVING,MAN-000074
TEL-00001004,VEH-0019,2026-01-05T14:10:00,12.991743,77.886312,0,STOPPED,MAN-000074
TEL-00001005,VEH-0019,2026-01-05T14:16:00,12.990656,77.885199,25,MOVING,MAN-000074
TEL-00001006,VEH-0019,2026-01-05T14:24:00,12.991255,77.885439,26,MOVING,MAN-000074
TEL-00001007,VEH-0019,2026-01-05T14:28:00,12.991743,77.886312,0,STOPPED,MAN-000074
TEL-00001008,VEH-0019,2026-01-05T14:54:00,12.904641,77.848786,25,MOVING,MAN-000074
TEL-00001009,VEH-0019,2026-01-05T15:15:00,12.821137,77.814046,36,MOVING,MAN-000074
TEL-00001010,VEH-0019,2026-01-05T15:41:00,12.734986,77.775407,0,STOPPED,MAN-000074
TEL-00001011,VEH-0019,2026-01-05T16:05:00,12.734006,77.775333,22,MOVING,MAN-000074
TEL-00001012,VEH-0019,2026-01-05T16:28:00,12.733305,77.77471,29,MOVING,MAN-000074
TEL-00001013,VEH-0019,2026-01-05T16:50:00,12.734986,77.775407,0,STOPPED,MAN-000074
TEL-00001014,VEH-0019,2026-01-05T17:07:00,12.799189,77.81162,18,MOVING,MAN-000074
TEL-00001015,VEH-0019,2026-01-05T17:28:00,12.861215,77.8474,24,MOVING,MAN-000074
