allocation_id,cycle,fps_id,commodity,requested_kg,allocated_kg,warehouse_id,status,source,approved_by,approved_at
ALLOC-0000572,2026-01,FPS-0286,WHEAT,141,141,WH-011,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000573,2026-01,FPS-0287,RICE,276,276,WH-012,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000574,2026-01,FPS-0287,WHEAT,184,184,WH-012,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000575,2026-01,FPS-0288,RICE,141,141,WH-013,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000576,2026-01,FPS-0288,WHEAT,137,137,WH-013,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000577,2026-01,FPS-0289,RICE,125,125,WH-014,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000578,2026-01,FPS-0289,WHEAT,114,114,WH-014,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000579,2026-01,FPS-0290,RICE,163,163,WH-015,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000580,2026-01,FPS-0290,WHEAT,145,145,WH-015,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000581,2026-01,FPS-0291,RICE,182,182,WH-016,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000582,2026-01,FPS-0291,WHEAT,142,142,WH-016,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000583,2026-01,FPS-0292,RICE,200,200,WH-017,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000584,2026-01,FPS-0292,WHEAT,136,136,WH-017,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000585,2026-01,FPS-0293,RICE,143,143,WH-018,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000586,2026-01,FPS-0293,WHEAT,117,117,WH-018,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000587,2026-01,FPS-0294,RICE,146,146,WH-019,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000588,2026-01,FPS-0294,WHEAT,117,117,WH-019,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000589,2026-01,FPS-0295,RICE,153,153,WH-020,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000590,2026-01,FPS-0295,WHEAT,126,126,WH-020,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000591,2026-01,FPS-0296,RICE,135,135,WH-021,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000592,2026-01,FPS-0296,WHEAT,110,110,WH-021,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000593,2026-01,FPS-0297,RICE,159,159,WH-022,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000594,2026-01,FPS-0297,WHEAT,137,137,WH-022,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000595,2026-01,FPS-0298,RICE,145,145,WH-023,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000596,2026-01,FPS-0298,WHEAT,128,128,WH-023,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000597,2026-01,FPS-0299,RICE,148,148,WH-024,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000598,2026-01,FPS-0299,WHEAT,131,131,WH-024,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000599,2026-01,FPS-0300,RICE,160,160,WH-025,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000600,2026-01,FPS-0300,WHEAT,129,129,WH-025,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000601,2026-01,FPS-0301,RICE,177,177,WH-001,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000602,2026-01,FPS-0301,WHEAT,149,149,WH-001,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000603,2026-01,FPS-0302,RICE,164,164,WH-002,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000604,2026-01,FPS-0302,WHEAT,142,142,WH-002,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000605,2026-01,FPS-0303,RICE,137,137,WH-003,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000606,2026-01,FPS-0303,WHEAT,124,124,WH-003,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000607,2026-01,FPS-0304,RICE,177,177,WH-004,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000608,2026-01,FPS-0304,WHEAT,142,142,WH-004,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000609,2026-01,FPS-0305,RICE,190,190,WH-005,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000610,2026-01,FPS-0305,WHEAT,153,153,WH-005,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000611,2026-01,FPS-0306,RICE,124,124,WH-006,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000612,2026-01,FPS-0306,WHEAT,111,111,WH-006,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000613,2026-01,FPS-0307,RICE,184,184,WH-007,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000614,2026-01,FPS-0307,WHEAT,140,140,WH-007,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000615,2026-01,FPS-0308,RICE,194,194,WH-008,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000616,2026-01,FPS-0308,WHEAT,155,155,WH-008,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000617,2026-01,FPS-0309,RICE,201,201,WH-009,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000618,2026-01,FPS-0309,WHEAT,155,155,WH-009,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000619,2026-01,FPS-0310,RICE,141,141,WH-010,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000620,2026-01,FPS-0310,WHEAT,124,124,WH-010,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000621,2026-01,FPS-0311,RICE,221,221,WH-011,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000622,2026-01,FPS-0311,WHEAT,158,158,WH-011,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000623,2026-01,FPS-0312,RICE,226,226,WH-012,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000624,2026-01,FPS-0312,WHEAT,161,161,WH-012,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000625,2026-01,FPS-0313,RICE,158,158,WH-013,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000626,2026-01,FPS-0313,WHEAT,146,146,WH-013,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000627,2026-01,FPS-0314,RICE,186,186,WH-014,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000628,2026-01,FPS-0314,WHEAT,142,142,WH-014,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000629,2026-01,FPS-0315,RICE,186,186,WH-015,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000630,2026-01,FPS-0315,WHEAT,146,146,WH-015,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000631,2026-01,FPS-0316,RICE,141,141,WH-016,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000632,2026-01,FPS-0316,WHEAT,124,124,WH-016,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000633,2026-01,FPS-0317,RICE,168,168,WH-017,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000634,2026-01,FPS-0317,WHEAT,143,143,WH-017,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000635,2026-01,FPS-0318,RICE,162,162,WH-018,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000636,2026-01,FPS-0318,WHEAT,139,139,WH-018,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000637,2026-01,FPS-0319,RICE,143,143,WH-019,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000638,2026-01,FPS-0319,WHEAT,124,124,WH-019,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000639,2026-01,FPS-0320,RICE,119,119,WH-020,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000640,2026-01,FPS-0320,WHEAT,110,110,WH-020,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000641,2026-01,FPS-0321,RICE,226,226,WH-021,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000642,2026-01,FPS-0321,WHEAT,156,156,WH-021,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000643,2026-01,FPS-0322,RICE,175,175,WH-022,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000644,2026-01,FPS-0322,WHEAT,141,141,WH-022,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000645,2026-01,FPS-0323,RICE,172,172,WH-023,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000646,2026-01,FPS-0323,WHEAT,158,158,WH-023,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000647,2026-01,FPS-0324,RICE,144,144,WH-024,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000648,2026-01,FPS-0324,WHEAT,127,127,WH-024,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000649,2026-01,FPS-0325,RICE,189,189,WH-025,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000650,2026-01,FPS-0325,WHEAT,158,158,WH-025,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000651,2026-01,FPS-0326,RICE,158,158,WH-001,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000652,2026-01,FPS-0326,WHEAT,129,129,WH-001,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000653,2026-01,FPS-0327,RICE,184,184,WH-002,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000654,2026-01,FPS-0327,WHEAT,140,140,WH-002,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000655,2026-01,FPS-0328,RICE,185,185,WH-003,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000656,2026-01,FPS-0328,WHEAT,154,154,WH-003,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000657,2026-01,FPS-0329,RICE,146,146,WH-004,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000658,2026-01,FPS-0329,WHEAT,115,115,WH-004,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000659,2026-01,FPS-0330,RICE,200,200,WH-005,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000660,2026-01,FPS-0330,WHEAT,153,153,WH-005,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000661,2026-01,FPS-0331,RICE,149,149,WH-006,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000662,2026-01,FPS-0331,WHEAT,127,127,WH-006,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000663,2026-01,FPS-0332,RICE,198,198,WH-007,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000664,2026-01,FPS-0332,WHEAT,158,158,WH-007,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000665,2026-01,FPS-0333,RICE,312,312,WH-008,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000666,2026-01,FPS-0333,WHEAT,200,200,WH-008,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000667,2026-01,FPS-0334,RICE,153,153,WH-009,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000668,2026-01,FPS-0334,WHEAT,128,128,WH-009,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000669,2026-01,FPS-0335,RICE,234,234,WH-010,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000670,2026-01,FPS-0335,WHEAT,163,163,WH-010,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000671,2026-01,FPS-0336,RICE,208,208,WH-011,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000672,2026-01,FPS-0336,WHEAT,159,159,WH-011,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000673,2026-01,FPS-0337,RICE,148,148,WH-012,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000674,2026-01,FPS-0337,WHEAT,138,138,WH-012,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000675,2026-01,FPS-0338,RICE,161,161,WH-013,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000676,2026-01,FPS-0338,WHEAT,140,140,WH-013,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000677,2026-01,FPS-0339,RICE,146,146,WH-014,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000678,2026-01,FPS-0339,WHEAT,138,138,WH-014,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000679,2026-01,FPS-0340,RICE,133,133,WH-015,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000680,2026-01,FPS-0340,WHEAT,116,116,WH-015,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000681,2026-01,FPS-0341,RICE,136,136,WH-016,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000682,2026-01,FPS-0341,WHEAT,121,121,WH-016,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000683,2026-01,FPS-0342,RICE,133,133,WH-017,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000684,2026-01,FPS-0342,WHEAT,132,132,WH-017,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000685,2026-01,FPS-0343,RICE,143,143,WH-018,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000686,2026-01,FPS-0343,WHEAT,126,126,WH-018,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000687,2026-01,FPS-0344,RICE,178,178,WH-019,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000688,2026-01,FPS-0344,WHEAT,147,147,WH-019,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000689,2026-01,FPS-0345,RICE,168,168,WH-020,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000690,2026-01,FPS-0345,WHEAT,132,132,WH-020,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000691,2026-01,FPS-0346,RICE,183,183,WH-021,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000692,2026-01,FPS-0346,WHEAT,138,138,WH-021,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000693,2026-01,FPS-0347,RICE,265,265,WH-022,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000694,2026-01,FPS-0347,WHEAT,177,177,WH-022,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000695,2026-01,FPS-0348,RICE,176,176,WH-023,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000696,2026-01,FPS-0348,WHEAT,139,139,WH-023,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000697,2026-01,FPS-0349,RICE,176,176,WH-024,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000698,2026-01,FPS-0349,WHEAT,143,143,WH-024,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000699,2026-01,FPS-0350,RICE,187,187,WH-025,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000700,2026-01,FPS-0350,WHEAT,142,142,WH-025,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000701,2026-01,FPS-0351,RICE,111,111,WH-001,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000702,2026-01,FPS-0351,WHEAT,116,116,WH-001,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000703,2026-01,FPS-0352,RICE,187,187,WH-002,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000704,2026-01,FPS-0352,WHEAT,145,145,WH-002,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000705,2026-01,FPS-0353,RICE,143,143,WH-003,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000706,2026-01,FPS-0353,WHEAT,125,125,WH-003,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000707,2026-01,FPS-0354,RICE,184,184,WH-004,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000708,2026-01,FPS-0354,WHEAT,142,142,WH-004,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000709,2026-01,FPS-0355,RICE,157,157,WH-005,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000710,2026-01,FPS-0355,WHEAT,135,135,WH-005,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000711,2026-01,FPS-0356,RICE,147,147,WH-006,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000712,2026-01,FPS-0356,WHEAT,130,130,WH-006,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000713,2026-01,FPS-0357,RICE,172,172,WH-007,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000714,2026-01,FPS-0357,WHEAT,133,133,WH-007,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000715,2026-01,FPS-0358,RICE,185,185,WH-008,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000716,2026-01,FPS-0358,WHEAT,137,137,WH-008,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000717,2026-01,FPS-0359,RICE,242,242,WH-009,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000718,2026-01,FPS-0359,WHEAT,166,166,WH-009,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000719,2026-01,FPS-0360,RICE,150,150,WH-010,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000720,2026-01,FPS-0360,WHEAT,133,133,WH-010,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000721,2026-01,FPS-0361,RICE,151,151,WH-011,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000722,2026-01,FPS-0361,WHEAT,128,128,WH-011,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000723,2026-01,FPS-0362,RICE,144,144,WH-012,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000724,2026-01,FPS-0362,WHEAT,131,131,WH-012,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000725,2026-01,FPS-0363,RICE,149,149,WH-013,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000726,2026-01,FPS-0363,WHEAT,128,128,WH-013,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000727,2026-01,FPS-0364,RICE,189,189,WH-014,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000728,2026-01,FPS-0364,WHEAT,152,152,WH-014,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000729,2026-01,FPS-0365,RICE,163,163,WH-015,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000730,2026-01,FPS-0365,WHEAT,141,141,WH-015,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000731,2026-01,FPS-0366,RICE,151,151,WH-016,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000732,2026-01,FPS-0366,WHEAT,124,124,WH-016,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000733,2026-01,FPS-0367,RICE,149,149,WH-017,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000734,2026-01,FPS-0367,WHEAT,140,140,WH-017,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000735,2026-01,FPS-0368,RICE,149,149,WH-018,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000736,2026-01,FPS-0368,WHEAT,130,130,WH-018,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000737,2026-01,FPS-0369,RICE,164,164,WH-019,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000738,2026-01,FPS-0369,WHEAT,142,142,WH-019,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000739,2026-01,FPS-0370,RICE,171,171,WH-020,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000740,2026-01,FPS-0370,WHEAT,135,135,WH-020,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000741,2026-01,FPS-0371,RICE,146,146,WH-021,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000742,2026-01,FPS-0371,WHEAT,126,126,WH-021,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000743,2026-01,FPS-0372,RICE,136,136,WH-022,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000744,2026-01,FPS-0372,WHEAT,117,117,WH-022,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000745,2026-01,FPS-0373,RICE,155,155,WH-023,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000746,2026-01,FPS-0373,WHEAT,130,130,WH-023,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000747,2026-01,FPS-0374,RICE,143,143,WH-024,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000748,2026-01,FPS-0374,WHEAT,137,137,WH-024,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000749,2026-01,FPS-0375,RICE,206,206,WH-025,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000750,2026-01,FPS-0375,WHEAT,179,179,WH-025,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000751,2026-01,FPS-0376,RICE,142,142,WH-001,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000752,2026-01,FPS-0376,WHEAT,129,129,WH-001,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000753,2026-01,FPS-0377,RICE,172,172,WH-002,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000754,2026-01,FPS-0377,WHEAT,143,143,WH-002,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000755,2026-01,FPS-0378,RICE,227,227,WH-003,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000756,2026-01,FPS-0378,WHEAT,164,164,WH-003,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000757,2026-01,FPS-0379,RICE,143,143,WH-004,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000758,2026-01,FPS-0379,WHEAT,121,121,WH-004,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000759,2026-01,FPS-0380,RICE,195,195,WH-005,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000760,2026-01,FPS-0380,WHEAT,148,148,WH-005,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000761,2026-01,FPS-0381,RICE,149,149,WH-006,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000762,2026-01,FPS-0381,WHEAT,128,128,WH-006,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000763,2026-01,FPS-0382,RICE,119,119,WH-007,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000764,2026-01,FPS-0382,WHEAT,108,108,WH-007,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000765,2026-01,FPS-0383,RICE,127,127,WH-008,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000766,2026-01,FPS-0383,WHEAT,123,123,WH-008,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000767,2026-01,FPS-0384,RICE,193,193,WH-009,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000768,2026-01,FPS-0384,WHEAT,143,143,WH-009,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000769,2026-01,FPS-0385,RICE,230,230,WH-010,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000770,2026-01,FPS-0385,WHEAT,160,160,WH-010,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000771,2026-01,FPS-0386,RICE,185,185,WH-011,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000772,2026-01,FPS-0386,WHEAT,164,164,WH-011,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
ALLOC-0000773,2026-01,FPS-0387,RICE,290,290,WH-012,APPROVED,SYSTEM,OFF-00001,2025-12-29T11:00:00
