forecast_id,fps_id,cycle,commodity,baseline_demand_kg,intent_demand_kg,forecast_demand_kg,model_version,prediction_generated_at,training_dataset_version,prediction_horizon
FC-0000689,FPS-0345,2026-01,RICE,206,129,165,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000690,FPS-0345,2026-01,WHEAT,200,84,134,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000691,FPS-0346,2026-01,RICE,210,156,190,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000692,FPS-0346,2026-01,WHEAT,200,99,144,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000693,FPS-0347,2026-01,RICE,287,223,255,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000694,FPS-0347,2026-01,WHEAT,213,152,186,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000695,FPS-0348,2026-01,RICE,228,140,183,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000696,FPS-0348,2026-01,WHEAT,200,102,145,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000697,FPS-0349,2026-01,RICE,200,151,177,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000698,FPS-0349,2026-01,WHEAT,200,100,142,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000699,FPS-0350,2026-01,RICE,233,136,184,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000700,FPS-0350,2026-01,WHEAT,200,94,145,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000701,FPS-0351,2026-01,RICE,200,42,111,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000702,FPS-0351,2026-01,WHEAT,200,31,112,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000703,FPS-0352,2026-01,RICE,222,161,185,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000704,FPS-0352,2026-01,WHEAT,200,103,146,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000705,FPS-0353,2026-01,RICE,200,98,148,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000706,FPS-0353,2026-01,WHEAT,200,65,132,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000707,FPS-0354,2026-01,RICE,205,152,182,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000708,FPS-0354,2026-01,WHEAT,180,96,141,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000709,FPS-0355,2026-01,RICE,215,127,164,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000710,FPS-0355,2026-01,WHEAT,200,83,136,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000711,FPS-0356,2026-01,RICE,200,106,152,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000712,FPS-0356,2026-01,WHEAT,200,77,130,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000713,FPS-0357,2026-01,RICE,219,138,178,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000714,FPS-0357,2026-01,WHEAT,200,88,136,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000715,FPS-0358,2026-01,RICE,200,157,177,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000716,FPS-0358,2026-01,WHEAT,200,94,144,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000717,FPS-0359,2026-01,RICE,320,166,245,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000718,FPS-0359,2026-01,WHEAT,217,117,166,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000719,FPS-0360,2026-01,RICE,200,101,147,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000720,FPS-0360,2026-01,WHEAT,200,70,134,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000721,FPS-0361,2026-01,RICE,200,86,145,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000722,FPS-0361,2026-01,WHEAT,200,61,125,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000723,FPS-0362,2026-01,RICE,200,110,151,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000724,FPS-0362,2026-01,WHEAT,200,70,131,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000725,FPS-0363,2026-01,RICE,200,111,152,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000726,FPS-0363,2026-01,WHEAT,200,76,135,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000727,FPS-0364,2026-01,RICE,213,154,191,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000728,FPS-0364,2026-01,WHEAT,200,104,146,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000729,FPS-0365,2026-01,RICE,200,127,158,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000730,FPS-0365,2026-01,WHEAT,200,91,143,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000731,FPS-0366,2026-01,RICE,212,106,151,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000732,FPS-0366,2026-01,WHEAT,200,71,130,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000733,FPS-0367,2026-01,RICE,180,125,149,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000734,FPS-0367,2026-01,WHEAT,200,87,143,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000735,FPS-0368,2026-01,RICE,221,79,147,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000736,FPS-0368,2026-01,WHEAT,200,56,127,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000737,FPS-0369,2026-01,RICE,201,120,157,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000738,FPS-0369,2026-01,WHEAT,200,83,143,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000739,FPS-0370,2026-01,RICE,204,131,169,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000740,FPS-0370,2026-01,WHEAT,200,85,142,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000741,FPS-0371,2026-01,RICE,200,108,154,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000742,FPS-0371,2026-01,WHEAT,200,76,130,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000743,FPS-0372,2026-01,RICE,200,68,133,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000744,FPS-0372,2026-01,WHEAT,200,49,123,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000745,FPS-0373,2026-01,RICE,213,103,151,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000746,FPS-0373,2026-01,WHEAT,200,68,131,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000747,FPS-0374,2026-01,RICE,200,102,144,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000748,FPS-0374,2026-01,WHEAT,200,77,134,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000749,FPS-0375,2026-01,RICE,211,209,210,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000750,FPS-0375,2026-01,WHEAT,200,134,173,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000751,FPS-0376,2026-01,RICE,215,91,148,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000752,FPS-0376,2026-01,WHEAT,200,55,124,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000753,FPS-0377,2026-01,RICE,202,119,165,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000754,FPS-0377,2026-01,WHEAT,200,84,140,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000755,FPS-0378,2026-01,RICE,268,205,239,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000756,FPS-0378,2026-01,WHEAT,206,135,171,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000757,FPS-0379,2026-01,RICE,200,86,145,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000758,FPS-0379,2026-01,WHEAT,200,54,119,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000759,FPS-0380,2026-01,RICE,237,178,203,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000760,FPS-0380,2026-01,WHEAT,180,114,148,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000761,FPS-0381,2026-01,RICE,202,93,147,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000762,FPS-0381,2026-01,WHEAT,200,64,132,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000763,FPS-0382,2026-01,RICE,200,54,122,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000764,FPS-0382,2026-01,WHEAT,200,34,112,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000765,FPS-0383,2026-01,RICE,200,64,131,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000766,FPS-0383,2026-01,WHEAT,200,43,118,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000767,FPS-0384,2026-01,RICE,263,125,196,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000768,FPS-0384,2026-01,WHEAT,202,88,141,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000769,FPS-0385,2026-01,RICE,295,162,222,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000770,FPS-0385,2026-01,WHEAT,217,109,160,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000771,FPS-0386,2026-01,RICE,200,161,179,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000772,FPS-0386,2026-01,WHEAT,200,111,160,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000773,FPS-0387,2026-01,RICE,347,255,297,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000774,FPS-0387,2026-01,WHEAT,256,171,220,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000775,FPS-0388,2026-01,RICE,180,112,147,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000776,FPS-0388,2026-01,WHEAT,200,73,128,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000777,FPS-0389,2026-01,RICE,205,107,154,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000778,FPS-0389,2026-01,WHEAT,200,79,134,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000779,FPS-0390,2026-01,RICE,223,155,194,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000780,FPS-0390,2026-01,WHEAT,200,101,146,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000781,FPS-0391,2026-01,RICE,246,151,199,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000782,FPS-0391,2026-01,WHEAT,200,96,149,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000783,FPS-0392,2026-01,RICE,200,130,160,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000784,FPS-0392,2026-01,WHEAT,200,86,140,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000785,FPS-0393,2026-01,RICE,201,90,143,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000786,FPS-0393,2026-01,WHEAT,200,58,128,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000787,FPS-0394,2026-01,RICE,231,133,186,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000788,FPS-0394,2026-01,WHEAT,200,97,151,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000789,FPS-0395,2026-01,RICE,180,89,127,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000790,FPS-0395,2026-01,WHEAT,200,61,127,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000791,FPS-0396,2026-01,RICE,200,86,141,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000792,FPS-0396,2026-01,WHEAT,200,63,130,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000793,FPS-0397,2026-01,RICE,200,91,148,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000794,FPS-0397,2026-01,WHEAT,200,62,124,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000795,FPS-0398,2026-01,RICE,200,70,132,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000796,FPS-0398,2026-01,WHEAT,200,49,116,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000797,FPS-0399,2026-01,RICE,200,117,158,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000798,FPS-0399,2026-01,WHEAT,180,80,124,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000799,FPS-0400,2026-01,RICE,249,127,180,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000800,FPS-0400,2026-01,WHEAT,200,81,132,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000801,FPS-0401,2026-01,RICE,251,177,214,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000802,FPS-0401,2026-01,WHEAT,200,129,167,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000803,FPS-0402,2026-01,RICE,200,52,116,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000804,FPS-0402,2026-01,WHEAT,200,36,108,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000805,FPS-0403,2026-01,RICE,200,103,147,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000806,FPS-0403,2026-01,WHEAT,200,71,136,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000807,FPS-0404,2026-01,RICE,200,126,167,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000808,FPS-0404,2026-01,WHEAT,200,85,137,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000809,FPS-0405,2026-01,RICE,205,125,162,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000810,FPS-0405,2026-01,WHEAT,200,78,135,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000811,FPS-0406,2026-01,RICE,263,143,194,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000812,FPS-0406,2026-01,WHEAT,200,97,151,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000813,FPS-0407,2026-01,RICE,209,167,182,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000814,FPS-0407,2026-01,WHEAT,200,110,153,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000815,FPS-0408,2026-01,RICE,200,52,118,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000816,FPS-0408,2026-01,WHEAT,200,36,109,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000817,FPS-0409,2026-01,RICE,200,98,151,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000818,FPS-0409,2026-01,WHEAT,200,71,136,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000819,FPS-0410,2026-01,RICE,283,121,199,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000820,FPS-0410,2026-01,WHEAT,211,87,140,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000821,FPS-0411,2026-01,RICE,200,112,154,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000822,FPS-0411,2026-01,WHEAT,200,76,136,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000823,FPS-0412,2026-01,RICE,247,145,198,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000824,FPS-0412,2026-01,WHEAT,200,94,148,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000825,FPS-0413,2026-01,RICE,200,93,140,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000826,FPS-0413,2026-01,WHEAT,200,62,128,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000827,FPS-0414,2026-01,RICE,271,138,203,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000828,FPS-0414,2026-01,WHEAT,200,92,142,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000829,FPS-0415,2026-01,RICE,220,161,191,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000830,FPS-0415,2026-01,WHEAT,200,102,148,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000831,FPS-0416,2026-01,RICE,200,77,133,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000832,FPS-0416,2026-01,WHEAT,200,53,116,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000833,FPS-0417,2026-01,RICE,180,127,149,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000834,FPS-0417,2026-01,WHEAT,200,86,143,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000835,FPS-0418,2026-01,RICE,263,155,206,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000836,FPS-0418,2026-01,WHEAT,200,103,151,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000837,FPS-0419,2026-01,RICE,255,197,218,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000838,FPS-0419,2026-01,WHEAT,205,139,178,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000839,FPS-0420,2026-01,RICE,237,190,217,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000840,FPS-0420,2026-01,WHEAT,200,125,162,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000841,FPS-0421,2026-01,RICE,264,118,184,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000842,FPS-0421,2026-01,WHEAT,200,79,140,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000843,FPS-0422,2026-01,RICE,200,119,160,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000844,FPS-0422,2026-01,WHEAT,200,77,131,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000845,FPS-0423,2026-01,RICE,200,126,166,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000846,FPS-0423,2026-01,WHEAT,200,84,139,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000847,FPS-0424,2026-01,RICE,232,156,199,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000848,FPS-0424,2026-01,WHEAT,200,97,146,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000849,FPS-0425,2026-01,RICE,200,127,166,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000850,FPS-0425,2026-01,WHEAT,200,90,142,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000851,FPS-0426,2026-01,RICE,251,179,218,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000852,FPS-0426,2026-01,WHEAT,180,118,151,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000853,FPS-0427,2026-01,RICE,200,97,147,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000854,FPS-0427,2026-01,WHEAT,200,63,122,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000855,FPS-0428,2026-01,RICE,200,76,135,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000856,FPS-0428,2026-01,WHEAT,200,51,118,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000857,FPS-0429,2026-01,RICE,200,91,148,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000858,FPS-0429,2026-01,WHEAT,200,63,128,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000859,FPS-0430,2026-01,RICE,202,135,163,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000860,FPS-0430,2026-01,WHEAT,200,81,138,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000861,FPS-0431,2026-01,RICE,200,48,123,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000862,FPS-0431,2026-01,WHEAT,200,30,112,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000863,FPS-0432,2026-01,RICE,331,242,299,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000864,FPS-0432,2026-01,WHEAT,253,153,208,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000865,FPS-0433,2026-01,RICE,200,111,157,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000866,FPS-0433,2026-01,WHEAT,200,76,129,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000867,FPS-0434,2026-01,RICE,248,179,209,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000868,FPS-0434,2026-01,WHEAT,201,122,158,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000869,FPS-0435,2026-01,RICE,220,159,185,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000870,FPS-0435,2026-01,WHEAT,200,109,149,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000871,FPS-0436,2026-01,RICE,200,75,132,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000872,FPS-0436,2026-01,WHEAT,180,50,114,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000873,FPS-0437,2026-01,RICE,200,110,153,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000874,FPS-0437,2026-01,WHEAT,200,77,131,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000875,FPS-0438,2026-01,RICE,200,125,158,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000876,FPS-0438,2026-01,WHEAT,200,81,142,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000877,FPS-0439,2026-01,RICE,244,160,209,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000878,FPS-0439,2026-01,WHEAT,200,105,150,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000879,FPS-0440,2026-01,RICE,200,123,156,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000880,FPS-0440,2026-01,WHEAT,200,82,141,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000881,FPS-0441,2026-01,RICE,297,136,212,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000882,FPS-0441,2026-01,WHEAT,224,93,154,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000883,FPS-0442,2026-01,RICE,200,100,147,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000884,FPS-0442,2026-01,WHEAT,200,66,125,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000885,FPS-0443,2026-01,RICE,180,114,145,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000886,FPS-0443,2026-01,WHEAT,200,73,128,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000887,FPS-0444,2026-01,RICE,200,80,131,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000888,FPS-0444,2026-01,WHEAT,200,49,121,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000889,FPS-0445,2026-01,RICE,200,122,154,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000890,FPS-0445,2026-01,WHEAT,200,75,130,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000891,FPS-0446,2026-01,RICE,200,121,158,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000892,FPS-0446,2026-01,WHEAT,200,83,134,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000893,FPS-0447,2026-01,RICE,200,66,130,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000894,FPS-0447,2026-01,WHEAT,200,40,117,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000895,FPS-0448,2026-01,RICE,200,138,167,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000896,FPS-0448,2026-01,WHEAT,200,97,149,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000897,FPS-0449,2026-01,RICE,200,97,149,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000898,FPS-0449,2026-01,WHEAT,200,60,120,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000899,FPS-0450,2026-01,RICE,200,59,120,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000900,FPS-0450,2026-01,WHEAT,200,39,113,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000901,FPS-0451,2026-01,RICE,266,129,191,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000902,FPS-0451,2026-01,WHEAT,200,87,138,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000903,FPS-0452,2026-01,RICE,215,149,180,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000904,FPS-0452,2026-01,WHEAT,200,97,142,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
FC-0000905,FPS-0453,2026-01,RICE,200,115,155,xgb-v1.0,2025-12-28T10:00:00,hist-v1-202512,30d
