fps_id,cycle,commodity,demand_kg,beneficiary_count,season,month,year,previous_demand_kg,trend_factor,season_factor,stockout_flag
FPS-0156,2025-02,RICE,200,14,RABI,2,2025,189,-0.036,1.0,0
FPS-0156,2025-02,WHEAT,200,14,RABI,2,2025,185,0.021,1.0,0
FPS-0157,2025-02,RICE,225,18,RABI,2,2025,208,0.056,1.0,0
FPS-0157,2025-02,WHEAT,200,18,RABI,2,2025,195,0.079,1.0,0
FPS-0158,2025-02,RICE,200,16,RABI,2,2025,207,0.053,1.0,0
FPS-0158,2025-02,WHEAT,200,16,RABI,2,2025,190,0.065,1.0,0
FPS-0159,2025-02,RICE,200,16,RABI,2,2025,199,0.08,1.0,0
FPS-0159,2025-02,WHEAT,200,16,RABI,2,2025,197,-0.044,1.0,0
FPS-0160,2025-02,RICE,200,11,RABI,2,2025,203,0.037,1.0,0
FPS-0160,2025-02,WHEAT,200,11,RABI,2,2025,209,-0.004,1.0,0
FPS-0161,2025-02,RICE,283,23,RABI,2,2025,298,0.064,1.0,0
FPS-0161,2025-02,WHEAT,216,23,RABI,2,2025,199,0.048,1.0,0
FPS-0162,2025-02,RICE,200,16,RABI,2,2025,204,0.062,1.0,0
FPS-0162,2025-02,WHEAT,200,16,RABI,2,2025,188,-0.042,1.0,0
FPS-0163,2025-02,RICE,200,16,RABI,2,2025,192,0.079,1.0,0
FPS-0163,2025-02,WHEAT,200,16,RABI,2,2025,204,0.036,1.0,0
FPS-0164,2025-02,RICE,200,13,RABI,2,2025,194,0.046,1.0,0
FPS-0164,2025-02,WHEAT,200,13,RABI,2,2025,193,0.026,1.0,0
FPS-0165,2025-02,RICE,200,14,RABI,2,2025,205,0.045,1.0,0
FPS-0165,2025-02,WHEAT,200,14,RABI,2,2025,185,-0.048,1.0,0
FPS-0166,2025-02,RICE,229,19,RABI,2,2025,241,0.07,1.0,0
FPS-0166,2025-02,WHEAT,200,19,RABI,2,2025,189,0.057,1.0,0
FPS-0167,2025-02,RICE,200,19,RABI,2,2025,187,0.049,1.0,0
FPS-0167,2025-02,WHEAT,200,19,RABI,2,2025,207,0.06,1.0,0
FPS-0168,2025-02,RICE,200,11,RABI,2,2025,210,-0.031,1.0,0
FPS-0168,2025-02,WHEAT,200,11,RABI,2,2025,210,0.002,1.0,0
FPS-0169,2025-02,RICE,200,17,RABI,2,2025,209,0.001,1.0,0
FPS-0169,2025-02,WHEAT,200,17,RABI,2,2025,192,0.079,1.0,0
FPS-0170,2025-02,RICE,200,19,RABI,2,2025,189,-0.047,1.0,0
FPS-0170,2025-02,WHEAT,200,19,RABI,2,2025,191,0.034,1.0,0
FPS-0171,2025-02,RICE,200,13,RABI,2,2025,208,-0.042,1.0,0
FPS-0171,2025-02,WHEAT,200,13,RABI,2,2025,205,0.061,1.0,0
FPS-0172,2025-02,RICE,241,20,RABI,2,2025,254,0.04,1.0,0
FPS-0172,2025-02,WHEAT,200,20,RABI,2,2025,196,0.04,1.0,0
FPS-0173,2025-02,RICE,223,15,RABI,2,2025,214,0.045,1.0,0
FPS-0173,2025-02,WHEAT,200,15,RABI,2,2025,203,0.058,1.0,0
FPS-0174,2025-02,RICE,249,23,RABI,2,2025,246,0.008,1.0,0
FPS-0174,2025-02,WHEAT,200,23,RABI,2,2025,203,-0.011,1.0,0
FPS-0175,2025-02,RICE,233,21,RABI,2,2025,246,0.01,1.0,0
FPS-0175,2025-02,WHEAT,200,21,RABI,2,2025,192,0.076,1.0,0
FPS-0176,2025-02,RICE,200,14,RABI,2,2025,207,-0.027,1.0,0
FPS-0176,2025-02,WHEAT,200,14,RABI,2,2025,208,-0.02,1.0,0
FPS-0177,2025-02,RICE,200,14,RABI,2,2025,184,0.062,1.0,0
FPS-0177,2025-02,WHEAT,200,14,RABI,2,2025,195,0.071,1.0,0
FPS-0178,2025-02,RICE,200,15,RABI,2,2025,200,0.074,1.0,0
FPS-0178,2025-02,WHEAT,200,15,RABI,2,2025,201,-0.008,1.0,0
FPS-0179,2025-02,RICE,250,21,RABI,2,2025,242,-0.035,1.0,0
FPS-0179,2025-02,WHEAT,200,21,RABI,2,2025,188,0.023,1.0,0
FPS-0180,2025-02,RICE,200,14,RABI,2,2025,193,-0.043,1.0,0
FPS-0180,2025-02,WHEAT,200,14,RABI,2,2025,200,-0.018,1.0,0
FPS-0181,2025-02,RICE,229,20,RABI,2,2025,231,-0.017,1.0,0
FPS-0181,2025-02,WHEAT,200,20,RABI,2,2025,195,0.054,1.0,0
FPS-0182,2025-02,RICE,212,17,RABI,2,2025,210,-0.011,1.0,0
FPS-0182,2025-02,WHEAT,200,17,RABI,2,2025,205,0.046,1.0,0
FPS-0183,2025-02,RICE,220,16,RABI,2,2025,225,0.049,1.0,0
FPS-0183,2025-02,WHEAT,200,16,RABI,2,2025,200,0.068,1.0,0
FPS-0184,2025-02,RICE,256,22,RABI,2,2025,270,-0.019,1.0,0
FPS-0184,2025-02,WHEAT,204,22,RABI,2,2025,191,0.079,1.0,0
FPS-0185,2025-02,RICE,215,18,RABI,2,2025,215,0.037,1.0,0
FPS-0185,2025-02,WHEAT,200,18,RABI,2,2025,209,-0.011,1.0,0
FPS-0186,2025-02,RICE,244,21,RABI,2,2025,226,-0.014,1.0,0
FPS-0186,2025-02,WHEAT,200,21,RABI,2,2025,198,-0.047,1.0,0
FPS-0187,2025-02,RICE,182,19,RABI,2,2025,239,0.066,1.0,1
FPS-0187,2025-02,WHEAT,200,19,RABI,2,2025,203,0.06,1.0,0
FPS-0188,2025-02,RICE,200,11,RABI,2,2025,189,0.031,1.0,0
FPS-0188,2025-02,WHEAT,200,11,RABI,2,2025,210,-0.02,1.0,0
FPS-0189,2025-02,RICE,284,23,RABI,2,2025,291,-0.031,1.0,0
FPS-0189,2025-02,WHEAT,225,23,RABI,2,2025,230,0.038,1.0,0
FPS-0190,2025-02,RICE,200,18,RABI,2,2025,201,-0.023,1.0,0
FPS-0190,2025-02,WHEAT,200,18,RABI,2,2025,203,0.073,1.0,0
FPS-0191,2025-02,RICE,200,9,RABI,2,2025,195,0.072,1.0,0
FPS-0191,2025-02,WHEAT,200,9,RABI,2,2025,192,0.06,1.0,0
FPS-0192,2025-02,RICE,200,12,RABI,2,2025,207,-0.001,1.0,0
FPS-0192,2025-02,WHEAT,200,12,RABI,2,2025,205,0.002,1.0,0
FPS-0193,2025-02,RICE,254,19,RABI,2,2025,249,0.071,1.0,0
FPS-0193,2025-02,WHEAT,200,19,RABI,2,2025,191,-0.046,1.0,0
FPS-0194,2025-02,RICE,200,13,RABI,2,2025,207,-0.014,1.0,0
FPS-0194,2025-02,WHEAT,200,13,RABI,2,2025,207,0.032,1.0,0
FPS-0195,2025-02,RICE,202,14,RABI,2,2025,200,0.068,1.0,0
FPS-0195,2025-02,WHEAT,200,14,RABI,2,2025,188,0.037,1.0,0
FPS-0196,2025-02,RICE,256,22,RABI,2,2025,242,-0.003,1.0,0
FPS-0196,2025-02,WHEAT,200,22,RABI,2,2025,205,-0.045,1.0,0
FPS-0197,2025-02,RICE,261,18,RABI,2,2025,255,-0.011,1.0,0
FPS-0197,2025-02,WHEAT,200,18,RABI,2,2025,201,-0.039,1.0,0
FPS-0198,2025-02,RICE,200,14,RABI,2,2025,194,0.055,1.0,0
FPS-0198,2025-02,WHEAT,200,14,RABI,2,2025,196,0.055,1.0,0
FPS-0199,2025-02,RICE,200,13,RABI,2,2025,190,-0.042,1.0,0
FPS-0199,2025-02,WHEAT,200,13,RABI,2,2025,210,0.02,1.0,0
FPS-0200,2025-02,RICE,200,10,RABI,2,2025,194,0.03,1.0,0
FPS-0200,2025-02,WHEAT,200,10,RABI,2,2025,186,0.048,1.0,0
FPS-0201,2025-02,RICE,200,15,RABI,2,2025,185,-0.037,1.0,0
FPS-0201,2025-02,WHEAT,140,15,RABI,2,2025,196,0.052,1.0,1
FPS-0202,2025-02,RICE,200,14,RABI,2,2025,203,0.072,1.0,0
FPS-0202,2025-02,WHEAT,200,14,RABI,2,2025,207,-0.032,1.0,0
FPS-0203,2025-02,RICE,200,11,RABI,2,2025,184,0.049,1.0,0
FPS-0203,2025-02,WHEAT,200,11,RABI,2,2025,204,0.075,1.0,0
FPS-0204,2025-02,RICE,247,19,RABI,2,2025,239,0.059,1.0,0
FPS-0204,2025-02,WHEAT,200,19,RABI,2,2025,197,-0.006,1.0,0
FPS-0205,2025-02,RICE,200,13,RABI,2,2025,198,0.056,1.0,0
FPS-0205,2025-02,WHEAT,200,13,RABI,2,2025,196,-0.027,1.0,0
FPS-0206,2025-02,RICE,293,24,RABI,2,2025,297,0.033,1.0,0
FPS-0206,2025-02,WHEAT,206,24,RABI,2,2025,204,0.012,1.0,0
FPS-0207,2025-02,RICE,380,26,RABI,2,2025,367,0.077,1.0,0
FPS-0207,2025-02,WHEAT,270,26,RABI,2,2025,275,0.042,1.0,0
FPS-0208,2025-02,RICE,234,18,RABI,2,2025,246,0.031,1.0,0
FPS-0208,2025-02,WHEAT,200,18,RABI,2,2025,184,-0.033,1.0,0
FPS-0209,2025-02,RICE,277,21,RABI,2,2025,289,0.022,1.0,0
FPS-0209,2025-02,WHEAT,207,21,RABI,2,2025,212,0.019,1.0,0
FPS-0210,2025-02,RICE,220,21,RABI,2,2025,214,0.038,1.0,0
FPS-0210,2025-02,WHEAT,200,21,RABI,2,2025,197,0.048,1.0,0
FPS-0211,2025-02,RICE,211,22,RABI,2,2025,222,-0.042,1.0,0
FPS-0211,2025-02,WHEAT,200,22,RABI,2,2025,208,0.018,1.0,0
FPS-0212,2025-02,RICE,200,11,RABI,2,2025,192,-0.002,1.0,0
FPS-0212,2025-02,WHEAT,200,11,RABI,2,2025,185,0.064,1.0,0
FPS-0213,2025-02,RICE,209,14,RABI,2,2025,210,0.055,1.0,0
FPS-0213,2025-02,WHEAT,200,14,RABI,2,2025,196,-0.046,1.0,0
FPS-0214,2025-02,RICE,200,13,RABI,2,2025,201,0.044,1.0,0
FPS-0214,2025-02,WHEAT,200,13,RABI,2,2025,184,-0.045,1.0,0
FPS-0215,2025-02,RICE,200,11,RABI,2,2025,191,0.061,1.0,0
FPS-0215,2025-02,WHEAT,200,11,RABI,2,2025,191,0.024,1.0,0
FPS-0216,2025-02,RICE,200,14,RABI,2,2025,184,-0.008,1.0,0
FPS-0216,2025-02,WHEAT,200,14,RABI,2,2025,184,0.01,1.0,0
FPS-0217,2025-02,RICE,201,17,RABI,2,2025,192,-0.047,1.0,0
FPS-0217,2025-02,WHEAT,200,17,RABI,2,2025,192,0.015,1.0,0
FPS-0218,2025-02,RICE,200,13,RABI,2,2025,208,-0.023,1.0,0
FPS-0218,2025-02,WHEAT,200,13,RABI,2,2025,203,-0.037,1.0,0
FPS-0219,2025-02,RICE,207,19,RABI,2,2025,196,-0.032,1.0,0
FPS-0219,2025-02,WHEAT,200,19,RABI,2,2025,196,-0.043,1.0,0
FPS-0220,2025-02,RICE,286,22,RABI,2,2025,263,0.067,1.0,0
FPS-0220,2025-02,WHEAT,200,22,RABI,2,2025,211,0.008,1.0,0
FPS-0221,2025-02,RICE,161,19,RABI,2,2025,231,-0.039,1.0,1
FPS-0221,2025-02,WHEAT,200,19,RABI,2,2025,191,-0.029,1.0,0
FPS-0222,2025-02,RICE,251,21,RABI,2,2025,248,-0.032,1.0,0
FPS-0222,2025-02,WHEAT,200,21,RABI,2,2025,203,0.045,1.0,0
FPS-0223,2025-02,RICE,258,17,RABI,2,2025,248,0.066,1.0,0
FPS-0223,2025-02,WHEAT,200,17,RABI,2,2025,206,0.025,1.0,0
FPS-0224,2025-02,RICE,200,20,RABI,2,2025,188,-0.033,1.0,0
FPS-0224,2025-02,WHEAT,200,20,RABI,2,2025,194,-0.024,1.0,0
FPS-0225,2025-02,RICE,200,15,RABI,2,2025,204,-0.043,1.0,0
FPS-0225,2025-02,WHEAT,200,15,RABI,2,2025,184,0.053,1.0,0
FPS-0226,2025-02,RICE,200,12,RABI,2,2025,202,0.077,1.0,0
FPS-0226,2025-02,WHEAT,200,12,RABI,2,2025,198,0.043,1.0,0
FPS-0227,2025-02,RICE,200,14,RABI,2,2025,187,-0.049,1.0,0
FPS-0227,2025-02,WHEAT,200,14,RABI,2,2025,184,0.031,1.0,0
FPS-0228,2025-02,RICE,211,18,RABI,2,2025,204,-0.002,1.0,0
FPS-0228,2025-02,WHEAT,200,18,RABI,2,2025,200,0.004,1.0,0
FPS-0229,2025-02,RICE,200,19,RABI,2,2025,186,-0.01,1.0,0
FPS-0229,2025-02,WHEAT,200,19,RABI,2,2025,199,0.075,1.0,0
FPS-0230,2025-02,RICE,283,22,RABI,2,2025,291,-0.046,1.0,0
FPS-0230,2025-02,WHEAT,200,22,RABI,2,2025,185,-0.039,1.0,0
FPS-0231,2025-02,RICE,201,18,RABI,2,2025,191,-0.02,1.0,0
FPS-0231,2025-02,WHEAT,200,18,RABI,2,2025,189,0.004,1.0,0
FPS-0232,2025-02,RICE,200,14,RABI,2,2025,188,0.031,1.0,0
FPS-0232,2025-02,WHEAT,200,14,RABI,2,2025,210,0.071,1.0,0
FPS-0233,2025-02,RICE,140,9,RABI,2,2025,207,-0.044,1.0,1
FPS-0233,2025-02,WHEAT,200,9,RABI,2,2025,207,0.076,1.0,0
FPS-0234,2025-02,RICE,212,18,RABI,2,2025,205,0.025,1.0,0
FPS-0234,2025-02,WHEAT,200,18,RABI,2,2025,188,0.061,1.0,0
FPS-0235,2025-02,RICE,244,18,RABI,2,2025,236,0.062,1.0,0
FPS-0235,2025-02,WHEAT,200,18,RABI,2,2025,203,-0.047,1.0,0
FPS-0236,2025-02,RICE,200,17,RABI,2,2025,206,0.024,1.0,0
FPS-0236,2025-02,WHEAT,200,17,RABI,2,2025,203,0.055,1.0,0
FPS-0237,2025-02,RICE,225,15,RABI,2,2025,221,0.063,1.0,0
FPS-0237,2025-02,WHEAT,200,15,RABI,2,2025,200,0.075,1.0,0
FPS-0238,2025-02,RICE,224,19,RABI,2,2025,230,-0.047,1.0,0
FPS-0238,2025-02,WHEAT,200,19,RABI,2,2025,206,0.034,1.0,0
FPS-0239,2025-02,RICE,241,19,RABI,2,2025,232,0.05,1.0,0
FPS-0239,2025-02,WHEAT,200,19,RABI,2,2025,201,0.065,1.0,0
FPS-0240,2025-02,RICE,264,21,RABI,2,2025,260,0.023,1.0,0
FPS-0240,2025-02,WHEAT,200,21,RABI,2,2025,203,-0.024,1.0,0
FPS-0241,2025-02,RICE,243,19,RABI,2,2025,249,0.038,1.0,0
FPS-0241,2025-02,WHEAT,200,19,RABI,2,2025,190,-0.019,1.0,0
FPS-0242,2025-02,RICE,200,12,RABI,2,2025,187,-0.05,1.0,0
FPS-0242,2025-02,WHEAT,200,12,RABI,2,2025,186,-0.034,1.0,0
FPS-0243,2025-02,RICE,234,18,RABI,2,2025,237,-0.018,1.0,0
FPS-0243,2025-02,WHEAT,200,18,RABI,2,2025,193,-0.045,1.0,0
FPS-0244,2025-02,RICE,200,16,RABI,2,2025,200,-0.024,1.0,0
FPS-0244,2025-02,WHEAT,140,16,RABI,2,2025,198,-0.015,1.0,1
FPS-0245,2025-02,RICE,200,14,RABI,2,2025,210,-0.004,1.0,0
FPS-0245,2025-02,WHEAT,200,14,RABI,2,2025,196,0.023,1.0,0
FPS-0246,2025-02,RICE,303,24,RABI,2,2025,292,0.041,1.0,0
FPS-0246,2025-02,WHEAT,232,24,RABI,2,2025,245,0.076,1.0,0
FPS-0247,2025-02,RICE,140,19,RABI,2,2025,201,-0.01,1.0,1
FPS-0247,2025-02,WHEAT,200,19,RABI,2,2025,195,-0.04,1.0,0
FPS-0248,2025-02,RICE,335,25,RABI,2,2025,355,0.03,1.0,0
FPS-0248,2025-02,WHEAT,226,25,RABI,2,2025,208,-0.018,1.0,0
FPS-0249,2025-02,RICE,288,22,RABI,2,2025,265,-0.037,1.0,0
FPS-0249,2025-02,WHEAT,221,22,RABI,2,2025,207,0.018,1.0,0
FPS-0250,2025-02,RICE,200,16,RABI,2,2025,187,0.076,1.0,0
FPS-0250,2025-02,WHEAT,200,16,RABI,2,2025,192,0.078,1.0,0
FPS-0251,2025-02,RICE,200,17,RABI,2,2025,195,-0.037,1.0,0
FPS-0251,2025-02,WHEAT,200,17,RABI,2,2025,184,0.062,1.0,0
FPS-0252,2025-02,RICE,207,16,RABI,2,2025,197,0.058,1.0,0
FPS-0252,2025-02,WHEAT,200,16,RABI,2,2025,184,-0.024,1.0,0
FPS-0253,2025-02,RICE,290,22,RABI,2,2025,273,0.072,1.0,0
FPS-0253,2025-02,WHEAT,201,22,RABI,2,2025,199,0.051,1.0,0
FPS-0254,2025-02,RICE,140,14,RABI,2,2025,185,0.002,1.0,1
FPS-0254,2025-02,WHEAT,200,14,RABI,2,2025,191,0.049,1.0,0
FPS-0255,2025-02,RICE,200,16,RABI,2,2025,187,0.01,1.0,0
FPS-0255,2025-02,WHEAT,200,16,RABI,2,2025,200,0.037,1.0,0
FPS-0256,2025-02,RICE,200,14,RABI,2,2025,191,0.002,1.0,0
FPS-0256,2025-02,WHEAT,200,14,RABI,2,2025,201,-0.047,1.0,0
FPS-0257,2025-02,RICE,209,15,RABI,2,2025,208,0.078,1.0,0
FPS-0257,2025-02,WHEAT,200,15,RABI,2,2025,195,0.069,1.0,0
FPS-0258,2025-02,RICE,200,15,RABI,2,2025,188,-0.0,1.0,0
FPS-0258,2025-02,WHEAT,200,15,RABI,2,2025,210,-0.023,1.0,0
FPS-0259,2025-02,RICE,200,15,RABI,2,2025,204,-0.035,1.0,0
FPS-0259,2025-02,WHEAT,200,15,RABI,2,2025,204,0.002,1.0,0
FPS-0260,2025-02,RICE,200,13,RABI,2,2025,190,0.052,1.0,0
FPS-0260,2025-02,WHEAT,200,13,RABI,2,2025,208,0.076,1.0,0
FPS-0261,2025-02,RICE,140,11,RABI,2,2025,203,0.053,1.0,1
FPS-0261,2025-02,WHEAT,200,11,RABI,2,2025,207,0.055,1.0,0
FPS-0262,2025-02,RICE,200,13,RABI,2,2025,189,-0.004,1.0,0
FPS-0262,2025-02,WHEAT,200,13,RABI,2,2025,192,-0.049,1.0,0
FPS-0263,2025-02,RICE,200,14,RABI,2,2025,200,0.046,1.0,0
FPS-0263,2025-02,WHEAT,200,14,RABI,2,2025,198,0.01,1.0,0
FPS-0264,2025-02,RICE,200,5,RABI,2,2025,205,0.064,1.0,0
FPS-0264,2025-02,WHEAT,200,5,RABI,2,2025,187,0.019,1.0,0
FPS-0265,2025-02,RICE,227,18,RABI,2,2025,226,-0.003,1.0,0
FPS-0265,2025-02,WHEAT,200,18,RABI,2,2025,201,0.064,1.0,0
FPS-0266,2025-02,RICE,200,13,RABI,2,2025,192,0.005,1.0,0
FPS-0266,2025-02,WHEAT,200,13,RABI,2,2025,210,-0.045,1.0,0
FPS-0267,2025-02,RICE,200,16,RABI,2,2025,207,0.079,1.0,0
FPS-0267,2025-02,WHEAT,200,16,RABI,2,2025,192,-0.008,1.0,0
FPS-0268,2025-02,RICE,200,20,RABI,2,2025,205,-0.004,1.0,0
FPS-0268,2025-02,WHEAT,200,20,RABI,2,2025,202,0.004,1.0,0
FPS-0269,2025-02,RICE,243,21,RABI,2,2025,245,0.035,1.0,0
FPS-0269,2025-02,WHEAT,200,21,RABI,2,2025,196,0.043,1.0,0
FPS-0270,2025-02,RICE,200,8,RABI,2,2025,190,-0.009,1.0,0
FPS-0270,2025-02,WHEAT,200,8,RABI,2,2025,197,-0.021,1.0,0
FPS-0271,2025-02,RICE,219,18,RABI,2,2025,229,-0.006,1.0,0
FPS-0271,2025-02,WHEAT,200,18,RABI,2,2025,203,0.016,1.0,0
FPS-0272,2025-02,RICE,255,20,RABI,2,2025,263,-0.028,1.0,0
FPS-0272,2025-02,WHEAT,200,20,RABI,2,2025,204,0.0,1.0,0
FPS-0273,2025-02,RICE,295,23,RABI,2,2025,309,0.071,1.0,0
FPS-0273,2025-02,WHEAT,200,23,RABI,2,2025,209,-0.003,1.0,0
FPS-0274,2025-02,RICE,204,18,RABI,2,2025,200,0.044,1.0,0
FPS-0274,2025-02,WHEAT,200,18,RABI,2,2025,186,0.0,1.0,0
FPS-0275,2025-02,RICE,213,17,RABI,2,2025,219,0.061,1.0,0
FPS-0275,2025-02,WHEAT,200,17,RABI,2,2025,204,-0.006,1.0,0
FPS-0276,2025-02,RICE,229,19,RABI,2,2025,219,0.039,1.0,0
FPS-0276,2025-02,WHEAT,200,19,RABI,2,2025,207,0.073,1.0,0
FPS-0277,2025-02,RICE,141,17,RABI,2,2025,210,-0.005,1.0,1
FPS-0277,2025-02,WHEAT,200,17,RABI,2,2025,191,-0.002,1.0,0
FPS-0278,2025-02,RICE,200,15,RABI,2,2025,199,-0.013,1.0,0
FPS-0278,2025-02,WHEAT,200,15,RABI,2,2025,211,-0.049,1.0,0
FPS-0279,2025-02,RICE,342,23,RABI,2,2025,356,0.06,1.0,0
FPS-0279,2025-02,WHEAT,229,23,RABI,2,2025,220,0.011,1.0,0
FPS-0280,2025-02,RICE,200,18,RABI,2,2025,208,-0.014,1.0,0
FPS-0280,2025-02,WHEAT,200,18,RABI,2,2025,205,0.015,1.0,0
FPS-0281,2025-02,RICE,200,18,RABI,2,2025,199,-0.001,1.0,0
FPS-0281,2025-02,WHEAT,200,18,RABI,2,2025,195,0.031,1.0,0
FPS-0282,2025-02,RICE,244,20,RABI,2,2025,248,0.018,1.0,0
FPS-0282,2025-02,WHEAT,200,20,RABI,2,2025,201,0.044,1.0,0
FPS-0283,2025-02,RICE,200,14,RABI,2,2025,210,-0.028,1.0,0
FPS-0283,2025-02,WHEAT,200,14,RABI,2,2025,211,0.008,1.0,0
FPS-0284,2025-02,RICE,200,12,RABI,2,2025,201,0.047,1.0,0
FPS-0284,2025-02,WHEAT,200,12,RABI,2,2025,189,-0.023,1.0,0
FPS-0285,2025-02,RICE,209,18,RABI,2,2025,208,-0.035,1.0,0
FPS-0285,2025-02,WHEAT,200,18,RABI,2,2025,203,-0.012,1.0,0
FPS-0286,2025-02,RICE,200,16,RABI,2,2025,185,-0.029,1.0,0
FPS-0286,2025-02,WHEAT,200,16,RABI,2,2025,199,0.017,1.0,0
FPS-0287,2025-02,RICE,327,26,RABI,2,2025,333,0.011,1.0,0
FPS-0287,2025-02,WHEAT,246,26,RABI,2,2025,248,0.052,1.0,0
FPS-0288,2025-02,RICE,201,17,RABI,2,2025,199,0.08,1.0,0
FPS-0288,2025-02,WHEAT,200,17,RABI,2,2025,211,0.065,1.0,0
FPS-0289,2025-02,RICE,200,13,RABI,2,2025,201,-0.029,1.0,0
FPS-0289,2025-02,WHEAT,200,13,RABI,2,2025,192,-0.008,1.0,0
FPS-0290,2025-02,RICE,201,18,RABI,2,2025,211,-0.047,1.0,0
FPS-0290,2025-02,WHEAT,200,18,RABI,2,2025,198,-0.032,1.0,0
FPS-0291,2025-02,RICE,224,18,RABI,2,2025,229,-0.04,1.0,0
FPS-0291,2025-02,WHEAT,200,18,RABI,2,2025,185,0.016,1.0,0
FPS-0292,2025-02,RICE,270,20,RABI,2,2025,265,0.038,1.0,0
FPS-0292,2025-02,WHEAT,200,20,RABI,2,2025,200,0.036,1.0,0
FPS-0293,2025-02,RICE,217,18,RABI,2,2025,202,-0.023,1.0,0
FPS-0293,2025-02,WHEAT,200,18,RABI,2,2025,210,0.018,1.0,0
FPS-0294,2025-02,RICE,204,16,RABI,2,2025,189,-0.016,1.0,0
FPS-0294,2025-02,WHEAT,200,16,RABI,2,2025,201,0.057,1.0,0
FPS-0295,2025-02,RICE,200,13,RABI,2,2025,204,0.03,1.0,0
FPS-0295,2025-02,WHEAT,200,13,RABI,2,2025,210,0.046,1.0,0
FPS-0296,2025-02,RICE,200,14,RABI,2,2025,208,0.045,1.0,0
FPS-0296,2025-02,WHEAT,200,14,RABI,2,2025,209,0.01,1.0,0
FPS-0297,2025-02,RICE,200,17,RABI,2,2025,211,-0.026,1.0,0
FPS-0297,2025-02,WHEAT,200,17,RABI,2,2025,198,-0.044,1.0,0
FPS-0298,2025-02,RICE,200,15,RABI,2,2025,198,0.023,1.0,0
FPS-0298,2025-02,WHEAT,200,15,RABI,2,2025,198,0.032,1.0,0
FPS-0299,2025-02,RICE,200,17,RABI,2,2025,208,-0.024,1.0,0
FPS-0299,2025-02,WHEAT,200,17,RABI,2,2025,196,0.015,1.0,0
FPS-0300,2025-02,RICE,227,17,RABI,2,2025,215,0.013,1.0,0
FPS-0300,2025-02,WHEAT,200,17,RABI,2,2025,204,-0.029,1.0,0
FPS-0301,2025-02,RICE,218,16,RABI,2,2025,229,-0.044,1.0,0
FPS-0301,2025-02,WHEAT,200,16,RABI,2,2025,205,0.001,1.0,0
FPS-0302,2025-02,RICE,241,19,RABI,2,2025,228,0.06,1.0,0
FPS-0302,2025-02,WHEAT,200,19,RABI,2,2025,200,-0.022,1.0,0
FPS-0303,2025-02,RICE,200,11,RABI,2,2025,203,0.017,1.0,0
FPS-0303,2025-02,WHEAT,140,11,RABI,2,2025,200,0.047,1.0,1
FPS-0304,2025-02,RICE,242,17,RABI,2,2025,234,0.016,1.0,0
FPS-0304,2025-02,WHEAT,200,17,RABI,2,2025,201,-0.019,1.0,0
FPS-0305,2025-02,RICE,205,17,RABI,2,2025,203,-0.001,1.0,0
FPS-0305,2025-02,WHEAT,200,17,RABI,2,2025,195,0.054,1.0,0
FPS-0306,2025-02,RICE,140,13,RABI,2,2025,195,-0.041,1.0,1
FPS-0306,2025-02,WHEAT,200,13,RABI,2,2025,211,-0.016,1.0,0
FPS-0307,2025-02,RICE,211,15,RABI,2,2025,214,0.013,1.0,0
FPS-0307,2025-02,WHEAT,200,15,RABI,2,2025,190,0.076,1.0,0
FPS-0308,2025-02,RICE,213,15,RABI,2,2025,210,-0.009,1.0,0
FPS-0308,2025-02,WHEAT,200,15,RABI,2,2025,203,0.041,1.0,0
FPS-0309,2025-02,RICE,254,18,RABI,2,2025,237,0.077,1.0,0
FPS-0309,2025-02,WHEAT,140,18,RABI,2,2025,185,0.076,1.0,1
FPS-0310,2025-02,RICE,200,13,RABI,2,2025,187,0.019,1.0,0
FPS-0310,2025-02,WHEAT,200,13,RABI,2,2025,195,0.028,1.0,0
FPS-0311,2025-02,RICE,256,23,RABI,2,2025,262,-0.015,1.0,0
FPS-0311,2025-02,WHEAT,200,23,RABI,2,2025,201,-0.0,1.0,0
FPS-0312,2025-02,RICE,253,19,RABI,2,2025,245,0.065,1.0,0
FPS-0312,2025-02,WHEAT,200,19,RABI,2,2025,206,0.059,1.0,0
FPS-0313,2025-02,RICE,209,15,RABI,2,2025,212,0.016,1.0,0
FPS-0313,2025-02,WHEAT,200,15,RABI,2,2025,202,0.009,1.0,0
FPS-0314,2025-02,RICE,225,18,RABI,2,2025,225,-0.022,1.0,0
FPS-0314,2025-02,WHEAT,200,18,RABI,2,2025,194,0.044,1.0,0
FPS-0315,2025-02,RICE,159,18,RABI,2,2025,231,0.068,1.0,1
FPS-0315,2025-02,WHEAT,200,18,RABI,2,2025,190,-0.009,1.0,0
FPS-0316,2025-02,RICE,200,15,RABI,2,2025,188,0.063,1.0,0
FPS-0316,2025-02,WHEAT,200,15,RABI,2,2025,186,0.023,1.0,0
FPS-0317,2025-02,RICE,200,15,RABI,2,2025,191,0.06,1.0,0
FPS-0317,2025-02,WHEAT,200,15,RABI,2,2025,193,0.062,1.0,0
FPS-0318,2025-02,RICE,200,17,RABI,2,2025,193,-0.038,1.0,0
FPS-0318,2025-02,WHEAT,200,17,RABI,2,2025,204,0.034,1.0,0
FPS-0319,2025-02,RICE,200,14,RABI,2,2025,197,0.019,1.0,0
FPS-0319,2025-02,WHEAT,200,14,RABI,2,2025,202,-0.035,1.0,0
