grievance_id,beneficiary_id,fps_id,category,description,created_at,status,resolution,resolved_at
GRV-000138,BEN-001476,FPS-0589,FPS_CLOSED,FPS_CLOSED reported for RC2025101475 at FPS-0589,2026-02-21T13:00:00,RESOLVED,Resolved: FPS_CLOSED verified and adjusted,2026-02-23T13:00:00
GRV-000139,BEN-006947,FPS-0397,FPS_CLOSED,FPS_CLOSED reported for RC2024106946 at FPS-0397,2026-02-16T22:00:00,IN_REVIEW,,
GRV-000140,BEN-009603,FPS-0282,FPS_CLOSED,FPS_CLOSED reported for RC2025109602 at FPS-0282,2026-02-26T02:00:00,CLOSED,Resolved: FPS_CLOSED verified and adjusted,2026-03-03T02:00:00
GRV-000141,BEN-007615,FPS-0323,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2023107614 at FPS-0323,2026-02-03T18:00:00,CLOSED,Resolved: WRONG_QUANTITY verified and adjusted,2026-02-04T18:00:00
GRV-000142,BEN-005647,FPS-0263,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2023105646 at FPS-0263,2026-02-04T05:00:00,RESOLVED,Resolved: WRONG_QUANTITY verified and adjusted,2026-02-05T05:00:00
GRV-000143,BEN-002641,FPS-0169,QUALITY,QUALITY reported for RC2023102640 at FPS-0169,2026-01-15T23:00:00,IN_REVIEW,,
GRV-000144,BEN-004910,FPS-0178,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2024104909 at FPS-0178,2026-02-10T10:00:00,RESOLVED,Resolved: ENTITLEMENT_QUERY verified and adjusted,2026-02-17T10:00:00
GRV-000145,BEN-007400,FPS-0130,FPS_CLOSED,FPS_CLOSED reported for RC2024107399 at FPS-0130,2026-03-06T10:00:00,CLOSED,Resolved: FPS_CLOSED verified and adjusted,2026-03-16T10:00:00
GRV-000146,BEN-002971,FPS-0463,FPS_CLOSED,FPS_CLOSED reported for RC2023102970 at FPS-0463,2026-03-10T04:00:00,RESOLVED,Resolved: FPS_CLOSED verified and adjusted,2026-03-20T04:00:00
GRV-000147,BEN-004180,FPS-0290,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2023104179 at FPS-0290,2026-01-19T16:00:00,RESOLVED,Resolved: WRONG_QUANTITY verified and adjusted,2026-01-24T16:00:00
GRV-000148,BEN-007272,FPS-0260,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2025107271 at FPS-0260,2026-01-16T07:00:00,OPEN,,
GRV-000149,BEN-009504,FPS-0528,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2025109503 at FPS-0528,2026-02-28T07:00:00,RESOLVED,Resolved: ENTITLEMENT_QUERY verified and adjusted,2026-03-05T07:00:00
GRV-000150,BEN-004215,FPS-0469,OTHER,OTHER reported for RC2025104214 at FPS-0469,2026-03-10T17:00:00,IN_REVIEW,,
GRV-000151,BEN-003763,FPS-0402,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2023103762 at FPS-0402,2026-02-15T12:00:00,RESOLVED,Resolved: ENTITLEMENT_QUERY verified and adjusted,2026-02-24T12:00:00
GRV-000152,BEN-001741,FPS-0187,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2023101740 at FPS-0187,2026-01-29T20:00:00,RESOLVED,Resolved: WRONG_QUANTITY verified and adjusted,2026-02-03T20:00:00
GRV-000153,BEN-003206,FPS-0345,OTHER,OTHER reported for RC2024103205 at FPS-0345,2026-01-15T19:00:00,CLOSED,Resolved: OTHER verified and adjusted,2026-01-22T19:00:00
GRV-000154,BEN-003337,FPS-0421,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2023103336 at FPS-0421,2026-02-20T08:00:00,CLOSED,Resolved: ENTITLEMENT_QUERY verified and adjusted,2026-02-23T08:00:00
GRV-000155,BEN-004544,FPS-0485,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2024104543 at FPS-0485,2026-02-17T12:00:00,IN_REVIEW,,
GRV-000156,BEN-003396,FPS-0232,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2025103395 at FPS-0232,2026-02-17T14:00:00,CLOSED,Resolved: WRONG_QUANTITY verified and adjusted,2026-02-19T14:00:00
GRV-000157,BEN-008029,FPS-0283,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2023108028 at FPS-0283,2026-02-08T12:00:00,RESOLVED,Resolved: SHORT_DELIVERY verified and adjusted,2026-02-16T12:00:00
GRV-000158,BEN-008265,FPS-0348,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2025108264 at FPS-0348,2026-01-19T18:00:00,RESOLVED,Resolved: WRONG_QUANTITY verified and adjusted,2026-01-29T18:00:00
GRV-000159,BEN-009992,FPS-0411,FPS_CLOSED,FPS_CLOSED reported for RC2024109991 at FPS-0411,2026-03-20T20:00:00,RESOLVED,Resolved: FPS_CLOSED verified and adjusted,2026-03-21T20:00:00
GRV-000160,BEN-008649,FPS-0048,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2025108648 at FPS-0048,2026-02-07T13:00:00,CLOSED,Resolved: WRONG_QUANTITY verified and adjusted,2026-02-13T13:00:00
GRV-000161,BEN-006836,FPS-0321,FPS_CLOSED,FPS_CLOSED reported for RC2024106835 at FPS-0321,2026-01-26T02:00:00,RESOLVED,Resolved: FPS_CLOSED verified and adjusted,2026-02-01T02:00:00
GRV-000162,BEN-006043,FPS-0568,QUALITY,QUALITY reported for RC2023106042 at FPS-0568,2026-01-18T08:00:00,OPEN,,
GRV-000163,BEN-004871,FPS-0121,FPS_CLOSED,FPS_CLOSED reported for RC2024104870 at FPS-0121,2026-01-15T07:00:00,RESOLVED,Resolved: FPS_CLOSED verified and adjusted,2026-01-23T07:00:00
GRV-000164,BEN-009053,FPS-0093,TRANSACTION_FAILURE,TRANSACTION_FAILURE reported for RC2024109052 at FPS-0093,2026-02-19T21:00:00,OPEN,,
GRV-000165,BEN-002336,FPS-0336,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2024102335 at FPS-0336,2026-02-03T17:00:00,RESOLVED,Resolved: WRONG_QUANTITY verified and adjusted,2026-02-10T17:00:00
GRV-000166,BEN-001844,FPS-0315,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2024101843 at FPS-0315,2026-01-24T04:00:00,RESOLVED,Resolved: WRONG_QUANTITY verified and adjusted,2026-01-28T04:00:00
GRV-000167,BEN-009285,FPS-0011,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2025109284 at FPS-0011,2026-01-14T21:00:00,CLOSED,Resolved: WRONG_QUANTITY verified and adjusted,2026-01-23T21:00:00
GRV-000168,BEN-003470,FPS-0185,TRANSACTION_FAILURE,TRANSACTION_FAILURE reported for RC2024103469 at FPS-0185,2026-02-02T03:00:00,CLOSED,Resolved: TRANSACTION_FAILURE verified and adjusted,2026-02-09T03:00:00
GRV-000169,BEN-002340,FPS-0374,TRANSACTION_FAILURE,TRANSACTION_FAILURE reported for RC2025102339 at FPS-0374,2026-01-23T09:00:00,RESOLVED,Resolved: TRANSACTION_FAILURE verified and adjusted,2026-01-24T09:00:00
GRV-000170,BEN-003983,FPS-0081,FPS_CLOSED,FPS_CLOSED reported for RC2024103982 at FPS-0081,2026-03-05T19:00:00,IN_REVIEW,,
GRV-000171,BEN-009094,FPS-0114,FPS_CLOSED,FPS_CLOSED reported for RC2023109093 at FPS-0114,2026-02-25T10:00:00,OPEN,,
GRV-000172,BEN-004904,FPS-0187,OTHER,OTHER reported for RC2024104903 at FPS-0187,2026-03-16T10:00:00,CLOSED,Resolved: OTHER verified and adjusted,2026-03-24T10:00:00
GRV-000173,BEN-006469,FPS-0105,FPS_CLOSED,FPS_CLOSED reported for RC2023106468 at FPS-0105,2026-01-27T21:00:00,RESOLVED,Resolved: FPS_CLOSED verified and adjusted,2026-02-04T21:00:00
GRV-000174,BEN-006916,FPS-0428,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2023106915 at FPS-0428,2026-01-30T06:00:00,OPEN,,
GRV-000175,BEN-007077,FPS-0130,QUALITY,QUALITY reported for RC2025107076 at FPS-0130,2026-02-24T10:00:00,OPEN,,
GRV-000176,BEN-001375,FPS-0443,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2023101374 at FPS-0443,2026-02-05T19:00:00,RESOLVED,Resolved: SHORT_DELIVERY verified and adjusted,2026-02-15T19:00:00
GRV-000177,BEN-003374,FPS-0409,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2024103373 at FPS-0409,2026-03-21T08:00:00,IN_REVIEW,,
GRV-000178,BEN-006063,FPS-0368,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2025106062 at FPS-0368,2026-01-29T16:00:00,RESOLVED,Resolved: SHORT_DELIVERY verified and adjusted,2026-02-01T16:00:00
GRV-000179,BEN-006367,FPS-0130,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2023106366 at FPS-0130,2026-01-12T18:00:00,CLOSED,Resolved: WRONG_QUANTITY verified and adjusted,2026-01-21T18:00:00
GRV-000180,BEN-006552,FPS-0465,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2025106551 at FPS-0465,2026-01-17T19:00:00,RESOLVED,Resolved: SHORT_DELIVERY verified and adjusted,2026-01-26T19:00:00
GRV-000181,BEN-000015,FPS-0436,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2025100014 at FPS-0436,2026-01-07T09:00:00,IN_REVIEW,,
GRV-000182,BEN-007332,FPS-0352,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2025107331 at FPS-0352,2026-03-16T18:00:00,IN_REVIEW,,
GRV-000183,BEN-003991,FPS-0188,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2023103990 at FPS-0188,2026-01-13T15:00:00,RESOLVED,Resolved: WRONG_QUANTITY verified and adjusted,2026-01-21T15:00:00
GRV-000184,BEN-001678,FPS-0043,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2023101677 at FPS-0043,2026-03-11T22:00:00,RESOLVED,Resolved: WRONG_QUANTITY verified and adjusted,2026-03-16T22:00:00
GRV-000185,BEN-007421,FPS-0229,TRANSACTION_FAILURE,TRANSACTION_FAILURE reported for RC2024107420 at FPS-0229,2026-03-13T05:00:00,RESOLVED,Resolved: TRANSACTION_FAILURE verified and adjusted,2026-03-18T05:00:00
GRV-000186,BEN-008157,FPS-0273,QUALITY,QUALITY reported for RC2025108156 at FPS-0273,2026-01-17T04:00:00,OPEN,,
GRV-000187,BEN-004590,FPS-0330,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2025104589 at FPS-0330,2026-01-11T01:00:00,RESOLVED,Resolved: SHORT_DELIVERY verified and adjusted,2026-01-19T01:00:00
GRV-000188,BEN-002170,FPS-0030,FPS_CLOSED,FPS_CLOSED reported for RC2023102169 at FPS-0030,2026-01-27T17:00:00,OPEN,,
GRV-000189,BEN-003852,FPS-0585,FPS_CLOSED,FPS_CLOSED reported for RC2025103851 at FPS-0585,2026-03-14T16:00:00,RESOLVED,Resolved: FPS_CLOSED verified and adjusted,2026-03-22T16:00:00
GRV-000190,BEN-007716,FPS-0115,TRANSACTION_FAILURE,TRANSACTION_FAILURE reported for RC2025107715 at FPS-0115,2026-02-10T05:00:00,RESOLVED,Resolved: TRANSACTION_FAILURE verified and adjusted,2026-02-11T05:00:00
GRV-000191,BEN-009475,FPS-0013,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2023109474 at FPS-0013,2026-01-23T16:00:00,RESOLVED,Resolved: ENTITLEMENT_QUERY verified and adjusted,2026-01-26T16:00:00
GRV-000192,BEN-004496,FPS-0537,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2024104495 at FPS-0537,2026-03-14T03:00:00,RESOLVED,Resolved: SHORT_DELIVERY verified and adjusted,2026-03-21T03:00:00
GRV-000193,BEN-007178,FPS-0408,TRANSACTION_FAILURE,TRANSACTION_FAILURE reported for RC2024107177 at FPS-0408,2026-01-08T19:00:00,RESOLVED,Resolved: TRANSACTION_FAILURE verified and adjusted,2026-01-13T19:00:00
GRV-000194,BEN-006998,FPS-0417,FPS_CLOSED,FPS_CLOSED reported for RC2024106997 at FPS-0417,2026-02-03T06:00:00,RESOLVED,Resolved: FPS_CLOSED verified and adjusted,2026-02-08T06:00:00
GRV-000195,BEN-005598,FPS-0219,TRANSACTION_FAILURE,TRANSACTION_FAILURE reported for RC2025105597 at FPS-0219,2026-03-13T13:00:00,OPEN,,
GRV-000196,BEN-006913,FPS-0189,QUALITY,QUALITY reported for RC2023106912 at FPS-0189,2026-02-09T22:00:00,OPEN,,
GRV-000197,BEN-007794,FPS-0055,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2025107793 at FPS-0055,2026-02-10T23:00:00,CLOSED,Resolved: WRONG_QUANTITY verified and adjusted,2026-02-20T23:00:00
GRV-000198,BEN-004958,FPS-0043,QUALITY,QUALITY reported for RC2024104957 at FPS-0043,2026-03-12T17:00:00,IN_REVIEW,,
GRV-000199,BEN-008674,FPS-0468,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2023108673 at FPS-0468,2026-03-20T19:00:00,RESOLVED,Resolved: ENTITLEMENT_QUERY verified and adjusted,2026-03-22T19:00:00
GRV-000200,BEN-006960,FPS-0211,QUALITY,QUALITY reported for RC2025106959 at FPS-0211,2026-03-06T19:00:00,RESOLVED,Resolved: QUALITY verified and adjusted,2026-03-09T19:00:00
GRV-000201,BEN-005659,FPS-0585,OTHER,OTHER reported for RC2023105658 at FPS-0585,2026-01-05T14:00:00,RESOLVED,Resolved: OTHER verified and adjusted,2026-01-08T14:00:00
GRV-000202,BEN-001167,FPS-0470,OTHER,OTHER reported for RC2025101166 at FPS-0470,2026-03-14T01:00:00,OPEN,,
GRV-000203,BEN-000740,FPS-0545,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2024100739 at FPS-0545,2026-01-10T15:00:00,IN_REVIEW,,
GRV-000204,BEN-003894,FPS-0518,FPS_CLOSED,FPS_CLOSED reported for RC2025103893 at FPS-0518,2026-03-17T06:00:00,RESOLVED,Resolved: FPS_CLOSED verified and adjusted,2026-03-25T06:00:00
GRV-000205,BEN-008449,FPS-0142,FPS_CLOSED,FPS_CLOSED reported for RC2023108448 at FPS-0142,2026-02-09T12:00:00,RESOLVED,Resolved: FPS_CLOSED verified and adjusted,2026-02-16T12:00:00
GRV-000206,BEN-002898,FPS-0405,QUALITY,QUALITY reported for RC2025102897 at FPS-0405,2026-01-29T06:00:00,IN_REVIEW,,
GRV-000207,BEN-000581,FPS-0453,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2024100580 at FPS-0453,2026-01-22T18:00:00,RESOLVED,Resolved: SHORT_DELIVERY verified and adjusted,2026-01-23T18:00:00
GRV-000208,BEN-001647,FPS-0414,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2025101646 at FPS-0414,2026-01-27T04:00:00,RESOLVED,Resolved: ENTITLEMENT_QUERY verified and adjusted,2026-01-29T04:00:00
GRV-000209,BEN-005048,FPS-0024,FPS_CLOSED,FPS_CLOSED reported for RC2024105047 at FPS-0024,2026-01-06T10:00:00,CLOSED,Resolved: FPS_CLOSED verified and adjusted,2026-01-15T10:00:00
GRV-000210,BEN-000538,FPS-0410,FPS_CLOSED,FPS_CLOSED reported for RC2023100537 at FPS-0410,2026-01-23T20:00:00,IN_REVIEW,,
GRV-000211,BEN-003248,FPS-0309,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2024103247 at FPS-0309,2026-03-04T17:00:00,RESOLVED,Resolved: ENTITLEMENT_QUERY verified and adjusted,2026-03-14T17:00:00
GRV-000212,BEN-001670,FPS-0024,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2024101669 at FPS-0024,2026-02-23T21:00:00,OPEN,,
GRV-000213,BEN-009281,FPS-0386,FPS_CLOSED,FPS_CLOSED reported for RC2024109280 at FPS-0386,2026-03-02T13:00:00,RESOLVED,Resolved: FPS_CLOSED verified and adjusted,2026-03-06T13:00:00
GRV-000214,BEN-003407,FPS-0103,QUALITY,QUALITY reported for RC2024103406 at FPS-0103,2026-02-11T00:00:00,RESOLVED,Resolved: QUALITY verified and adjusted,2026-02-18T00:00:00
GRV-000215,BEN-000436,FPS-0562,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2023100435 at FPS-0562,2026-03-07T03:00:00,OPEN,,
GRV-000216,BEN-005256,FPS-0497,OTHER,OTHER reported for RC2025105255 at FPS-0497,2026-02-25T19:00:00,OPEN,,
GRV-000217,BEN-004460,FPS-0111,OTHER,OTHER reported for RC2024104459 at FPS-0111,2026-01-16T17:00:00,CLOSED,Resolved: OTHER verified and adjusted,2026-01-25T17:00:00
GRV-000218,BEN-007844,FPS-0340,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2024107843 at FPS-0340,2026-01-19T23:00:00,IN_REVIEW,,
GRV-000219,BEN-002952,FPS-0127,FPS_CLOSED,FPS_CLOSED reported for RC2025102951 at FPS-0127,2026-01-25T22:00:00,OPEN,,
GRV-000220,BEN-002356,FPS-0095,FPS_CLOSED,FPS_CLOSED reported for RC2023102355 at FPS-0095,2026-02-15T21:00:00,CLOSED,Resolved: FPS_CLOSED verified and adjusted,2026-02-20T21:00:00
GRV-000221,BEN-004821,FPS-0445,QUALITY,QUALITY reported for RC2025104820 at FPS-0445,2026-03-20T02:00:00,OPEN,,
GRV-000222,BEN-003627,FPS-0093,QUALITY,QUALITY reported for RC2025103626 at FPS-0093,2026-03-12T08:00:00,RESOLVED,Resolved: QUALITY verified and adjusted,2026-03-18T08:00:00
GRV-000223,BEN-007597,FPS-0305,FPS_CLOSED,FPS_CLOSED reported for RC2023107596 at FPS-0305,2026-01-22T08:00:00,CLOSED,Resolved: FPS_CLOSED verified and adjusted,2026-02-01T08:00:00
GRV-000224,BEN-009111,FPS-0375,OTHER,OTHER reported for RC2025109110 at FPS-0375,2026-01-11T15:00:00,RESOLVED,Resolved: OTHER verified and adjusted,2026-01-12T15:00:00
GRV-000225,BEN-000382,FPS-0388,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2023100381 at FPS-0388,2026-03-11T07:00:00,RESOLVED,Resolved: WRONG_QUANTITY verified and adjusted,2026-03-20T07:00:00
GRV-000226,BEN-006285,FPS-0460,QUALITY,QUALITY reported for RC2025106284 at FPS-0460,2026-03-19T10:00:00,IN_REVIEW,,
GRV-000227,BEN-006884,FPS-0152,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2024106883 at FPS-0152,2026-01-20T02:00:00,IN_REVIEW,,
GRV-000228,BEN-006343,FPS-0376,OTHER,OTHER reported for RC2023106342 at FPS-0376,2026-01-06T12:00:00,RESOLVED,Resolved: OTHER verified and adjusted,2026-01-15T12:00:00
GRV-000229,BEN-001713,FPS-0011,FPS_CLOSED,FPS_CLOSED reported for RC2025101712 at FPS-0011,2026-01-25T10:00:00,CLOSED,Resolved: FPS_CLOSED verified and adjusted,2026-02-03T10:00:00
GRV-000230,BEN-000102,FPS-0299,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2025100101 at FPS-0299,2026-03-02T18:00:00,RESOLVED,Resolved: WRONG_QUANTITY verified and adjusted,2026-03-10T18:00:00
GRV-000231,BEN-003391,FPS-0373,TRANSACTION_FAILURE,TRANSACTION_FAILURE reported for RC2023103390 at FPS-0373,2026-01-25T12:00:00,RESOLVED,Resolved: TRANSACTION_FAILURE verified and adjusted,2026-01-28T12:00:00
GRV-000232,BEN-002713,FPS-0275,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2023102712 at FPS-0275,2026-01-17T17:00:00,IN_REVIEW,,
GRV-000233,BEN-008232,FPS-0108,TRANSACTION_FAILURE,TRANSACTION_FAILURE reported for RC2025108231 at FPS-0108,2026-02-12T12:00:00,CLOSED,Resolved: TRANSACTION_FAILURE verified and adjusted,2026-02-13T12:00:00
GRV-000234,BEN-003034,FPS-0103,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2023103033 at FPS-0103,2026-01-09T22:00:00,RESOLVED,Resolved: ENTITLEMENT_QUERY verified and adjusted,2026-01-17T22:00:00
GRV-000235,BEN-002028,FPS-0053,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2025102027 at FPS-0053,2026-02-14T22:00:00,IN_REVIEW,,
GRV-000236,BEN-005469,FPS-0248,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2025105468 at FPS-0248,2026-03-15T12:00:00,RESOLVED,Resolved: WRONG_QUANTITY verified and adjusted,2026-03-17T12:00:00
GRV-000237,BEN-008351,FPS-0521,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2024108350 at FPS-0521,2026-01-28T20:00:00,IN_REVIEW,,
GRV-000238,BEN-004650,FPS-0430,FPS_CLOSED,FPS_CLOSED reported for RC2025104649 at FPS-0430,2026-02-11T14:00:00,IN_REVIEW,,
GRV-000239,BEN-001515,FPS-0535,FPS_CLOSED,FPS_CLOSED reported for RC2025101514 at FPS-0535,2026-01-05T07:00:00,RESOLVED,Resolved: FPS_CLOSED verified and adjusted,2026-01-09T07:00:00
GRV-000240,BEN-005013,FPS-0123,TRANSACTION_FAILURE,TRANSACTION_FAILURE reported for RC2025105012 at FPS-0123,2026-02-23T17:00:00,RESOLVED,Resolved: TRANSACTION_FAILURE verified and adjusted,2026-03-01T17:00:00
GRV-000241,BEN-009685,FPS-0124,FPS_CLOSED,FPS_CLOSED reported for RC2023109684 at FPS-0124,2026-01-10T12:00:00,CLOSED,Resolved: FPS_CLOSED verified and adjusted,2026-01-13T12:00:00
GRV-000242,BEN-006158,FPS-0475,OTHER,OTHER reported for RC2024106157 at FPS-0475,2026-02-19T13:00:00,RESOLVED,Resolved: OTHER verified and adjusted,2026-02-21T13:00:00
GRV-000243,BEN-003687,FPS-0581,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2025103686 at FPS-0581,2026-02-14T23:00:00,OPEN,,
GRV-000244,BEN-007618,FPS-0499,QUALITY,QUALITY reported for RC2023107617 at FPS-0499,2026-02-03T14:00:00,RESOLVED,Resolved: QUALITY verified and adjusted,2026-02-09T14:00:00
GRV-000245,BEN-009103,FPS-0379,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2023109102 at FPS-0379,2026-02-22T07:00:00,OPEN,,
GRV-000246,BEN-007776,FPS-0069,OTHER,OTHER reported for RC2025107775 at FPS-0069,2026-03-16T12:00:00,RESOLVED,Resolved: OTHER verified and adjusted,2026-03-19T12:00:00
GRV-000247,BEN-007553,FPS-0301,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2024107552 at FPS-0301,2026-01-25T23:00:00,RESOLVED,Resolved: ENTITLEMENT_QUERY verified and adjusted,2026-01-28T23:00:00
GRV-000248,BEN-003974,FPS-0365,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2024103973 at FPS-0365,2026-02-06T10:00:00,IN_REVIEW,,
GRV-000249,BEN-000151,FPS-0177,SHORT_DELIVERY,SHORT_DELIVERY reported for RC2023100150 at FPS-0177,2026-01-17T17:00:00,OPEN,,
GRV-000250,BEN-002047,FPS-0575,TRANSACTION_FAILURE,TRANSACTION_FAILURE reported for RC2023102046 at FPS-0575,2026-03-12T00:00:00,RESOLVED,Resolved: TRANSACTION_FAILURE verified and adjusted,2026-03-14T00:00:00
GRV-000251,BEN-004375,FPS-0470,FPS_CLOSED,FPS_CLOSED reported for RC2023104374 at FPS-0470,2026-03-21T21:00:00,CLOSED,Resolved: FPS_CLOSED verified and adjusted,2026-03-31T21:00:00
GRV-000252,BEN-005318,FPS-0575,OTHER,OTHER reported for RC2024105317 at FPS-0575,2026-03-01T23:00:00,RESOLVED,Resolved: OTHER verified and adjusted,2026-03-10T23:00:00
GRV-000253,BEN-005912,FPS-0190,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2024105911 at FPS-0190,2026-01-10T01:00:00,OPEN,,
GRV-000254,BEN-003271,FPS-0557,TRANSACTION_FAILURE,TRANSACTION_FAILURE reported for RC2023103270 at FPS-0557,2026-01-12T09:00:00,RESOLVED,Resolved: TRANSACTION_FAILURE verified and adjusted,2026-01-22T09:00:00
GRV-000255,BEN-005823,FPS-0307,OTHER,OTHER reported for RC2025105822 at FPS-0307,2026-03-06T08:00:00,CLOSED,Resolved: OTHER verified and adjusted,2026-03-10T08:00:00
GRV-000256,BEN-004915,FPS-0458,QUALITY,QUALITY reported for RC2023104914 at FPS-0458,2026-01-25T04:00:00,RESOLVED,Resolved: QUALITY verified and adjusted,2026-01-28T04:00:00
GRV-000257,BEN-002389,FPS-0069,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2023102388 at FPS-0069,2026-03-11T09:00:00,RESOLVED,Resolved: WRONG_QUANTITY verified and adjusted,2026-03-16T09:00:00
GRV-000258,BEN-004884,FPS-0498,FPS_CLOSED,FPS_CLOSED reported for RC2025104883 at FPS-0498,2026-01-08T18:00:00,RESOLVED,Resolved: FPS_CLOSED verified and adjusted,2026-01-12T18:00:00
GRV-000259,BEN-008417,FPS-0050,QUALITY,QUALITY reported for RC2024108416 at FPS-0050,2026-01-28T23:00:00,OPEN,,
GRV-000260,BEN-008049,FPS-0366,QUALITY,QUALITY reported for RC2025108048 at FPS-0366,2026-02-19T08:00:00,RESOLVED,Resolved: QUALITY verified and adjusted,2026-03-01T08:00:00
GRV-000261,BEN-006543,FPS-0414,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2025106542 at FPS-0414,2026-01-26T12:00:00,RESOLVED,Resolved: ENTITLEMENT_QUERY verified and adjusted,2026-02-04T12:00:00
GRV-000262,BEN-003815,FPS-0323,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2024103814 at FPS-0323,2026-02-21T17:00:00,CLOSED,Resolved: WRONG_QUANTITY verified and adjusted,2026-02-25T17:00:00
GRV-000263,BEN-005873,FPS-0413,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2024105872 at FPS-0413,2026-01-28T07:00:00,CLOSED,Resolved: WRONG_QUANTITY verified and adjusted,2026-02-04T07:00:00
GRV-000264,BEN-008356,FPS-0353,TRANSACTION_FAILURE,TRANSACTION_FAILURE reported for RC2023108355 at FPS-0353,2026-02-09T16:00:00,CLOSED,Resolved: TRANSACTION_FAILURE verified and adjusted,2026-02-10T16:00:00
GRV-000265,BEN-009679,FPS-0236,TRANSACTION_FAILURE,TRANSACTION_FAILURE reported for RC2023109678 at FPS-0236,2026-03-18T10:00:00,OPEN,,
GRV-000266,BEN-004013,FPS-0255,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2024104012 at FPS-0255,2026-02-08T18:00:00,OPEN,,
GRV-000267,BEN-001986,FPS-0052,QUALITY,QUALITY reported for RC2025101985 at FPS-0052,2026-01-29T06:00:00,OPEN,,
GRV-000268,BEN-004354,FPS-0268,ENTITLEMENT_QUERY,ENTITLEMENT_QUERY reported for RC2023104353 at FPS-0268,2026-01-21T02:00:00,IN_REVIEW,,
GRV-000269,BEN-000931,FPS-0509,QUALITY,QUALITY reported for RC2023100930 at FPS-0509,2026-02-09T18:00:00,RESOLVED,Resolved: QUALITY verified and adjusted,2026-02-12T18:00:00
GRV-000270,BEN-007605,FPS-0345,WRONG_QUANTITY,WRONG_QUANTITY reported for RC2025107604 at FPS-0345,2026-01-27T02:00:00,RESOLVED,Resolved: WRONG_QUANTITY verified and adjusted,2026-02-03T02:00:00
GRV-000271,BEN-000168,FPS-0412,QUALITY,QUALITY reported for RC2025100167 at FPS-0412,2026-01-28T09:00:00,RESOLVED,Resolved: QUALITY verified and adjusted,2026-02-06T09:00:00
