inspection_id,fps_id,inspector_id,inspection_date,stock_expected_kg,stock_observed_kg,stock_variance_kg,weighing_accuracy,moisture_status,shop_condition,stock_register_verified,epos_verified,finding,status,evidence_reference,sealed_hash
INSP-000117,FPS-0546,OFF-00008,2026-02-07,1126,1158,32,0.99,HIGH,AVERAGE,NO,YES,NORMAL,SEALED,EVID-7428,583f39362592edd5fa7d66ad76b017fd42a5efdfabff08427c13be4b17c733f8
INSP-000118,FPS-0210,OFF-00066,2026-03-15,819,827,8,1.0,LOW,AVERAGE,NO,NO,NORMAL,DRAFT,EVID-9304,4fdf08a8cc3c30305103d666f9427e9250aea71cce29fa03ab2f5abdcf438a19
INSP-000119,FPS-0085,OFF-00052,2026-02-02,1358,1359,1,0.97,NORMAL,POOR,NO,YES,NORMAL,SUBMITTED,EVID-1721,6323fb9f4eaf839e16da988441f1f4b73062ed92d5933e33ab2f6bb1087e0ad9
INSP-000120,FPS-0108,OFF-00039,2026-03-14,2424,2402,-22,0.99,LOW,POOR,YES,YES,NORMAL,SEALED,EVID-5080,84180f952f9a7f06ab7cfa612a6998610402c006bd6fadb3f8da62cf5476fa85
INSP-000121,FPS-0309,OFF-00057,2026-02-05,1849,1901,52,0.98,NORMAL,POOR,NO,YES,NORMAL,SEALED,EVID-8352,657dda1482b4d5cdb843333ed0b8967e8e32c92119b0f43a47bfaff607fdabb3
INSP-000122,FPS-0444,OFF-00017,2026-02-19,1544,1561,17,0.99,HIGH,AVERAGE,YES,NO,NORMAL,SEALED,EVID-8319,c623df1a116f188053bdbfbb8d3174f0d1a890109c39521d7776f4d3efba3486
INSP-000123,FPS-0222,OFF-00065,2026-03-04,1508,1524,16,0.99,LOW,AVERAGE,YES,NO,NORMAL,SUBMITTED,EVID-7366,90ba343f1d0e50143b28be92137a7931822f4f317439f97a16d87e57a13cecb1
INSP-000124,FPS-0226,OFF-00008,2026-03-22,880,891,11,0.97,HIGH,GOOD,YES,YES,NORMAL,DRAFT,EVID-6088,75a197abe0999ee8adc1bad3f890134b267a3a8b33c9e9153094dc0224cdc0f6
INSP-000125,FPS-0262,OFF-00033,2026-01-27,1231,1199,-32,0.97,HIGH,POOR,YES,YES,NORMAL,SEALED,EVID-7675,3b5f1ecdc9eceaf7b6bf6eecad83bb7b4936659621982b6349a4e42d6ac17f6f
INSP-000126,FPS-0578,OFF-00040,2026-02-28,1607,1566,-41,1.0,NORMAL,GOOD,NO,NO,NORMAL,SUBMITTED,EVID-5895,1b164891b7eeb57530f0789f0435fb8f4c7631a0bca30217f6b1d6cdc631aa0b
INSP-000127,FPS-0202,OFF-00008,2026-03-20,856,860,4,0.99,LOW,GOOD,NO,NO,NORMAL,SEALED,EVID-8849,cc5edd7b830ecd2a349fff2de163391f99eb1b97e51b8c6f9999a7fc66ba4a83
INSP-000128,FPS-0560,OFF-00051,2026-03-04,1401,1413,12,0.99,LOW,POOR,YES,NO,NORMAL,SUBMITTED,EVID-3678,2d91b1cfae0f0f618941a6a447c4c51236309681af93e8b6b6ef35fc7f4b91e6
INSP-000129,FPS-0395,OFF-00063,2026-02-04,860,853,-7,0.99,LOW,AVERAGE,NO,YES,NORMAL,SEALED,EVID-3285,40d625f76da63c3220fb4a96a49c3611927982d404550ed4a6c9dd2ec42b6e50
INSP-000130,FPS-0378,OFF-00016,2026-03-11,1111,1163,52,0.99,LOW,AVERAGE,NO,YES,NORMAL,SEALED,EVID-6353,2afd087e14d7d4d8f041eec47b72964037c0a3c42366857deb90cdb0df480105
INSP-000131,FPS-0293,OFF-00046,2026-03-22,1692,1712,20,0.98,HIGH,AVERAGE,YES,YES,NORMAL,SEALED,EVID-4767,d8b42bc2887a36eaa6bbf388194e3698ef4378984a2d56f0b931e45343377905
INSP-000132,FPS-0049,OFF-00035,2026-03-12,2460,2403,-57,1.0,NORMAL,POOR,NO,NO,NORMAL,SUBMITTED,EVID-9923,d238dff4ca4b3c91d655dfa7a40b1b45df763b8927c6a8b78c83cd67fe88b669
INSP-000133,FPS-0517,OFF-00052,2026-02-09,1814,1789,-25,0.98,NORMAL,AVERAGE,NO,NO,NORMAL,SEALED,EVID-7313,4312201b8c2fd8e2268f1748d78ab121a6529e9cdf789bd3850580790bec0c7d
INSP-000134,FPS-0267,OFF-00039,2026-03-22,1740,1740,0,0.99,LOW,AVERAGE,YES,YES,NORMAL,SEALED,EVID-8563,7b2f9c43b1d5a25f76846db9996f399e026c4a542ad6d65767995a36382a2012
INSP-000135,FPS-0289,OFF-00050,2026-02-18,1867,1848,-19,1.0,LOW,AVERAGE,NO,YES,NORMAL,SEALED,EVID-3363,579d0ed42d814e4c06a2a54dd52b76bd7d1d738c02e1345853bf13c80686dfb6
INSP-000136,FPS-0479,OFF-00053,2026-01-27,1233,1196,-37,0.99,NORMAL,GOOD,YES,NO,NORMAL,DRAFT,EVID-2597,86dfe03b4010a585748e3bae309d0e806e1dabdb4856ca777285d584e8e11fc4
INSP-000137,FPS-0373,OFF-00057,2026-03-04,1812,1785,-27,1.0,LOW,POOR,NO,NO,NORMAL,SEALED,EVID-3040,fdb34ad147b5e1f2af4fbfee90b2452eba04fa8899c5cdef97cd5fd9e8a38fbf
INSP-000138,FPS-0391,OFF-00054,2026-03-02,1535,1541,6,0.98,NORMAL,POOR,NO,YES,NORMAL,SEALED,EVID-5633,84239352063b32c82a449bc500c8d89860336a52695864735e104551ba233846
INSP-000139,FPS-0174,OFF-00028,2026-03-02,2445,2398,-47,0.99,NORMAL,POOR,NO,NO,NORMAL,SEALED,EVID-8230,b721b6440efc2abb93cda4161448ca2042db2be02b0e4d28f28133f6e037ea9b
INSP-000140,FPS-0125,OFF-00014,2026-02-20,758,821,63,1.0,NORMAL,GOOD,NO,YES,STOCK_VARIANCE,SEALED,EVID-4138,cf207bdf5dd3844eec048f2dba2f40eaa2e1cf91a504742489aefdc5525a57ef
INSP-000141,FPS-0281,OFF-00022,2026-02-15,1100,1102,2,0.99,NORMAL,AVERAGE,YES,YES,NORMAL,SUBMITTED,EVID-1026,9ea17753a5871ef5bd1f676698e053b3d0d50e065b9ce721cd80b8f68948137a
INSP-000142,FPS-0258,OFF-00012,2026-02-17,826,878,52,0.99,HIGH,AVERAGE,YES,NO,STOCK_VARIANCE,SEALED,EVID-2882,8c6128f041b39bac01631012693203f8375504382bd65ce83aa1542060d3e6d3
INSP-000143,FPS-0204,OFF-00065,2026-03-01,891,912,21,0.99,NORMAL,POOR,YES,NO,NORMAL,SEALED,EVID-4479,d1646167832ec6c301c60ba66e75c3c02ce62e9129e0d8eb08122368052c2897
INSP-000144,FPS-0186,OFF-00047,2026-02-27,555,560,5,0.99,NORMAL,POOR,NO,NO,NORMAL,SUBMITTED,EVID-1994,8b1463ea734bf97f64dd3242749f750545808231fb56ded5d0e16f69c25899a9
INSP-000145,FPS-0208,OFF-00047,2026-02-07,952,925,-27,0.98,LOW,POOR,NO,YES,NORMAL,DRAFT,EVID-1116,c3e857f6ef5ceeb134d53800fb89945777c75744a1e7f2cd81984de6a911fe9a
INSP-000146,FPS-0199,OFF-00028,2026-03-13,1411,1396,-15,1.0,LOW,GOOD,YES,YES,NORMAL,SEALED,EVID-7670,1ae9b92f0fd498ed3280261eadbf3531348ea8514d2fc3ac1955d4748827f55f
INSP-000147,FPS-0014,OFF-00041,2026-01-02,1570,1539,-31,0.98,LOW,AVERAGE,NO,NO,NORMAL,SEALED,EVID-6318,ee5a88c10262415e6a1ec33334901eacc4768e5e504e408bcda5730376b736aa
INSP-000148,FPS-0500,OFF-00050,2026-02-25,956,928,-28,0.97,LOW,POOR,YES,NO,NORMAL,SUBMITTED,EVID-2893,b57ffb218d65ba367e1551aa0e382f7cc94aee6aa83a8eb24528f7ccb9a0d37a
INSP-000149,FPS-0064,OFF-00018,2026-02-26,1530,1533,3,0.99,LOW,POOR,YES,NO,NORMAL,SUBMITTED,EVID-6988,46780a79aa38cea8421d54747e43a5a0e75e55afea95a42bf0c532a58aca8759
INSP-000150,FPS-0390,OFF-00044,2026-03-14,923,918,-5,0.98,LOW,AVERAGE,YES,YES,NORMAL,SEALED,EVID-9250,c9e320be4d6aeed599d95bfb0144c5b062361ea336a39e1706421d05356b0b93
INSP-000151,FPS-0165,OFF-00021,2026-03-14,1630,1629,-1,0.98,NORMAL,POOR,NO,YES,NORMAL,SEALED,EVID-4656,a36090d2a73f30698ded4f0c1ad81954009a6c91c3f5d90daadd7e48e9cf20b0
INSP-000152,FPS-0229,OFF-00020,2026-03-07,1126,1125,-1,0.99,LOW,GOOD,YES,YES,NORMAL,DRAFT,EVID-4966,ed488b9a4655a97c616204d76cfca14ce0438303c739d912fd39b03e8b142f2d
INSP-000153,FPS-0083,OFF-00030,2026-02-19,1566,1524,-42,1.0,LOW,GOOD,YES,YES,NORMAL,SUBMITTED,EVID-3896,39c3fdc53e7e3e8acc72711843a93148959d501ae4a0faa523149d0bb4baf74f
INSP-000154,FPS-0559,OFF-00032,2026-01-01,1178,1157,-21,0.99,LOW,POOR,YES,NO,NORMAL,SEALED,EVID-3953,726ebd27ae3fb93c2d2d7e1ef69dfe14296e373bf52e49d51f3772b0797b6353
INSP-000155,FPS-0158,OFF-00049,2026-02-03,1109,1120,11,0.98,HIGH,POOR,NO,NO,NORMAL,SEALED,EVID-6420,9b4cdf375db0db24fdd13c32fdebd0b72f625865f1787ba10a5cb058d86b3e37
INSP-000156,FPS-0267,OFF-00024,2026-02-16,1717,1732,15,0.97,HIGH,POOR,YES,NO,NORMAL,SUBMITTED,EVID-4164,c7f7e29bdc6b074970442b47c0d95a4af6a6701ad69afb2ac02bf8ab1dc4f23a
INSP-000157,FPS-0552,OFF-00050,2026-01-26,1379,1369,-10,0.98,HIGH,POOR,YES,YES,NORMAL,SEALED,EVID-2695,63eb403d8255f36bc78b80d93b239e6960506debd728220c98e9c239de578db1
INSP-000158,FPS-0417,OFF-00057,2026-03-05,2069,2053,-16,0.97,LOW,POOR,YES,NO,NORMAL,SEALED,EVID-4758,a2550a1f1f71b6c8fd6fc4fe6d5ef599999ecb691714be3c5667a6b7ba149c5b
INSP-000159,FPS-0447,OFF-00028,2026-02-09,828,816,-12,0.97,HIGH,AVERAGE,NO,YES,NORMAL,SEALED,EVID-8209,27fee5bcd0c8dcfde8a3b03466dbb8ee4b21c26e064e9dca5f4df479d46522ab
INSP-000160,FPS-0319,OFF-00054,2026-02-07,1003,1006,3,0.98,NORMAL,GOOD,YES,YES,NORMAL,SEALED,EVID-3243,4063c1b9844e8b8bf30822c67c1a09163cbbc347980d1a9ea5b4d8c7372032d3
INSP-000161,FPS-0492,OFF-00066,2026-02-18,1262,1278,16,0.97,LOW,POOR,NO,NO,NORMAL,DRAFT,EVID-5425,53e13d81586d0aebfe8cb5307fedc6804b789dd788b3c4eb60b946c7975eb144
INSP-000162,FPS-0371,OFF-00012,2026-01-11,823,818,-5,0.99,NORMAL,AVERAGE,YES,YES,NORMAL,SEALED,EVID-3852,38c4712d46e4638289ef526e9543ca699231550ccdb7bd88c2d5754a9ac66445
INSP-000163,FPS-0001,OFF-00035,2026-01-16,541,543,2,0.98,HIGH,AVERAGE,YES,YES,NORMAL,SUBMITTED,EVID-1799,858b9eba51edb3b983e360975d9df3ae577978c2a4fb51f2714013954a65a6fa
INSP-000164,FPS-0445,OFF-00010,2026-01-25,615,598,-17,0.97,NORMAL,AVERAGE,NO,NO,NORMAL,DRAFT,EVID-8784,52283a186040ed64aff59e9febef19f823c0351fdb24daf7bbcbdfff20e67d7e
INSP-000165,FPS-0156,OFF-00049,2026-02-04,807,824,17,0.98,HIGH,POOR,NO,NO,NORMAL,SEALED,EVID-7052,e72903f15f87d269c6a257033c8931b6322095b958c66cf977daecde1b9a8c80
INSP-000166,FPS-0001,OFF-00023,2026-02-21,679,657,-22,0.98,LOW,POOR,YES,YES,NORMAL,SEALED,EVID-8734,812d390a68a9288380dec8f478b77227d2dd66246bccd0226f5b09d7f3fc8242
INSP-000167,FPS-0022,OFF-00012,2026-02-17,1710,1743,33,0.98,HIGH,POOR,YES,YES,NORMAL,SEALED,EVID-9411,2f8a5cb3950800c15917fbf67e3ea531a60ef539ae400d5539ca1ffa6ca9207e
INSP-000168,FPS-0187,OFF-00048,2026-03-04,1598,1598,0,0.98,NORMAL,GOOD,YES,NO,NORMAL,SEALED,EVID-3448,daa18340de33c0c9055070f249e0fbdaa37701bf84b40f8e2bece4b4bdf014bc
INSP-000169,FPS-0551,OFF-00028,2026-03-02,1695,1863,168,0.99,LOW,POOR,YES,NO,STOCK_VARIANCE,SUBMITTED,EVID-6205,50cc55d813bb52ff6383646dc83b62c29bb084391aa392c33556deacef5b2d96
INSP-000170,FPS-0433,OFF-00065,2026-03-13,1120,1132,12,0.97,NORMAL,POOR,YES,NO,NORMAL,SEALED,EVID-8290,37b0f2221bc66109d1ea0558d3e67a6a5801e4563f5b07f0ec0a3c98f4c7b7e6
INSP-000171,FPS-0467,OFF-00012,2026-01-30,1551,1491,-60,0.98,LOW,GOOD,NO,YES,NORMAL,SUBMITTED,EVID-7259,a35127949fe5d2ca96857d708c5413eb1cc47bf71bdf775d12332e386fc8c5f3
INSP-000172,FPS-0434,OFF-00028,2026-01-25,1390,1443,53,0.99,LOW,AVERAGE,YES,YES,NORMAL,SUBMITTED,EVID-9605,68a98c9787afcadf534715a26bc3ade0729ddc96e152dd2b86aa13498d73e677
INSP-000173,FPS-0188,OFF-00014,2026-03-22,1090,1069,-21,0.99,HIGH,AVERAGE,YES,YES,NORMAL,SUBMITTED,EVID-5755,fe9ab6884968918505ff6cfe6670861514e6a96058003650f45fde83452c2852
INSP-000174,FPS-0283,OFF-00042,2026-02-02,1229,1242,13,1.0,NORMAL,AVERAGE,YES,NO,NORMAL,SEALED,EVID-6691,fd985fea740c740d7db590dfd9864c1910bcca83f58113d1176ffef821e6b575
INSP-000175,FPS-0593,OFF-00043,2026-03-07,781,792,11,0.98,HIGH,POOR,YES,NO,NORMAL,SUBMITTED,EVID-9318,470c7dd17728a03a74309950ed92f1f773b1b267da62a59326ed94e7b76d00c8
INSP-000176,FPS-0447,OFF-00048,2026-01-16,987,985,-2,0.98,HIGH,AVERAGE,NO,NO,NORMAL,SUBMITTED,EVID-9470,8972257fe5c064457b8e5c2f9833f10a9b66c261f2089cb2bd4cef5939f149ed
INSP-000177,FPS-0486,OFF-00056,2026-01-03,1781,1779,-2,0.98,NORMAL,AVERAGE,YES,YES,NORMAL,SEALED,EVID-1552,49add94ba63f0350e5f0bbc259810d715f1ad250049351e34d6c61891754f576
INSP-000178,FPS-0563,OFF-00035,2026-03-03,1668,1619,-49,0.97,HIGH,GOOD,NO,NO,NORMAL,SEALED,EVID-7012,5012c78ac05908d9c3a3f5f2d98dd269b675ba67826c68be2bceaa978d3890d3
INSP-000179,FPS-0218,OFF-00027,2026-03-15,1566,1555,-11,0.99,HIGH,POOR,NO,YES,NORMAL,SUBMITTED,EVID-9491,b053bed22d729ece521479365922d3309fc8aa9dd7f30a6818c4b1480d651aad
INSP-000180,FPS-0514,OFF-00011,2026-01-18,1078,1097,19,0.99,LOW,GOOD,NO,YES,NORMAL,SUBMITTED,EVID-3882,ce63d7083c5bd799a5f3424975f5ca216eca50fcd1bb75253411ba457782663a
INSP-000181,FPS-0282,OFF-00025,2026-01-12,841,831,-10,0.98,NORMAL,GOOD,YES,YES,NORMAL,SEALED,EVID-9462,1ac1df00024b10eb250e5992b5931f017905a56d720995599fbaf21c26d2b54b
INSP-000182,FPS-0437,OFF-00040,2026-02-26,2001,1948,-53,0.99,LOW,POOR,YES,NO,NORMAL,SEALED,EVID-6414,f3e4431b4cfa750b5c4ead4073382721bd949f78a9630b792039c85b5dda7b48
INSP-000183,FPS-0549,OFF-00030,2026-02-19,1203,1195,-8,0.99,NORMAL,GOOD,YES,YES,NORMAL,SUBMITTED,EVID-2099,ee3910f71c5be69fb2a9af475ee3b290355b7066e9bc31c2ed1815419743d216
INSP-000184,FPS-0505,OFF-00039,2026-03-13,1676,1687,11,0.99,HIGH,AVERAGE,NO,NO,NORMAL,SUBMITTED,EVID-7454,b88fa8319b942e40a83a5cfa6221c5c1dff48278975f79a3dec094b3b1fdbaaf
INSP-000185,FPS-0060,OFF-00026,2026-01-14,1862,1834,-28,1.0,LOW,POOR,YES,NO,NORMAL,SUBMITTED,EVID-4250,487379c190f1001fb4953006b40a09f31a25c9f0dd20dea6762cbef9ee3d14c3
INSP-000186,FPS-0434,OFF-00020,2026-03-09,1401,1374,-27,0.99,LOW,POOR,YES,NO,NORMAL,DRAFT,EVID-3689,e574d662578d53be3ec1aff19f70bf1444540c62042010ce3de50d7990c1683f
INSP-000187,FPS-0147,OFF-00065,2026-02-01,1951,1911,-40,0.98,HIGH,POOR,YES,YES,NORMAL,SEALED,EVID-1397,3a1e645483d757ac4a9ed864d55f1f4c2275fada3a8c54cd7049a512f930baf5
INSP-000188,FPS-0560,OFF-00018,2026-02-08,2049,1992,-57,0.98,NORMAL,GOOD,YES,NO,NORMAL,SUBMITTED,EVID-7547,82e7c17ed9bea6362f211431fa3621c22ef19b0e8726edda7b31fccafee993f7
INSP-000189,FPS-0305,OFF-00063,2026-02-18,2170,2377,207,0.97,HIGH,POOR,YES,YES,STOCK_VARIANCE,SEALED,EVID-5287,1f313722b838867c4330f702b2b445df3ec6da71e2c3980c6506e82cffdad21b
INSP-000190,FPS-0555,OFF-00060,2026-01-12,1903,1877,-26,0.99,LOW,POOR,YES,YES,NORMAL,SUBMITTED,EVID-4165,6b1a84b1a069b79b2fb6361502f32c9c2332bfb0625f078d8c367aba760442c6
INSP-000191,FPS-0353,OFF-00025,2026-01-24,1466,1465,-1,0.99,NORMAL,GOOD,NO,YES,NORMAL,DRAFT,EVID-8111,652ac6b3db3f1c62cd7525bd4d4bf85f8dd13f345fd79621345b074c117f6bf4
INSP-000192,FPS-0503,OFF-00033,2026-03-16,942,933,-9,0.98,LOW,GOOD,NO,YES,NORMAL,SUBMITTED,EVID-9180,2fbbee5951eae7136dc88aeef7cb0aca4beb22b88c806409a6419f3e38deaf0d
INSP-000193,FPS-0104,OFF-00027,2026-03-16,1937,1891,-46,0.99,LOW,AVERAGE,NO,YES,NORMAL,SEALED,EVID-5392,5f18eec7cc6a06d30b3d5baf3233425085dd405c9b5339deeeac5a8865e7764f
INSP-000194,FPS-0401,OFF-00044,2026-02-14,1060,1090,30,0.99,NORMAL,GOOD,YES,YES,NORMAL,SEALED,EVID-6587,5f61d7b3843213ec88c8565c86aa4a8f491f6b8d6d3548c1d969f5a4606099ab
INSP-000195,FPS-0248,OFF-00038,2026-03-18,940,926,-14,0.98,LOW,AVERAGE,YES,NO,NORMAL,SEALED,EVID-1924,df52fbaef68dd331a65a34edf878838a2ed82b44857fa5c531efcede8144b61a
INSP-000196,FPS-0130,OFF-00062,2026-01-02,1932,1982,50,1.0,NORMAL,GOOD,NO,NO,NORMAL,DRAFT,EVID-2466,1155e3bf1faa9c18355b5a43ab64ba56712de7fe4f9caa95454680f35ca47c7e
INSP-000197,FPS-0152,OFF-00036,2026-02-12,1082,1105,23,0.98,LOW,POOR,NO,NO,NORMAL,SEALED,EVID-4960,707270fbefb537942c01aa22ce7548675f9df6c2582273ebe023f4eacebca4a2
INSP-000198,FPS-0077,OFF-00065,2026-03-22,1738,1697,-41,0.98,HIGH,POOR,YES,YES,NORMAL,SUBMITTED,EVID-6607,d027adbc808b886fd1094e20c4185b33c07d25f9989b8c47428cf49f78208410
INSP-000199,FPS-0135,OFF-00018,2026-02-08,1058,1087,29,0.98,NORMAL,POOR,YES,YES,NORMAL,SUBMITTED,EVID-7589,72ea8adde7450939da890e876ba728d7d97281c2b08aa598240054c43c711e16
INSP-000200,FPS-0448,OFF-00024,2026-02-20,2533,2596,63,0.98,NORMAL,POOR,YES,NO,NORMAL,SUBMITTED,EVID-4552,6f3700e58fda26e6435f41e8b85ee6aa1b41cc00464bc1f80fb9b5c0b2b76332
INSP-000201,FPS-0198,OFF-00021,2026-02-20,2459,2520,61,0.97,LOW,POOR,NO,YES,NORMAL,SEALED,EVID-2417,39a815a4f3991c048685179cc1d51f6005d7da1ec7d665675f1c09cb412bad72
INSP-000202,FPS-0110,OFF-00055,2026-02-01,1274,1304,30,0.97,HIGH,POOR,NO,YES,NORMAL,SEALED,EVID-2265,4c33b5d56e9bbee1d8e81d5c677b007dda135f6becaaa0993548e017192b5eb6
INSP-000203,FPS-0137,OFF-00063,2026-01-30,1291,1268,-23,0.97,LOW,AVERAGE,YES,NO,NORMAL,SUBMITTED,EVID-5613,af569bad664aa057906ef7c355721a84419ae8c0aa31b617d89cd63c1604b9b1
INSP-000204,FPS-0405,OFF-00050,2026-01-07,1039,1044,5,0.98,NORMAL,POOR,YES,YES,NORMAL,DRAFT,EVID-2674,ccfcafb249107abbc81815b387b5bf4c7d9b1ea254c7030b17b3123a8069f40f
INSP-000205,FPS-0228,OFF-00019,2026-02-17,876,870,-6,0.99,LOW,GOOD,YES,YES,NORMAL,DRAFT,EVID-5218,fcd8bb3fcdf6d9425887a7f2fc66488575fbec9d76d9a80d8705d6ff6fba6925
INSP-000206,FPS-0453,OFF-00031,2026-02-07,2926,2883,-43,0.98,HIGH,POOR,NO,NO,NORMAL,SEALED,EVID-3859,5de0feeb5372d1afe395af40fa6c746abf7c6721f9ebc583523a317e2d6f5ae9
INSP-000207,FPS-0197,OFF-00028,2026-01-11,660,662,2,0.99,NORMAL,AVERAGE,NO,YES,NORMAL,SEALED,EVID-8074,9eb4340d1a60d4f3119750376376d87b7f414dfd970e7b071ac32a77fc00d895
INSP-000208,FPS-0114,OFF-00024,2026-03-17,2537,2535,-2,0.98,NORMAL,AVERAGE,YES,NO,NORMAL,SUBMITTED,EVID-5779,18a95036845e1ada2e3b9142edfa3a78fcb8c65c0b5a72a10968826a9cec8526
INSP-000209,FPS-0248,OFF-00023,2026-02-23,1079,1103,24,0.98,LOW,AVERAGE,YES,YES,NORMAL,SEALED,EVID-1367,b87fb0632a410c57a928d66f22719b2ce591e8b8a553528115222303f6780b26
INSP-000210,FPS-0018,OFF-00030,2026-02-09,942,946,4,0.99,LOW,GOOD,YES,YES,NORMAL,DRAFT,EVID-1000,4b6a2476340fa078ae3c6aeeff3d4d94120493cde11a413c0592dceffcaeade4
INSP-000211,FPS-0169,OFF-00043,2026-01-24,1646,1689,43,0.99,NORMAL,POOR,NO,NO,NORMAL,SUBMITTED,EVID-8504,764e8a9bdfa85c446acf2d486ae3df4316c2f5ba38e4d88227b12d417a9e89d7
INSP-000212,FPS-0282,OFF-00058,2026-01-07,1076,1072,-4,1.0,NORMAL,POOR,NO,YES,NORMAL,SUBMITTED,EVID-9471,8c8e70a949f28b97c0399b4a4b40b2c24ed2449da0bd4328dbced0d49b18f92a
INSP-000213,FPS-0530,OFF-00047,2026-01-17,1016,935,-81,0.98,NORMAL,POOR,YES,NO,STOCK_VARIANCE,SUBMITTED,EVID-6252,ac83305fb712a2aad52cb15ecde15176ba5cc331e232e3471019f2c50138bfdd
INSP-000214,FPS-0380,OFF-00043,2026-03-16,1064,1031,-33,0.99,LOW,POOR,YES,YES,NORMAL,SUBMITTED,EVID-6550,c6cc8b3f1a16eaa38f655431b039fcb9d0ba8b23efc5590f185c335bc89d42ca
INSP-000215,FPS-0075,OFF-00011,2026-02-12,531,533,2,1.0,LOW,AVERAGE,YES,YES,NORMAL,SUBMITTED,EVID-6927,d590b54974f0c42c3fd23c4b1d904b14003c5ec0506b426ec21648d47fec8e9d
INSP-000216,FPS-0520,OFF-00025,2026-02-24,1901,1860,-41,0.99,HIGH,POOR,NO,YES,NORMAL,SEALED,EVID-8546,85bce8a4f8670d666a7ea65a9e2864273bab2142d857fc18e7325cff1cac40ae
INSP-000217,FPS-0212,OFF-00056,2026-02-25,1277,1244,-33,1.0,NORMAL,POOR,YES,NO,NORMAL,SUBMITTED,EVID-9831,923c56d4a6011a73c689b910e10994e7cec0a3f2750dd348ec0ad80f02cae731
INSP-000218,FPS-0144,OFF-00061,2026-01-15,1368,1381,13,1.0,HIGH,GOOD,YES,NO,NORMAL,SEALED,EVID-5313,6ae5dedac5629face9a3b8c1c38a54dab86e68a200421b134e9926fd81a477ee
INSP-000219,FPS-0132,OFF-00042,2026-02-26,966,963,-3,0.98,HIGH,GOOD,NO,NO,NORMAL,SUBMITTED,EVID-7545,73267dc3fc52c6d08aed0973eed94c139b00c4bb46af1085819d62417dc40752
INSP-000220,FPS-0567,OFF-00021,2026-01-25,1173,1173,0,0.98,NORMAL,AVERAGE,NO,YES,NORMAL,SEALED,EVID-2619,1dbab585539a7cb7466698fa4d8d36e89018606c4251d1232cc0a650bde9ddad
INSP-000221,FPS-0267,OFF-00026,2026-03-13,2498,2469,-29,1.0,LOW,AVERAGE,NO,YES,NORMAL,SUBMITTED,EVID-3752,228fd216e53bfe37c192d45f1f8dc13fca4c4c1f76649ebd8ac05f1a87942b2b
INSP-000222,FPS-0542,OFF-00020,2026-02-09,1557,1569,12,0.98,LOW,GOOD,YES,NO,NORMAL,SUBMITTED,EVID-2966,12de9840c1b42f38dbc9f2f106709ff0571de24be97b50b290f0be1dbe259e31
INSP-000223,FPS-0227,OFF-00058,2026-03-10,1964,1923,-41,0.99,LOW,GOOD,YES,NO,NORMAL,SUBMITTED,EVID-9030,8ec5bf13f16f98537c9701a726c1d86a2ee8aef55462c73d921ad0cfc66cd9c1
INSP-000224,FPS-0116,OFF-00025,2026-01-28,858,845,-13,1.0,LOW,AVERAGE,NO,YES,NORMAL,SEALED,EVID-7543,de0058593bbd7716600e119be1fc577312d0f331612617057c717e809be52e8c
INSP-000225,FPS-0509,OFF-00007,2026-02-08,813,770,-43,1.0,LOW,AVERAGE,NO,NO,STOCK_VARIANCE,SEALED,EVID-8979,2277531118bed38950d8a91fba9d653080f8a1bb5486b18103785830984727b3
INSP-000226,FPS-0410,OFF-00025,2026-01-27,1176,1203,27,0.98,HIGH,POOR,YES,NO,NORMAL,SEALED,EVID-4938,7b1d8efa008de9ec0804468fb8b4754432997996482173766c29802ff5d87d0c
INSP-000227,FPS-0425,OFF-00018,2026-03-15,1116,1127,11,1.0,HIGH,AVERAGE,NO,YES,NORMAL,SEALED,EVID-9065,b06c11feae6044b8558758d091dc2016ca17e39ef34a4ac41b99448c6e3a5979
INSP-000228,FPS-0045,OFF-00050,2026-01-06,1619,1653,34,0.99,HIGH,GOOD,NO,YES,NORMAL,SUBMITTED,EVID-1781,b7b4ce8f00c340bdceb11c707103f5bf01ddcbac929e85432dac0ceea09f3107
INSP-000229,FPS-0209,OFF-00021,2026-03-22,1346,1445,99,1.0,LOW,GOOD,YES,NO,STOCK_VARIANCE,SUBMITTED,EVID-3098,5d2d6fa0d3c91d9fce757c2056abe0a4687ca0e45dc6ae1d37db71d858553966
INSP-000230,FPS-0001,OFF-00035,2026-02-22,524,513,-11,0.99,HIGH,AVERAGE,YES,NO,NORMAL,SUBMITTED,EVID-7095,2e4d5ea7ad49e3b7fc9006a8c70cd8d8e5f6875b059f470724c87a4b6442155d
INSP-000231,FPS-0108,OFF-00061,2026-01-18,2914,2943,29,0.99,NORMAL,GOOD,NO,YES,NORMAL,SEALED,EVID-7374,c00a156ea1abb45045694186946d577d07b4d4626c11df524f696c8657185fee
INSP-000232,FPS-0022,OFF-00040,2026-01-15,1437,1434,-3,0.98,HIGH,AVERAGE,YES,YES,NORMAL,SEALED,EVID-1253,a723dcc8c9db9912fff2ed231171827ac31fb029f8186cf97c4c5f37073d133e
INSP-000233,FPS-0177,OFF-00060,2026-03-03,1889,1839,-50,0.99,LOW,GOOD,NO,NO,NORMAL,SUBMITTED,EVID-7653,7241d9f6514e73f1cde1a158af1d955eb53f847e511d7045998e6a169b723115
