exception_id,cycle,entity_type,entity_id,rule_code,severity,reason,detected_at,assigned_to,status,resolution,resolved_at
EXC-000137,2026-03,MANIFEST,MAN-000239,VEHICLE_CAPACITY,HIGH,VEHICLE_CAPACITY violation for manifest MAN-000239,2026-03-05T10:00:00,OFF-00001,ACTION_REQUIRED,,
EXC-000138,2026-03,MANIFEST,MAN-000240,ROUTE_INFEASIBLE,HIGH,ROUTE_INFEASIBLE violation for manifest MAN-000240,2026-03-05T10:00:00,OFF-00001,ACKNOWLEDGED,,
EXC-000139,2026-03,MANIFEST,MAN-000242,VEHICLE_CAPACITY,HIGH,VEHICLE_CAPACITY violation for manifest MAN-000242,2026-03-05T10:00:00,OFF-00001,ACTION_REQUIRED,,
EXC-000140,2026-03,MANIFEST,MAN-000243,FPS_CAPACITY,HIGH,FPS_CAPACITY violation for manifest MAN-000243,2026-03-05T10:00:00,OFF-00001,ACKNOWLEDGED,,
EXC-000141,2026-03,MANIFEST,MAN-000244,WAREHOUSE_STOCK,HIGH,WAREHOUSE_STOCK violation for manifest MAN-000244,2026-03-05T10:00:00,OFF-00001,ACKNOWLEDGED,,
EXC-000142,2026-03,MANIFEST,MAN-000249,ROUTE_INFEASIBLE,HIGH,ROUTE_INFEASIBLE violation for manifest MAN-000249,2026-03-05T10:00:00,OFF-00001,ACKNOWLEDGED,,
EXC-000143,2026-03,MANIFEST,MAN-000252,ROUTE_INFEASIBLE,HIGH,ROUTE_INFEASIBLE violation for manifest MAN-000252,2026-03-05T10:00:00,OFF-00001,ACTION_REQUIRED,,
EXC-000144,2026-03,MANIFEST,MAN-000255,WAREHOUSE_STOCK,HIGH,WAREHOUSE_STOCK violation for manifest MAN-000255,2026-03-05T10:00:00,OFF-00001,ACTION_REQUIRED,,
EXC-000145,2026-03,MANIFEST,MAN-000257,WAREHOUSE_STOCK,HIGH,WAREHOUSE_STOCK violation for manifest MAN-000257,2026-03-05T10:00:00,OFF-00001,ACKNOWLEDGED,,
EXC-000146,2026-03,MANIFEST,MAN-000258,VEHICLE_CAPACITY,HIGH,VEHICLE_CAPACITY violation for manifest MAN-000258,2026-03-05T10:00:00,OFF-00001,OPEN,,
EXC-000147,2026-03,MANIFEST,MAN-000259,ROUTE_INFEASIBLE,HIGH,ROUTE_INFEASIBLE violation for manifest MAN-000259,2026-03-05T10:00:00,OFF-00001,OPEN,,
EXC-000148,2026-03,MANIFEST,MAN-000260,FPS_CAPACITY,HIGH,FPS_CAPACITY violation for manifest MAN-000260,2026-03-05T10:00:00,OFF-00001,OPEN,,
EXC-000149,2026-03,MANIFEST,MAN-000263,ROUTE_INFEASIBLE,HIGH,ROUTE_INFEASIBLE violation for manifest MAN-000263,2026-03-05T10:00:00,OFF-00001,OPEN,,
EXC-000150,2026-03,MANIFEST,MAN-000264,FPS_CAPACITY,HIGH,FPS_CAPACITY violation for manifest MAN-000264,2026-03-05T10:00:00,OFF-00001,OPEN,,
EXC-000151,2026-03,MANIFEST,MAN-000265,WAREHOUSE_STOCK,HIGH,WAREHOUSE_STOCK violation for manifest MAN-000265,2026-03-05T10:00:00,OFF-00001,ACTION_REQUIRED,,
EXC-000152,2026-03,MANIFEST,MAN-000266,ROUTE_INFEASIBLE,HIGH,ROUTE_INFEASIBLE violation for manifest MAN-000266,2026-03-05T10:00:00,OFF-00001,OPEN,,
EXC-000153,2026-03,MANIFEST,MAN-000267,ROUTE_INFEASIBLE,HIGH,ROUTE_INFEASIBLE violation for manifest MAN-000267,2026-03-05T10:00:00,OFF-00001,OPEN,,
EXC-000154,2026-03,MANIFEST,MAN-000268,ROUTE_INFEASIBLE,HIGH,ROUTE_INFEASIBLE violation for manifest MAN-000268,2026-03-05T10:00:00,OFF-00001,ACTION_REQUIRED,,
EXC-000155,2026-03,MANIFEST,MAN-000270,ROUTE_INFEASIBLE,HIGH,ROUTE_INFEASIBLE violation for manifest MAN-000270,2026-03-05T10:00:00,OFF-00001,ACKNOWLEDGED,,
EXC-000156,2026-03,MANIFEST,MAN-000271,FPS_CAPACITY,HIGH,FPS_CAPACITY violation for manifest MAN-000271,2026-03-05T10:00:00,OFF-00001,ACKNOWLEDGED,,
EXC-000157,2026-03,MANIFEST,MAN-000272,WAREHOUSE_STOCK,HIGH,WAREHOUSE_STOCK violation for manifest MAN-000272,2026-03-05T10:00:00,OFF-00001,OPEN,,
EXC-000158,2026-03,MANIFEST,MAN-000277,FPS_CAPACITY,HIGH,FPS_CAPACITY violation for manifest MAN-000277,2026-03-05T10:00:00,OFF-00001,OPEN,,
EXC-000159,2026-03,MANIFEST,MAN-000278,WAREHOUSE_STOCK,HIGH,WAREHOUSE_STOCK violation for manifest MAN-000278,2026-03-05T10:00:00,OFF-00001,ACTION_REQUIRED,,
EXC-000160,2026-03,MANIFEST,MAN-000279,ROUTE_INFEASIBLE,HIGH,ROUTE_INFEASIBLE violation for manifest MAN-000279,2026-03-05T10:00:00,OFF-00001,ACKNOWLEDGED,,
EXC-000161,2026-03,MANIFEST,MAN-000282,FPS_CAPACITY,HIGH,FPS_CAPACITY violation for manifest MAN-000282,2026-03-05T10:00:00,OFF-00001,ACTION_REQUIRED,,
EXC-000162,2026-03,MANIFEST,MAN-000285,VEHICLE_CAPACITY,HIGH,VEHICLE_CAPACITY violation for manifest MAN-000285,2026-03-05T10:00:00,OFF-00001,ACTION_REQUIRED,,
EXC-000163,2026-03,MANIFEST,MAN-000286,FPS_CAPACITY,HIGH,FPS_CAPACITY violation for manifest MAN-000286,2026-03-05T10:00:00,OFF-00001,ACTION_REQUIRED,,
EXC-000164,2026-03,MANIFEST,MAN-000288,WAREHOUSE_STOCK,HIGH,WAREHOUSE_STOCK violation for manifest MAN-000288,2026-03-05T10:00:00,OFF-00001,ACKNOWLEDGED,,
EXC-000165,2026-03,MANIFEST,MAN-000291,ROUTE_INFEASIBLE,HIGH,ROUTE_INFEASIBLE violation for manifest MAN-000291,2026-03-05T10:00:00,OFF-00001,ACTION_REQUIRED,,
EXC-000166,2026-03,MANIFEST,MAN-000293,FPS_CAPACITY,HIGH,FPS_CAPACITY violation for manifest MAN-000293,2026-03-05T10:00:00,OFF-00001,OPEN,,
EXC-000167,2026-03,MANIFEST,MAN-000294,FPS_CAPACITY,HIGH,FPS_CAPACITY violation for manifest MAN-000294,2026-03-05T10:00:00,OFF-00001,OPEN,,
EXC-000168,2026-03,MANIFEST,MAN-000296,WAREHOUSE_STOCK,HIGH,WAREHOUSE_STOCK violation for manifest MAN-000296,2026-03-05T10:00:00,OFF-00001,OPEN,,
EXC-000169,2026-03,MANIFEST,MAN-000300,ROUTE_INFEASIBLE,HIGH,ROUTE_INFEASIBLE violation for manifest MAN-000300,2026-03-05T10:00:00,OFF-00001,ACTION_REQUIRED,,
EXC-000170,2026-02,DELIVERY,DEL-0001517,DELIVERY_VARIANCE,MEDIUM,Delivered 118 vs planned 120 at FPS-0267,2026-02-06T10:00:00,OFF-00002,OPEN,,
EXC-000171,2026-03,DELIVERY,DEL-0002150,DELIVERY_VARIANCE,MEDIUM,Delivered 186 vs planned 189 at FPS-0059,2026-03-07T10:00:00,OFF-00002,OPEN,,
EXC-000172,2026-03,DELIVERY,DEL-0001927,DELIVERY_VARIANCE,MEDIUM,Delivered 178 vs planned 182 at FPS-0028,2026-03-08T10:00:00,OFF-00002,OPEN,,
EXC-000173,2026-02,DELIVERY,DEL-0001735,DELIVERY_VARIANCE,MEDIUM,Delivered 185 vs planned 189 at FPS-0348,2026-02-10T10:00:00,OFF-00002,OPEN,,
EXC-000174,2026-01,DELIVERY,DEL-0000478,DELIVERY_VARIANCE,MEDIUM,Delivered 189 vs planned 192 at FPS-0590,2026-01-07T10:00:00,OFF-00002,OPEN,,
EXC-000175,2026-02,DELIVERY,DEL-0001680,DELIVERY_VARIANCE,MEDIUM,Delivered 134 vs planned 137 at FPS-0122,2026-02-06T10:00:00,OFF-00002,OPEN,,
EXC-000176,2026-03,DELIVERY,DEL-0002738,DELIVERY_VARIANCE,MEDIUM,Delivered 191 vs planned 195 at FPS-0449,2026-03-07T10:00:00,OFF-00002,OPEN,,
EXC-000177,2026-01,DELIVERY,DEL-0000313,DELIVERY_VARIANCE,MEDIUM,Delivered 149 vs planned 152 at FPS-0259,2026-01-10T10:00:00,OFF-00002,OPEN,,
EXC-000178,2026-03,DELIVERY,DEL-0001920,DELIVERY_VARIANCE,MEDIUM,Delivered 207 vs planned 211 at FPS-0103,2026-03-07T10:00:00,OFF-00002,OPEN,,
EXC-000179,2026-02,DELIVERY,DEL-0001037,DELIVERY_VARIANCE,MEDIUM,Delivered 147 vs planned 150 at FPS-0430,2026-02-08T10:00:00,OFF-00002,OPEN,,
EXC-000180,2026-03,DELIVERY,DEL-0002134,DELIVERY_VARIANCE,MEDIUM,Delivered 194 vs planned 197 at FPS-0358,2026-03-09T10:00:00,OFF-00002,OPEN,,
EXC-000181,2026-02,DELIVERY,DEL-0000993,DELIVERY_VARIANCE,MEDIUM,Delivered 220 vs planned 224 at FPS-0003,2026-02-09T10:00:00,OFF-00002,OPEN,,
EXC-000182,2026-03,DELIVERY,DEL-0002179,DELIVERY_VARIANCE,MEDIUM,Delivered 207 vs planned 211 at FPS-0035,2026-03-07T10:00:00,OFF-00002,OPEN,,
EXC-000183,2026-02,DELIVERY,DEL-0001195,DELIVERY_VARIANCE,MEDIUM,Delivered 258 vs planned 262 at FPS-0359,2026-02-08T10:00:00,OFF-00002,OPEN,,
EXC-000184,2026-02,DELIVERY,DEL-0001390,DELIVERY_VARIANCE,MEDIUM,Delivered 171 vs planned 175 at FPS-0364,2026-02-08T10:00:00,OFF-00002,OPEN,,
EXC-000185,2026-01,DELIVERY,DEL-0000889,DELIVERY_VARIANCE,MEDIUM,Delivered 224 vs planned 228 at FPS-0575,2026-01-09T10:00:00,OFF-00002,OPEN,,
EXC-000186,2026-02,DELIVERY,DEL-0001368,DELIVERY_VARIANCE,MEDIUM,Delivered 169 vs planned 173 at FPS-0464,2026-02-09T10:00:00,OFF-00002,OPEN,,
EXC-000187,2026-02,DELIVERY,DEL-0001573,DELIVERY_VARIANCE,MEDIUM,Delivered 141 vs planned 144 at FPS-0344,2026-02-10T10:00:00,OFF-00002,OPEN,,
EXC-000188,2026-02,DELIVERY,DEL-0001465,DELIVERY_VARIANCE,MEDIUM,Delivered 131 vs planned 134 at FPS-0216,2026-02-07T10:00:00,OFF-00002,OPEN,,
EXC-000189,2026-02,DELIVERY,DEL-0001784,DELIVERY_VARIANCE,MEDIUM,Delivered 305 vs planned 310 at FPS-0149,2026-02-08T10:00:00,OFF-00002,OPEN,,
EXC-000190,2026-01,DELIVERY,DEL-0000343,DELIVERY_VARIANCE,MEDIUM,Delivered 155 vs planned 158 at FPS-0235,2026-01-06T10:00:00,OFF-00002,OPEN,,
EXC-000191,2026-02,DELIVERY,DEL-0001793,DELIVERY_VARIANCE,MEDIUM,Delivered 208 vs planned 204 at FPS-0549,2026-02-07T10:00:00,OFF-00002,OPEN,,
EXC-000192,2026-03,DELIVERY,DEL-0002600,DELIVERY_VARIANCE,MEDIUM,Delivered 194 vs planned 198 at FPS-0120,2026-03-09T10:00:00,OFF-00002,OPEN,,
EXC-000193,2026-03,DELIVERY,DEL-0002386,DELIVERY_VARIANCE,MEDIUM,Delivered 201 vs planned 207 at FPS-0589,2026-03-07T10:00:00,OFF-00002,OPEN,,
EXC-000194,2026-02,DELIVERY,DEL-0001523,DELIVERY_VARIANCE,MEDIUM,Delivered 140 vs planned 143 at FPS-0042,2026-02-07T10:00:00,OFF-00002,OPEN,,
EXC-000195,2026-03,DELIVERY,DEL-0002513,DELIVERY_VARIANCE,MEDIUM,Delivered 302 vs planned 308 at FPS-0593,2026-03-08T10:00:00,OFF-00002,OPEN,,
EXC-000196,2026-03,DELIVERY,DEL-0002290,DELIVERY_VARIANCE,MEDIUM,Delivered 188 vs planned 191 at FPS-0212,2026-03-07T10:00:00,OFF-00002,OPEN,,
EXC-000197,2026-02,DELIVERY,DEL-0000962,DELIVERY_VARIANCE,MEDIUM,Delivered 130 vs planned 132 at FPS-0127,2026-02-08T10:00:00,OFF-00002,OPEN,,
EXC-000198,2026-02,DELIVERY,DEL-0001640,DELIVERY_VARIANCE,MEDIUM,Delivered 152 vs planned 147 at FPS-0071,2026-02-10T10:00:00,OFF-00002,OPEN,,
EXC-000199,2026-03,DELIVERY,DEL-0002584,DELIVERY_VARIANCE,MEDIUM,Delivered 195 vs planned 199 at FPS-0570,2026-03-06T10:00:00,OFF-00002,OPEN,,
EXC-000200,2026-01,DELIVERY,DEL-0000297,DELIVERY_VARIANCE,MEDIUM,Delivered 165 vs planned 168 at FPS-0533,2026-01-09T10:00:00,OFF-00002,OPEN,,
EXC-000201,2026-02,EPOS,EPOS-00005832,EPOS_VARIANCE,LOW,EPOS failed for BEN-004497 at FPS-0126,2026-02-21T09:00:00,OFF-00002,OPEN,,
EXC-000202,2026-01,EPOS,EPOS-00003162,EPOS_VARIANCE,LOW,EPOS failed for BEN-008023 at FPS-0322,2026-01-21T14:00:00,OFF-00002,OPEN,,
EXC-000203,2026-01,EPOS,EPOS-00000832,EPOS_VARIANCE,LOW,EPOS failed for BEN-003043 at FPS-0350,2026-01-20T10:00:00,OFF-00002,OPEN,,
EXC-000204,2026-01,EPOS,EPOS-00000860,EPOS_VARIANCE,LOW,EPOS failed for BEN-009718 at FPS-0376,2026-01-15T17:00:00,OFF-00002,OPEN,,
EXC-000205,2026-02,EPOS,EPOS-00007121,EPOS_VARIANCE,LOW,EPOS failed for BEN-002267 at FPS-0225,2026-02-20T11:00:00,OFF-00002,OPEN,,
EXC-000206,2026-03,EPOS,EPOS-00013245,EPOS_VARIANCE,LOW,EPOS failed for BEN-005374 at FPS-0105,2026-03-22T10:00:00,OFF-00002,OPEN,,
EXC-000207,2026-01,EPOS,EPOS-00004818,EPOS_VARIANCE,LOW,EPOS failed for BEN-003068 at FPS-0586,2026-01-20T11:00:00,OFF-00002,OPEN,,
EXC-000208,2026-03,EPOS,EPOS-00011667,EPOS_VARIANCE,LOW,EPOS failed for BEN-009724 at FPS-0123,2026-03-18T17:00:00,OFF-00002,OPEN,,
EXC-000209,2026-01,EPOS,EPOS-00003913,EPOS_VARIANCE,LOW,EPOS failed for BEN-002093 at FPS-0560,2026-01-13T11:00:00,OFF-00002,OPEN,,
EXC-000210,2026-03,EPOS,EPOS-00011861,EPOS_VARIANCE,LOW,EPOS failed for BEN-001849 at FPS-0548,2026-03-16T10:00:00,OFF-00002,OPEN,,
EXC-000211,2026-02,EPOS,EPOS-00006360,EPOS_VARIANCE,LOW,EPOS failed for BEN-008689 at FPS-0043,2026-02-23T13:00:00,OFF-00002,OPEN,,
EXC-000212,2026-01,EPOS,EPOS-00000118,EPOS_VARIANCE,LOW,EPOS failed for BEN-005280 at FPS-0338,2026-01-16T09:00:00,OFF-00002,OPEN,,
EXC-000213,2026-01,EPOS,EPOS-00004582,EPOS_VARIANCE,LOW,EPOS failed for BEN-009261 at FPS-0495,2026-01-14T11:00:00,OFF-00002,OPEN,,
EXC-000214,2026-01,EPOS,EPOS-00003620,EPOS_VARIANCE,LOW,EPOS failed for BEN-001738 at FPS-0561,2026-01-14T12:00:00,OFF-00002,OPEN,,
EXC-000215,2026-02,EPOS,EPOS-00008371,EPOS_VARIANCE,LOW,EPOS failed for BEN-001143 at FPS-0410,2026-02-11T11:00:00,OFF-00002,OPEN,,
EXC-000216,2026-02,EPOS,EPOS-00007025,EPOS_VARIANCE,LOW,EPOS failed for BEN-006196 at FPS-0448,2026-02-18T15:00:00,OFF-00002,OPEN,,
EXC-000217,2026-02,EPOS,EPOS-00006343,EPOS_VARIANCE,LOW,EPOS failed for BEN-009388 at FPS-0599,2026-02-24T11:00:00,OFF-00002,OPEN,,
EXC-000218,2026-01,EPOS,EPOS-00002633,EPOS_VARIANCE,LOW,EPOS failed for BEN-007672 at FPS-0210,2026-01-19T14:00:00,OFF-00002,OPEN,,
EXC-000219,2026-02,EPOS,EPOS-00007954,EPOS_VARIANCE,LOW,EPOS failed for BEN-006253 at FPS-0375,2026-02-17T12:00:00,OFF-00002,OPEN,,
EXC-000220,2026-02,EPOS,EPOS-00007950,EPOS_VARIANCE,LOW,EPOS failed for BEN-003383 at FPS-0375,2026-02-13T13:00:00,OFF-00002,OPEN,,
EXC-000221,2026-02,EPOS,EPOS-00006047,EPOS_VARIANCE,LOW,EPOS failed for BEN-008805 at FPS-0231,2026-02-16T10:00:00,OFF-00002,OPEN,,
EXC-000222,2026-02,EPOS,EPOS-00006565,EPOS_VARIANCE,LOW,EPOS failed for BEN-007864 at FPS-0349,2026-02-18T15:00:00,OFF-00002,OPEN,,
EXC-000223,2026-02,EPOS,EPOS-00006055,EPOS_VARIANCE,LOW,EPOS failed for BEN-002841 at FPS-0231,2026-02-23T17:00:00,OFF-00002,OPEN,,
EXC-000224,2026-03,EPOS,EPOS-00010960,EPOS_VARIANCE,LOW,EPOS failed for BEN-008898 at FPS-0067,2026-03-24T10:00:00,OFF-00002,OPEN,,
EXC-000225,2026-02,EPOS,EPOS-00006377,EPOS_VARIANCE,LOW,EPOS failed for BEN-007526 at FPS-0361,2026-02-16T11:00:00,OFF-00002,OPEN,,
EXC-000226,2026-02,EPOS,EPOS-00009579,EPOS_VARIANCE,LOW,EPOS failed for BEN-001928 at FPS-0565,2026-02-11T12:00:00,OFF-00002,OPEN,,
EXC-000227,2026-02,EPOS,EPOS-00007080,EPOS_VARIANCE,LOW,EPOS failed for BEN-006025 at FPS-0413,2026-02-22T17:00:00,OFF-00002,OPEN,,
EXC-000228,2026-02,EPOS,EPOS-00007049,EPOS_VARIANCE,LOW,EPOS failed for BEN-002783 at FPS-0380,2026-02-20T09:00:00,OFF-00002,OPEN,,
EXC-000229,2026-02,EPOS,EPOS-00008127,EPOS_VARIANCE,LOW,EPOS failed for BEN-006574 at FPS-0052,2026-02-10T14:00:00,OFF-00002,OPEN,,
EXC-000230,2026-03,EPOS,EPOS-00010035,EPOS_VARIANCE,LOW,EPOS failed for BEN-006080 at FPS-0560,2026-03-20T15:00:00,OFF-00002,OPEN,,
EXC-000231,2026-01,EPOS,EPOS-00004147,EPOS_VARIANCE,LOW,EPOS failed for BEN-009406 at FPS-0527,2026-01-18T16:00:00,OFF-00002,OPEN,,
EXC-000232,2026-03,EPOS,EPOS-00013065,EPOS_VARIANCE,LOW,EPOS failed for BEN-007952 at FPS-0493,2026-03-14T12:00:00,OFF-00002,OPEN,,
EXC-000233,2026-03,EPOS,EPOS-00013113,EPOS_VARIANCE,LOW,EPOS failed for BEN-003256 at FPS-0369,2026-03-17T15:00:00,OFF-00002,OPEN,,
EXC-000234,2026-02,EPOS,EPOS-00009432,EPOS_VARIANCE,LOW,EPOS failed for BEN-009720 at FPS-0403,2026-02-11T12:00:00,OFF-00002,OPEN,,
EXC-000235,2026-01,EPOS,EPOS-00000213,EPOS_VARIANCE,LOW,EPOS failed for BEN-001375 at FPS-0443,2026-01-19T13:00:00,OFF-00002,OPEN,,
EXC-000236,2026-01,EPOS,EPOS-00002879,EPOS_VARIANCE,LOW,EPOS failed for BEN-005434 at FPS-0358,2026-01-10T10:00:00,OFF-00002,OPEN,,
EXC-000237,2026-02,EPOS,EPOS-00009176,EPOS_VARIANCE,LOW,EPOS failed for BEN-001288 at FPS-0283,2026-02-11T12:00:00,OFF-00002,OPEN,,
EXC-000238,2026-01,EPOS,EPOS-00003474,EPOS_VARIANCE,LOW,EPOS failed for BEN-003055 at FPS-0267,2026-01-19T12:00:00,OFF-00002,OPEN,,
EXC-000239,2026-02,EPOS,EPOS-00007557,EPOS_VARIANCE,LOW,EPOS failed for BEN-007907 at FPS-0113,2026-02-22T15:00:00,OFF-00002,OPEN,,
EXC-000240,2026-02,EPOS,EPOS-00006346,EPOS_VARIANCE,LOW,EPOS failed for BEN-007140 at FPS-0043,2026-02-23T12:00:00,OFF-00002,OPEN,,
EXC-000241,2026-02,EPOS,EPOS-00007790,EPOS_VARIANCE,LOW,EPOS failed for BEN-006974 at FPS-0179,2026-02-23T16:00:00,OFF-00002,OPEN,,
EXC-000242,2026-03,EPOS,EPOS-00012683,EPOS_VARIANCE,LOW,EPOS failed for BEN-006078 at FPS-0502,2026-03-11T14:00:00,OFF-00002,OPEN,,
EXC-000243,2026-03,EPOS,EPOS-00012869,EPOS_VARIANCE,LOW,EPOS failed for BEN-004411 at FPS-0131,2026-03-16T14:00:00,OFF-00002,OPEN,,
EXC-000244,2026-02,EPOS,EPOS-00009173,EPOS_VARIANCE,LOW,EPOS failed for BEN-008053 at FPS-0283,2026-02-12T11:00:00,OFF-00002,OPEN,,
EXC-000245,2026-02,EPOS,EPOS-00005507,EPOS_VARIANCE,LOW,EPOS failed for BEN-000782 at FPS-0276,2026-02-15T14:00:00,OFF-00002,OPEN,,
EXC-000246,2026-02,EPOS,EPOS-00009110,EPOS_VARIANCE,LOW,EPOS failed for BEN-004160 at FPS-0393,2026-02-16T17:00:00,OFF-00002,OPEN,,
EXC-000247,2026-01,EPOS,EPOS-00004341,EPOS_VARIANCE,LOW,EPOS failed for BEN-009231 at FPS-0096,2026-01-23T09:00:00,OFF-00002,OPEN,,
EXC-000248,2026-01,EPOS,EPOS-00002256,EPOS_VARIANCE,LOW,EPOS failed for BEN-001219 at FPS-0196,2026-01-18T11:00:00,OFF-00002,OPEN,,
EXC-000249,2026-01,EPOS,EPOS-00000677,EPOS_VARIANCE,LOW,EPOS failed for BEN-006058 at FPS-0240,2026-01-13T13:00:00,OFF-00002,OPEN,,
EXC-000250,2026-02,EPOS,EPOS-00007442,EPOS_VARIANCE,LOW,EPOS failed for BEN-001330 at FPS-0092,2026-02-24T10:00:00,OFF-00002,OPEN,,
EXC-000251,2026-01,ALLOCATION,ALLOC-0000200,ENTITLEMENT_FLOOR,HIGH,Allocation 63 below entitlement for FPS-0100 WHEAT,2025-12-29T11:00:00,OFF-00001,ACTION_REQUIRED,,
