delivery_id,manifest_id,manifest_item_id,fps_id,vehicle_id,planned_kg,delivered_kg,delivery_date,rice_kg,wheat_kg,status,verified_by
DEL-0000565,MAN-000066,MI-0000790,FPS-0417,VEH-0092,137,137,2026-01-09,0,137,VERIFIED,OFF-00053
DEL-0000566,MAN-000067,MI-0000794,FPS-0142,VEH-0092,134,135,2026-01-09,0,135,VERIFIED,OFF-00012
DEL-0000567,MAN-000067,MI-0000796,FPS-0342,VEH-0092,132,129,2026-01-08,0,129,VARIANCE,OFF-00066
DEL-0000568,MAN-000067,MI-0000797,FPS-0067,VEH-0092,188,186,2026-01-07,186,0,VERIFIED,OFF-00031
DEL-0000569,MAN-000067,MI-0000802,FPS-0092,VEH-0092,151,150,2026-01-06,0,150,VERIFIED,OFF-00026
DEL-0000570,MAN-000067,MI-0000803,FPS-0542,VEH-0092,162,162,2026-01-08,162,0,VERIFIED,OFF-00011
DEL-0000571,MAN-000068,MI-0000805,FPS-0192,VEH-0142,131,132,2026-01-08,132,0,VERIFIED,OFF-00066
DEL-0000572,MAN-000068,MI-0000806,FPS-0192,VEH-0142,107,106,2026-01-07,0,106,VERIFIED,OFF-00020
DEL-0000573,MAN-000068,MI-0000807,FPS-0592,VEH-0142,153,150,2026-01-08,150,0,VARIANCE,OFF-00058
DEL-0000574,MAN-000068,MI-0000808,FPS-0592,VEH-0142,126,124,2026-01-08,0,124,VARIANCE,OFF-00015
DEL-0000575,MAN-000068,MI-0000809,FPS-0117,VEH-0142,157,158,2026-01-07,158,0,VERIFIED,OFF-00024
DEL-0000576,MAN-000068,MI-0000810,FPS-0117,VEH-0142,130,130,2026-01-10,0,130,VERIFIED,OFF-00049
DEL-0000577,MAN-000068,MI-0000811,FPS-0267,VEH-0142,143,140,2026-01-09,140,0,VARIANCE,OFF-00010
DEL-0000578,MAN-000068,MI-0000812,FPS-0267,VEH-0142,120,117,2026-01-08,0,117,VARIANCE,OFF-00027
DEL-0000579,MAN-000068,MI-0000813,FPS-0042,VEH-0142,157,156,2026-01-09,156,0,VERIFIED,OFF-00042
DEL-0000580,MAN-000068,MI-0000814,FPS-0042,VEH-0142,140,138,2026-01-09,0,138,VERIFIED,OFF-00048
DEL-0000581,MAN-000068,MI-0000815,FPS-0442,VEH-0142,142,142,2026-01-10,142,0,VERIFIED,OFF-00056
DEL-0000582,MAN-000068,MI-0000816,FPS-0442,VEH-0142,129,127,2026-01-08,0,127,VARIANCE,OFF-00010
DEL-0000583,MAN-000069,MI-0000817,FPS-0393,VEH-0093,138,137,2026-01-07,137,0,VERIFIED,OFF-00009
DEL-0000584,MAN-000069,MI-0000818,FPS-0393,VEH-0093,130,130,2026-01-09,0,130,VERIFIED,OFF-00054
DEL-0000585,MAN-000069,MI-0000819,FPS-0468,VEH-0093,154,153,2026-01-08,153,0,VERIFIED,OFF-00057
DEL-0000586,MAN-000069,MI-0000820,FPS-0468,VEH-0093,129,128,2026-01-08,0,128,VERIFIED,OFF-00052
DEL-0000587,MAN-000069,MI-0000821,FPS-0293,VEH-0093,143,143,2026-01-07,143,0,VERIFIED,OFF-00019
DEL-0000588,MAN-000069,MI-0000822,FPS-0293,VEH-0093,117,115,2026-01-07,0,115,VARIANCE,OFF-00015
DEL-0000589,MAN-000069,MI-0000823,FPS-0243,VEH-0093,202,204,2026-01-09,204,0,VERIFIED,OFF-00016
DEL-0000590,MAN-000069,MI-0000824,FPS-0243,VEH-0093,147,145,2026-01-07,0,145,VERIFIED,OFF-00042
DEL-0000591,MAN-000069,MI-0000825,FPS-0418,VEH-0093,209,205,2026-01-07,205,0,VARIANCE,OFF-00007
DEL-0000592,MAN-000069,MI-0000826,FPS-0418,VEH-0093,144,141,2026-01-06,0,141,VARIANCE,OFF-00030
DEL-0000593,MAN-000069,MI-0000827,FPS-0368,VEH-0093,149,148,2026-01-06,148,0,VERIFIED,OFF-00035
DEL-0000594,MAN-000069,MI-0000828,FPS-0368,VEH-0093,130,131,2026-01-06,0,131,VERIFIED,OFF-00044
DEL-0000595,MAN-000070,MI-0000829,FPS-0318,VEH-0143,162,159,2026-01-09,159,0,VARIANCE,OFF-00064
DEL-0000596,MAN-000070,MI-0000830,FPS-0318,VEH-0143,139,138,2026-01-08,0,138,VERIFIED,OFF-00033
DEL-0000597,MAN-000070,MI-0000831,FPS-0043,VEH-0143,168,166,2026-01-09,166,0,VERIFIED,OFF-00052
DEL-0000598,MAN-000070,MI-0000832,FPS-0043,VEH-0143,142,140,2026-01-07,0,140,VERIFIED,OFF-00049
DEL-0000599,MAN-000070,MI-0000833,FPS-0143,VEH-0143,185,187,2026-01-07,187,0,VERIFIED,OFF-00027
DEL-0000600,MAN-000070,MI-0000834,FPS-0143,VEH-0143,154,155,2026-01-08,0,155,VERIFIED,OFF-00007
DEL-0000601,MAN-000070,MI-0000835,FPS-0268,VEH-0143,172,170,2026-01-09,170,0,VERIFIED,OFF-00015
DEL-0000602,MAN-000070,MI-0000836,FPS-0268,VEH-0143,146,143,2026-01-09,0,143,VARIANCE,OFF-00049
DEL-0000603,MAN-000070,MI-0000837,FPS-0168,VEH-0143,148,145,2026-01-06,145,0,VARIANCE,OFF-00032
DEL-0000604,MAN-000070,MI-0000838,FPS-0168,VEH-0143,123,123,2026-01-06,0,123,VERIFIED,OFF-00036
DEL-0000605,MAN-000070,MI-0000839,FPS-0193,VEH-0143,154,155,2026-01-07,155,0,VERIFIED,OFF-00061
DEL-0000606,MAN-000070,MI-0000840,FPS-0193,VEH-0143,128,126,2026-01-06,0,126,VARIANCE,OFF-00017
DEL-0000607,MAN-000071,MI-0000841,FPS-0568,VEH-0093,234,230,2026-01-10,230,0,VARIANCE,OFF-00066
DEL-0000608,MAN-000071,MI-0000842,FPS-0568,VEH-0093,154,152,2026-01-09,0,152,VERIFIED,OFF-00055
DEL-0000609,MAN-000071,MI-0000843,FPS-0593,VEH-0093,245,246,2026-01-07,246,0,VERIFIED,OFF-00023
DEL-0000610,MAN-000071,MI-0000844,FPS-0593,VEH-0093,165,166,2026-01-07,0,166,VERIFIED,OFF-00044
DEL-0000611,MAN-000071,MI-0000845,FPS-0118,VEH-0093,134,134,2026-01-07,134,0,VERIFIED,OFF-00065
DEL-0000612,MAN-000071,MI-0000846,FPS-0118,VEH-0093,120,119,2026-01-08,0,119,VERIFIED,OFF-00028
DEL-0000613,MAN-000071,MI-0000847,FPS-0443,VEH-0093,140,139,2026-01-10,139,0,VERIFIED,OFF-00019
DEL-0000614,MAN-000071,MI-0000848,FPS-0443,VEH-0093,128,129,2026-01-07,0,129,VERIFIED,OFF-00060
DEL-0000615,MAN-000071,MI-0000849,FPS-0218,VEH-0093,136,136,2026-01-07,136,0,VERIFIED,OFF-00057
DEL-0000616,MAN-000071,MI-0000850,FPS-0218,VEH-0093,132,131,2026-01-10,0,131,VERIFIED,OFF-00044
DEL-0000617,MAN-000071,MI-0000851,FPS-0343,VEH-0093,143,143,2026-01-08,143,0,VERIFIED,OFF-00019
DEL-0000618,MAN-000071,MI-0000852,FPS-0343,VEH-0093,126,123,2026-01-10,0,123,VARIANCE,OFF-00054
DEL-0000619,MAN-000072,MI-0000853,FPS-0068,VEH-0068,167,165,2026-01-09,165,0,VERIFIED,OFF-00040
DEL-0000620,MAN-000072,MI-0000854,FPS-0068,VEH-0068,150,147,2026-01-07,0,147,VARIANCE,OFF-00051
DEL-0000621,MAN-000072,MI-0000855,FPS-0093,VEH-0068,218,214,2026-01-09,214,0,VARIANCE,OFF-00014
DEL-0000622,MAN-000072,MI-0000856,FPS-0093,VEH-0068,165,163,2026-01-09,0,163,VERIFIED,OFF-00058
DEL-0000623,MAN-000072,MI-0000857,FPS-0493,VEH-0068,150,151,2026-01-08,151,0,VERIFIED,OFF-00018
DEL-0000624,MAN-000072,MI-0000858,FPS-0493,VEH-0068,134,132,2026-01-06,0,132,VERIFIED,OFF-00022
DEL-0000625,MAN-000072,MI-0000859,FPS-0018,VEH-0068,240,236,2026-01-09,236,0,VARIANCE,OFF-00023
DEL-0000626,MAN-000072,MI-0000860,FPS-0018,VEH-0068,189,190,2026-01-09,0,190,VERIFIED,OFF-00010
DEL-0000627,MAN-000072,MI-0000861,FPS-0543,VEH-0068,166,162,2026-01-07,162,0,VARIANCE,OFF-00042
DEL-0000628,MAN-000072,MI-0000862,FPS-0543,VEH-0068,138,139,2026-01-08,0,139,VERIFIED,OFF-00043
DEL-0000629,MAN-000072,MI-0000863,FPS-0518,VEH-0068,152,153,2026-01-09,153,0,VERIFIED,OFF-00029
DEL-0000630,MAN-000072,MI-0000864,FPS-0518,VEH-0068,129,126,2026-01-08,0,126,VARIANCE,OFF-00048
DEL-0000631,MAN-000073,MI-0000865,FPS-0019,VEH-0019,175,171,2026-01-08,171,0,VARIANCE,OFF-00016
DEL-0000632,MAN-000073,MI-0000866,FPS-0019,VEH-0019,139,140,2026-01-08,0,140,VERIFIED,OFF-00014
DEL-0000633,MAN-000073,MI-0000867,FPS-0569,VEH-0019,181,179,2026-01-10,179,0,VERIFIED,OFF-00013
DEL-0000634,MAN-000073,MI-0000868,FPS-0569,VEH-0019,134,134,2026-01-09,0,134,VERIFIED,OFF-00008
DEL-0000635,MAN-000073,MI-0000869,FPS-0044,VEH-0019,156,152,2026-01-09,152,0,VARIANCE,OFF-00034
DEL-0000636,MAN-000073,MI-0000870,FPS-0044,VEH-0019,136,134,2026-01-09,0,134,VERIFIED,OFF-00044
DEL-0000637,MAN-000073,MI-0000871,FPS-0394,VEH-0019,187,186,2026-01-08,186,0,VERIFIED,OFF-00055
DEL-0000638,MAN-000073,MI-0000872,FPS-0394,VEH-0019,148,148,2026-01-10,0,148,VERIFIED,OFF-00013
DEL-0000639,MAN-000073,MI-0000873,FPS-0294,VEH-0019,146,146,2026-01-10,146,0,VERIFIED,OFF-00066
DEL-0000640,MAN-000073,MI-0000874,FPS-0294,VEH-0019,117,115,2026-01-10,0,115,VARIANCE,OFF-00009
DEL-0000641,MAN-000073,MI-0000875,FPS-0269,VEH-0019,173,170,2026-01-10,170,0,VARIANCE,OFF-00063
DEL-0000642,MAN-000073,MI-0000876,FPS-0269,VEH-0019,133,131,2026-01-09,0,131,VARIANCE,OFF-00046
DEL-0000643,MAN-000074,MI-0000877,FPS-0119,VEH-0019,135,135,2026-01-09,135,0,VERIFIED,OFF-00032
DEL-0000644,MAN-000074,MI-0000878,FPS-0119,VEH-0019,126,126,2026-01-09,0,126,VERIFIED,OFF-00064
DEL-0000645,MAN-000074,MI-0000879,FPS-0219,VEH-0019,212,213,2026-01-08,213,0,VERIFIED,OFF-00011
DEL-0000646,MAN-000074,MI-0000880,FPS-0219,VEH-0019,165,165,2026-01-10,0,165,VERIFIED,OFF-00026
DEL-0000647,MAN-000074,MI-0000881,FPS-0319,VEH-0019,143,143,2026-01-09,143,0,VERIFIED,OFF-00041
DEL-0000648,MAN-000074,MI-0000882,FPS-0319,VEH-0019,124,125,2026-01-08,0,125,VERIFIED,OFF-00054
DEL-0000649,MAN-000074,MI-0000883,FPS-0244,VEH-0019,179,177,2026-01-10,177,0,VERIFIED,OFF-00051
DEL-0000650,MAN-000074,MI-0000884,FPS-0244,VEH-0019,136,137,2026-01-09,0,137,VERIFIED,OFF-00048
DEL-0000651,MAN-000074,MI-0000885,FPS-0494,VEH-0019,135,134,2026-01-10,134,0,VERIFIED,OFF-00040
DEL-0000652,MAN-000074,MI-0000886,FPS-0494,VEH-0019,118,117,2026-01-09,0,117,VERIFIED,OFF-00043
DEL-0000653,MAN-000074,MI-0000887,FPS-0369,VEH-0019,164,163,2026-01-09,163,0,VERIFIED,OFF-00065
DEL-0000654,MAN-000074,MI-0000888,FPS-0369,VEH-0019,142,142,2026-01-07,0,142,VERIFIED,OFF-00034
DEL-0000655,MAN-000075,MI-0000889,FPS-0069,VEH-0069,157,158,2026-01-08,158,0,VERIFIED,OFF-00051
DEL-0000656,MAN-000075,MI-0000890,FPS-0069,VEH-0069,134,134,2026-01-10,0,134,VERIFIED,OFF-00009
DEL-0000657,MAN-000075,MI-0000891,FPS-0469,VEH-0069,161,161,2026-01-08,161,0,VERIFIED,OFF-00008
DEL-0000658,MAN-000075,MI-0000892,FPS-0469,VEH-0069,144,142,2026-01-08,0,142,VERIFIED,OFF-00039
DEL-0000659,MAN-000075,MI-0000893,FPS-0544,VEH-0069,145,143,2026-01-07,143,0,VERIFIED,OFF-00023
DEL-0000660,MAN-000075,MI-0000894,FPS-0544,VEH-0069,112,113,2026-01-09,0,113,VERIFIED,OFF-00028
DEL-0000661,MAN-000075,MI-0000895,FPS-0594,VEH-0069,183,184,2026-01-08,184,0,VERIFIED,OFF-00046
DEL-0000662,MAN-000075,MI-0000896,FPS-0594,VEH-0069,138,137,2026-01-07,0,137,VERIFIED,OFF-00033
DEL-0000663,MAN-000075,MI-0000897,FPS-0444,VEH-0069,128,128,2026-01-10,128,0,VERIFIED,OFF-00031
DEL-0000664,MAN-000075,MI-0000898,FPS-0444,VEH-0069,116,115,2026-01-08,0,115,VERIFIED,OFF-00045
DEL-0000665,MAN-000075,MI-0000899,FPS-0519,VEH-0069,167,168,2026-01-09,168,0,VERIFIED,OFF-00053
DEL-0000666,MAN-000075,MI-0000900,FPS-0519,VEH-0069,145,143,2026-01-09,0,143,VERIFIED,OFF-00047
DEL-0000667,MAN-000076,MI-0000901,FPS-0419,VEH-0094,209,213,2026-01-07,213,0,VARIANCE,OFF-00058
DEL-0000668,MAN-000076,MI-0000902,FPS-0419,VEH-0094,169,158,2026-01-07,0,158,REJECTED,OFF-00038
DEL-0000669,MAN-000076,MI-0000903,FPS-0169,VEH-0094,141,133,2026-01-09,133,0,REJECTED,OFF-00059
DEL-0000670,MAN-000076,MI-0000904,FPS-0169,VEH-0094,132,136,2026-01-07,0,136,VARIANCE,OFF-00013
DEL-0000671,MAN-000076,MI-0000905,FPS-0094,VEH-0094,220,208,2026-01-09,208,0,REJECTED,OFF-00058
DEL-0000672,MAN-000076,MI-0000906,FPS-0094,VEH-0094,158,159,2026-01-09,0,159,VERIFIED,OFF-00055
DEL-0000673,MAN-000076,MI-0000907,FPS-0144,VEH-0094,207,195,2026-01-09,195,0,REJECTED,OFF-00034
DEL-0000674,MAN-000076,MI-0000908,FPS-0144,VEH-0094,154,146,2026-01-09,0,146,REJECTED,OFF-00046
DEL-0000675,MAN-000076,MI-0000909,FPS-0344,VEH-0094,178,180,2026-01-07,180,0,VERIFIED,OFF-00007
DEL-0000676,MAN-000076,MI-0000910,FPS-0344,VEH-0094,147,149,2026-01-09,0,149,VERIFIED,OFF-00052
DEL-0000677,MAN-000076,MI-0000911,FPS-0194,VEH-0094,143,149,2026-01-06,149,0,REJECTED,OFF-00047
DEL-0000678,MAN-000076,MI-0000912,FPS-0194,VEH-0094,136,135,2026-01-08,0,135,VERIFIED,OFF-00043
DEL-0000679,MAN-000077,MI-0000913,FPS-0470,VEH-0120,233,234,2026-01-09,234,0,VERIFIED,OFF-00056
DEL-0000680,MAN-000077,MI-0000914,FPS-0470,VEH-0120,161,161,2026-01-07,0,161,VERIFIED,OFF-00033
DEL-0000681,MAN-000077,MI-0000915,FPS-0220,VEH-0120,185,186,2026-01-10,186,0,VERIFIED,OFF-00007
DEL-0000682,MAN-000077,MI-0000916,FPS-0220,VEH-0120,135,135,2026-01-09,0,135,VERIFIED,OFF-00018
DEL-0000683,MAN-000077,MI-0000917,FPS-0420,VEH-0120,207,206,2026-01-08,206,0,VERIFIED,OFF-00061
DEL-0000684,MAN-000077,MI-0000918,FPS-0420,VEH-0120,163,160,2026-01-07,0,160,VARIANCE,OFF-00054
DEL-0000685,MAN-000077,MI-0000919,FPS-0545,VEH-0120,120,118,2026-01-09,118,0,VARIANCE,OFF-00050
DEL-0000686,MAN-000077,MI-0000920,FPS-0545,VEH-0120,119,119,2026-01-08,0,119,VERIFIED,OFF-00048
DEL-0000687,MAN-000077,MI-0000921,FPS-0295,VEH-0120,153,154,2026-01-07,154,0,VERIFIED,OFF-00058
DEL-0000688,MAN-000077,MI-0000922,FPS-0295,VEH-0120,126,127,2026-01-09,0,127,VERIFIED,OFF-00040
DEL-0000689,MAN-000077,MI-0000923,FPS-0395,VEH-0120,133,132,2026-01-08,132,0,VERIFIED,OFF-00054
DEL-0000690,MAN-000077,MI-0000924,FPS-0395,VEH-0120,127,124,2026-01-09,0,124,VARIANCE,OFF-00036
DEL-0000691,MAN-000078,MI-0000925,FPS-0345,VEH-0095,168,165,2026-01-08,165,0,VARIANCE,OFF-00046
DEL-0000692,MAN-000078,MI-0000931,FPS-0120,VEH-0095,143,141,2026-01-06,141,0,VERIFIED,OFF-00025
DEL-0000693,MAN-000078,MI-0000932,FPS-0120,VEH-0095,122,120,2026-01-06,0,120,VARIANCE,OFF-00037
DEL-0000694,MAN-000079,MI-0000938,FPS-0195,VEH-0045,140,140,2026-01-06,0,140,VERIFIED,OFF-00058
DEL-0000695,MAN-000079,MI-0000940,FPS-0170,VEH-0045,132,131,2026-01-07,0,131,VERIFIED,OFF-00041
DEL-0000696,MAN-000079,MI-0000941,FPS-0145,VEH-0045,127,125,2026-01-06,125,0,VARIANCE,OFF-00050
DEL-0000697,MAN-000079,MI-0000946,FPS-0245,VEH-0045,121,121,2026-01-07,0,121,VERIFIED,OFF-00046
DEL-0000698,MAN-000080,MI-0000950,FPS-0520,VEH-0120,122,121,2026-01-07,0,121,VERIFIED,OFF-00064
DEL-0000699,MAN-000080,MI-0000953,FPS-0070,VEH-0120,147,147,2026-01-07,147,0,VERIFIED,OFF-00040
DEL-0000700,MAN-000080,MI-0000959,FPS-0095,VEH-0120,210,206,2026-01-08,206,0,VARIANCE,OFF-00058
DEL-0000701,MAN-000080,MI-0000960,FPS-0095,VEH-0120,149,148,2026-01-09,0,148,VERIFIED,OFF-00043
DEL-0000702,MAN-000081,MI-0000961,FPS-0496,VEH-0071,153,149,2026-01-06,149,0,VARIANCE,OFF-00032
DEL-0000703,MAN-000081,MI-0000962,FPS-0496,VEH-0071,126,125,2026-01-06,0,125,VERIFIED,OFF-00065
DEL-0000704,MAN-000081,MI-0000963,FPS-0421,VEH-0071,190,192,2026-01-07,192,0,VERIFIED,OFF-00022
DEL-0000705,MAN-000081,MI-0000964,FPS-0421,VEH-0071,141,138,2026-01-06,0,138,VARIANCE,OFF-00033
DEL-0000706,MAN-000081,MI-0000965,FPS-0371,VEH-0071,146,144,2026-01-07,144,0,VERIFIED,OFF-00032
DEL-0000707,MAN-000081,MI-0000966,FPS-0371,VEH-0071,126,126,2026-01-09,0,126,VERIFIED,OFF-00031
DEL-0000708,MAN-000081,MI-0000967,FPS-0321,VEH-0071,226,226,2026-01-08,226,0,VERIFIED,OFF-00030
DEL-0000709,MAN-000081,MI-0000968,FPS-0321,VEH-0071,156,155,2026-01-07,0,155,VERIFIED,OFF-00036
DEL-0000710,MAN-000081,MI-0000969,FPS-0296,VEH-0071,135,133,2026-01-06,133,0,VERIFIED,OFF-00057
DEL-0000711,MAN-000081,MI-0000970,FPS-0296,VEH-0071,110,108,2026-01-09,0,108,VARIANCE,OFF-00049
DEL-0000712,MAN-000081,MI-0000971,FPS-0446,VEH-0071,162,161,2026-01-09,161,0,VERIFIED,OFF-00062
DEL-0000713,MAN-000081,MI-0000972,FPS-0446,VEH-0071,138,135,2026-01-07,0,135,VARIANCE,OFF-00029
DEL-0000714,MAN-000082,MI-0000973,FPS-0171,VEH-0021,150,149,2026-01-06,149,0,VERIFIED,OFF-00050
DEL-0000715,MAN-000082,MI-0000974,FPS-0171,VEH-0021,132,130,2026-01-09,0,130,VARIANCE,OFF-00008
DEL-0000716,MAN-000082,MI-0000975,FPS-0096,VEH-0021,157,154,2026-01-08,154,0,VARIANCE,OFF-00013
DEL-0000717,MAN-000082,MI-0000976,FPS-0096,VEH-0021,136,137,2026-01-08,0,137,VERIFIED,OFF-00054
DEL-0000718,MAN-000082,MI-0000977,FPS-0346,VEH-0021,183,185,2026-01-09,185,0,VERIFIED,OFF-00062
DEL-0000719,MAN-000082,MI-0000978,FPS-0346,VEH-0021,138,135,2026-01-08,0,135,VARIANCE,OFF-00053
DEL-0000720,MAN-000082,MI-0000979,FPS-0146,VEH-0021,122,123,2026-01-06,123,0,VERIFIED,OFF-00063
DEL-0000721,MAN-000082,MI-0000980,FPS-0146,VEH-0021,118,117,2026-01-07,0,117,VERIFIED,OFF-00020
DEL-0000722,MAN-000082,MI-0000981,FPS-0271,VEH-0021,162,158,2026-01-06,158,0,VARIANCE,OFF-00052
DEL-0000723,MAN-000082,MI-0000982,FPS-0271,VEH-0021,143,140,2026-01-09,0,140,VARIANCE,OFF-00011
DEL-0000724,MAN-000082,MI-0000983,FPS-0596,VEH-0021,141,139,2026-01-09,139,0,VERIFIED,OFF-00046
DEL-0000725,MAN-000082,MI-0000984,FPS-0596,VEH-0021,122,123,2026-01-08,0,123,VERIFIED,OFF-00022
DEL-0000726,MAN-000083,MI-0000985,FPS-0396,VEH-0096,140,140,2026-01-10,140,0,VERIFIED,OFF-00016
DEL-0000727,MAN-000083,MI-0000986,FPS-0396,VEH-0096,127,127,2026-01-10,0,127,VERIFIED,OFF-00041
DEL-0000728,MAN-000083,MI-0000987,FPS-0471,VEH-0096,159,156,2026-01-10,156,0,VARIANCE,OFF-00066
DEL-0000729,MAN-000083,MI-0000988,FPS-0471,VEH-0096,131,131,2026-01-10,0,131,VERIFIED,OFF-00064
DEL-0000730,MAN-000083,MI-0000989,FPS-0071,VEH-0096,119,117,2026-01-08,117,0,VARIANCE,OFF-00043
DEL-0000731,MAN-000083,MI-0000990,FPS-0071,VEH-0096,114,112,2026-01-07,0,112,VARIANCE,OFF-00057
DEL-0000732,MAN-000083,MI-0000991,FPS-0121,VEH-0096,147,146,2026-01-08,146,0,VERIFIED,OFF-00050
DEL-0000733,MAN-000083,MI-0000992,FPS-0121,VEH-0096,131,128,2026-01-09,0,128,VARIANCE,OFF-00043
DEL-0000734,MAN-000083,MI-0000993,FPS-0246,VEH-0096,277,273,2026-01-09,273,0,VERIFIED,OFF-00010
DEL-0000735,MAN-000083,MI-0000994,FPS-0246,VEH-0096,187,188,2026-01-10,0,188,VERIFIED,OFF-00060
DEL-0000736,MAN-000083,MI-0000995,FPS-0196,VEH-0096,198,194,2026-01-07,194,0,VARIANCE,OFF-00051
DEL-0000737,MAN-000083,MI-0000996,FPS-0196,VEH-0096,136,135,2026-01-10,0,135,VERIFIED,OFF-00059
DEL-0000738,MAN-000084,MI-0000997,FPS-0021,VEH-0146,259,260,2026-01-08,260,0,VERIFIED,OFF-00011
DEL-0000739,MAN-000084,MI-0000998,FPS-0021,VEH-0146,188,186,2026-01-10,0,186,VERIFIED,OFF-00013
DEL-0000740,MAN-000084,MI-0000999,FPS-0046,VEH-0146,166,163,2026-01-07,163,0,VARIANCE,OFF-00057
DEL-0000741,MAN-000084,MI-0001000,FPS-0046,VEH-0146,138,137,2026-01-10,0,137,VERIFIED,OFF-00018
DEL-0000742,MAN-000084,MI-0001001,FPS-0571,VEH-0146,139,137,2026-01-10,137,0,VERIFIED,OFF-00042
DEL-0000743,MAN-000084,MI-0001002,FPS-0571,VEH-0146,133,130,2026-01-10,0,130,VARIANCE,OFF-00036
DEL-0000744,MAN-000084,MI-0001003,FPS-0546,VEH-0146,238,237,2026-01-07,237,0,VERIFIED,OFF-00055
DEL-0000745,MAN-000084,MI-0001004,FPS-0546,VEH-0146,162,160,2026-01-08,0,160,VERIFIED,OFF-00036
DEL-0000746,MAN-000084,MI-0001005,FPS-0521,VEH-0146,190,188,2026-01-08,188,0,VERIFIED,OFF-00053
DEL-0000747,MAN-000084,MI-0001006,FPS-0521,VEH-0146,141,139,2026-01-09,0,139,VERIFIED,OFF-00053
DEL-0000748,MAN-000084,MI-0001007,FPS-0221,VEH-0146,209,208,2026-01-07,208,0,VERIFIED,OFF-00047
DEL-0000749,MAN-000084,MI-0001008,FPS-0221,VEH-0146,156,156,2026-01-10,0,156,VERIFIED,OFF-00039
DEL-0000750,MAN-000085,MI-0001009,FPS-0172,VEH-0022,189,185,2026-01-07,185,0,VARIANCE,OFF-00027
DEL-0000751,MAN-000085,MI-0001010,FPS-0172,VEH-0022,135,136,2026-01-07,0,136,VERIFIED,OFF-00014
DEL-0000752,MAN-000085,MI-0001011,FPS-0347,VEH-0022,265,266,2026-01-09,266,0,VERIFIED,OFF-00049
DEL-0000753,MAN-000085,MI-0001012,FPS-0347,VEH-0022,177,179,2026-01-07,0,179,VERIFIED,OFF-00062
DEL-0000754,MAN-000085,MI-0001013,FPS-0422,VEH-0022,163,160,2026-01-06,160,0,VARIANCE,OFF-00049
DEL-0000755,MAN-000085,MI-0001014,FPS-0422,VEH-0022,134,133,2026-01-07,0,133,VERIFIED,OFF-00056
DEL-0000756,MAN-000085,MI-0001015,FPS-0497,VEH-0022,217,218,2026-01-08,218,0,VERIFIED,OFF-00019
DEL-0000757,MAN-000085,MI-0001016,FPS-0497,VEH-0022,142,140,2026-01-06,0,140,VERIFIED,OFF-00048
DEL-0000758,MAN-000085,MI-0001017,FPS-0197,VEH-0022,207,205,2026-01-06,205,0,VERIFIED,OFF-00008
DEL-0000759,MAN-000085,MI-0001018,FPS-0197,VEH-0022,151,152,2026-01-08,0,152,VERIFIED,OFF-00064
DEL-0000760,MAN-000085,MI-0001019,FPS-0072,VEH-0022,216,211,2026-01-08,211,0,VARIANCE,OFF-00035
DEL-0000761,MAN-000085,MI-0001020,FPS-0072,VEH-0022,164,161,2026-01-07,0,161,VARIANCE,OFF-00054
DEL-0000762,MAN-000086,MI-0001021,FPS-0572,VEH-0072,250,245,2026-01-09,245,0,VARIANCE,OFF-00013
DEL-0000763,MAN-000086,MI-0001022,FPS-0572,VEH-0072,169,170,2026-01-07,0,170,VERIFIED,OFF-00024
DEL-0000764,MAN-000086,MI-0001023,FPS-0222,VEH-0072,205,206,2026-01-08,206,0,VERIFIED,OFF-00009
DEL-0000765,MAN-000086,MI-0001024,FPS-0222,VEH-0072,148,146,2026-01-09,0,146,VERIFIED,OFF-00032
DEL-0000766,MAN-000086,MI-0001025,FPS-0247,VEH-0072,116,115,2026-01-08,115,0,VERIFIED,OFF-00030
DEL-0000767,MAN-000086,MI-0001026,FPS-0247,VEH-0072,102,101,2026-01-07,0,101,VERIFIED,OFF-00064
DEL-0000768,MAN-000086,MI-0001027,FPS-0472,VEH-0072,221,221,2026-01-09,221,0,VERIFIED,OFF-00064
DEL-0000769,MAN-000086,MI-0001028,FPS-0472,VEH-0072,168,168,2026-01-08,0,168,VERIFIED,OFF-00017
DEL-0000770,MAN-000086,MI-0001029,FPS-0297,VEH-0072,159,159,2026-01-08,159,0,VERIFIED,OFF-00028
DEL-0000771,MAN-000086,MI-0001030,FPS-0297,VEH-0072,137,135,2026-01-09,0,135,VERIFIED,OFF-00055
DEL-0000772,MAN-000086,MI-0001031,FPS-0147,VEH-0072,140,140,2026-01-08,140,0,VERIFIED,OFF-00055
DEL-0000773,MAN-000086,MI-0001032,FPS-0147,VEH-0072,126,127,2026-01-09,0,127,VERIFIED,OFF-00025
DEL-0000774,MAN-000087,MI-0001033,FPS-0097,VEH-0047,207,206,2026-01-09,206,0,VERIFIED,OFF-00029
DEL-0000775,MAN-000087,MI-0001035,FPS-0522,VEH-0047,195,195,2026-01-06,195,0,VERIFIED,OFF-00049
DEL-0000776,MAN-000087,MI-0001040,FPS-0122,VEH-0047,131,130,2026-01-07,0,130,VERIFIED,OFF-00046
DEL-0000777,MAN-000087,MI-0001041,FPS-0047,VEH-0047,200,199,2026-01-09,199,0,VERIFIED,OFF-00009
DEL-0000778,MAN-000087,MI-0001043,FPS-0547,VEH-0047,132,130,2026-01-09,130,0,VARIANCE,OFF-00011
