transaction_id,beneficiary_id,fps_id,cycle,commodity,quantity_kg,transaction_time,status,receipt_number
EPOS-00003759,BEN-006156,FPS-0458,2026-01,RICE,10,2026-01-18T11:00:00,SUCCESS,RCT666356
EPOS-00003760,BEN-006156,FPS-0458,2026-01,WHEAT,8,2026-01-10T14:00:00,SUCCESS,RCT357220
EPOS-00003761,BEN-000794,FPS-0458,2026-01,RICE,7,2026-01-21T10:00:00,SUCCESS,RCT527620
EPOS-00003762,BEN-000794,FPS-0458,2026-01,WHEAT,3,2026-01-22T16:00:00,SUCCESS,RCT347522
EPOS-00003763,BEN-003528,FPS-0458,2026-01,RICE,17,2026-01-24T14:00:00,SUCCESS,RCT333715
EPOS-00003764,BEN-003528,FPS-0458,2026-01,WHEAT,7,2026-01-22T12:00:00,SUCCESS,RCT188679
EPOS-00003765,BEN-008052,FPS-0458,2026-01,RICE,8,2026-01-15T15:00:00,SUCCESS,RCT688620
EPOS-00003766,BEN-008052,FPS-0458,2026-01,WHEAT,5,2026-01-12T15:00:00,CANCELLED,RCT527046
EPOS-00003767,BEN-004837,FPS-0506,2026-01,RICE,7,2026-01-13T15:00:00,SUCCESS,RCT952494
EPOS-00003768,BEN-004837,FPS-0506,2026-01,WHEAT,5,2026-01-13T15:00:00,SUCCESS,RCT198867
EPOS-00003769,BEN-002245,FPS-0506,2026-01,RICE,17,2026-01-24T09:00:00,SUCCESS,RCT964163
EPOS-00003770,BEN-002245,FPS-0506,2026-01,WHEAT,5,2026-01-12T12:00:00,SUCCESS,RCT116680
EPOS-00003771,BEN-000874,FPS-0506,2026-01,RICE,10,2026-01-14T10:00:00,SUCCESS,RCT813599
EPOS-00003772,BEN-000874,FPS-0506,2026-01,WHEAT,4,2026-01-11T10:00:00,SUCCESS,RCT664296
EPOS-00003773,BEN-005988,FPS-0506,2026-01,RICE,11,2026-01-15T11:00:00,SUCCESS,RCT197866
EPOS-00003774,BEN-005988,FPS-0506,2026-01,WHEAT,7,2026-01-24T15:00:00,SUCCESS,RCT296532
EPOS-00003775,BEN-009838,FPS-0506,2026-01,RICE,4,2026-01-21T14:00:00,SUCCESS,RCT747451
EPOS-00003776,BEN-009838,FPS-0506,2026-01,WHEAT,2,2026-01-15T10:00:00,SUCCESS,RCT704765
EPOS-00003777,BEN-000289,FPS-0506,2026-01,RICE,17,2026-01-20T14:00:00,FAILED,RCT310798
EPOS-00003778,BEN-000289,FPS-0506,2026-01,WHEAT,13,2026-01-17T11:00:00,SUCCESS,RCT120154
EPOS-00003779,BEN-003156,FPS-0506,2026-01,RICE,7,2026-01-18T15:00:00,FAILED,RCT470162
EPOS-00003780,BEN-003156,FPS-0506,2026-01,WHEAT,6,2026-01-19T17:00:00,SUCCESS,RCT239435
EPOS-00003781,BEN-001308,FPS-0506,2026-01,RICE,16,2026-01-22T12:00:00,SUCCESS,RCT803594
EPOS-00003782,BEN-001308,FPS-0506,2026-01,WHEAT,11,2026-01-23T14:00:00,SUCCESS,RCT519278
EPOS-00003783,BEN-009107,FPS-0507,2026-01,RICE,11,2026-01-17T14:00:00,SUCCESS,RCT581115
EPOS-00003784,BEN-009107,FPS-0507,2026-01,WHEAT,7,2026-01-18T10:00:00,SUCCESS,RCT158179
EPOS-00003785,BEN-008013,FPS-0507,2026-01,RICE,10,2026-01-22T09:00:00,SUCCESS,RCT998844
EPOS-00003786,BEN-008013,FPS-0507,2026-01,WHEAT,7,2026-01-22T13:00:00,SUCCESS,RCT820951
EPOS-00003787,BEN-000868,FPS-0507,2026-01,RICE,10,2026-01-17T14:00:00,SUCCESS,RCT913237
EPOS-00003788,BEN-000868,FPS-0507,2026-01,WHEAT,7,2026-01-20T10:00:00,SUCCESS,RCT591635
EPOS-00003789,BEN-000573,FPS-0507,2026-01,RICE,5,2026-01-24T10:00:00,SUCCESS,RCT229115
EPOS-00003790,BEN-000573,FPS-0507,2026-01,WHEAT,3,2026-01-13T14:00:00,SUCCESS,RCT805807
EPOS-00003791,BEN-004855,FPS-0507,2026-01,RICE,21,2026-01-13T09:00:00,SUCCESS,RCT399672
EPOS-00003792,BEN-004855,FPS-0507,2026-01,WHEAT,6,2026-01-19T12:00:00,SUCCESS,RCT277643
EPOS-00003793,BEN-001414,FPS-0507,2026-01,RICE,9,2026-01-20T16:00:00,FAILED,RCT947988
EPOS-00003794,BEN-001414,FPS-0507,2026-01,WHEAT,4,2026-01-24T10:00:00,SUCCESS,RCT635315
EPOS-00003795,BEN-001504,FPS-0507,2026-01,RICE,12,2026-01-13T10:00:00,SUCCESS,RCT482431
EPOS-00003796,BEN-001504,FPS-0507,2026-01,WHEAT,9,2026-01-14T13:00:00,CANCELLED,RCT806242
EPOS-00003797,BEN-009041,FPS-0482,2026-01,RICE,7,2026-01-23T11:00:00,FAILED,RCT174990
EPOS-00003798,BEN-009041,FPS-0482,2026-01,WHEAT,8,2026-01-11T17:00:00,SUCCESS,RCT234550
EPOS-00003799,BEN-000122,FPS-0482,2026-01,RICE,10,2026-01-15T10:00:00,SUCCESS,RCT632513
EPOS-00003800,BEN-000122,FPS-0482,2026-01,WHEAT,12,2026-01-16T12:00:00,SUCCESS,RCT181199
EPOS-00003801,BEN-008896,FPS-0482,2026-01,RICE,5,2026-01-16T12:00:00,SUCCESS,RCT635452
EPOS-00003802,BEN-008896,FPS-0482,2026-01,WHEAT,3,2026-01-16T10:00:00,FAILED,RCT484152
EPOS-00003803,BEN-005807,FPS-0482,2026-01,RICE,10,2026-01-21T10:00:00,SUCCESS,RCT551228
EPOS-00003804,BEN-005807,FPS-0482,2026-01,WHEAT,8,2026-01-15T13:00:00,CANCELLED,RCT691073
EPOS-00003805,BEN-008695,FPS-0482,2026-01,RICE,4,2026-01-22T15:00:00,CANCELLED,RCT945645
EPOS-00003806,BEN-008695,FPS-0482,2026-01,WHEAT,5,2026-01-15T09:00:00,SUCCESS,RCT888588
EPOS-00003807,BEN-001233,FPS-0482,2026-01,RICE,8,2026-01-11T16:00:00,CANCELLED,RCT497482
EPOS-00003808,BEN-001233,FPS-0482,2026-01,WHEAT,8,2026-01-12T09:00:00,SUCCESS,RCT536614
EPOS-00003809,BEN-008485,FPS-0482,2026-01,RICE,4,2026-01-19T10:00:00,SUCCESS,RCT224244
EPOS-00003810,BEN-008485,FPS-0482,2026-01,WHEAT,5,2026-01-22T13:00:00,SUCCESS,RCT908974
EPOS-00003811,BEN-001067,FPS-0482,2026-01,RICE,12,2026-01-23T12:00:00,SUCCESS,RCT100254
EPOS-00003812,BEN-001067,FPS-0482,2026-01,WHEAT,5,2026-01-20T11:00:00,SUCCESS,RCT770843
EPOS-00003813,BEN-009697,FPS-0482,2026-01,RICE,7,2026-01-11T15:00:00,SUCCESS,RCT616491
EPOS-00003814,BEN-009697,FPS-0482,2026-01,WHEAT,5,2026-01-25T12:00:00,CANCELLED,RCT890782
EPOS-00003815,BEN-008740,FPS-0482,2026-01,RICE,7,2026-01-21T13:00:00,SUCCESS,RCT883273
EPOS-00003816,BEN-008740,FPS-0482,2026-01,WHEAT,4,2026-01-24T16:00:00,CANCELLED,RCT488124
EPOS-00003817,BEN-008142,FPS-0108,2026-01,RICE,9,2026-01-16T09:00:00,SUCCESS,RCT391511
EPOS-00003818,BEN-008142,FPS-0108,2026-01,WHEAT,8,2026-01-23T10:00:00,SUCCESS,RCT605722
EPOS-00003819,BEN-007473,FPS-0108,2026-01,RICE,5,2026-01-15T11:00:00,CANCELLED,RCT893451
EPOS-00003820,BEN-007473,FPS-0108,2026-01,WHEAT,4,2026-01-22T11:00:00,SUCCESS,RCT457038
EPOS-00003821,BEN-008947,FPS-0108,2026-01,RICE,8,2026-01-10T17:00:00,SUCCESS,RCT757905
EPOS-00003822,BEN-008947,FPS-0108,2026-01,WHEAT,5,2026-01-13T12:00:00,SUCCESS,RCT527362
EPOS-00003823,BEN-002517,FPS-0108,2026-01,RICE,20,2026-01-25T17:00:00,SUCCESS,RCT964951
EPOS-00003824,BEN-002517,FPS-0108,2026-01,WHEAT,10,2026-01-24T15:00:00,SUCCESS,RCT430921
EPOS-00003825,BEN-003784,FPS-0108,2026-01,RICE,16,2026-01-19T12:00:00,SUCCESS,RCT206401
EPOS-00003826,BEN-003784,FPS-0108,2026-01,WHEAT,6,2026-01-21T14:00:00,SUCCESS,RCT211855
EPOS-00003827,BEN-004693,FPS-0108,2026-01,RICE,12,2026-01-25T14:00:00,SUCCESS,RCT353239
EPOS-00003828,BEN-004693,FPS-0108,2026-01,WHEAT,10,2026-01-19T10:00:00,SUCCESS,RCT726454
EPOS-00003829,BEN-008637,FPS-0403,2026-01,RICE,8,2026-01-24T11:00:00,SUCCESS,RCT449310
EPOS-00003830,BEN-008637,FPS-0403,2026-01,WHEAT,5,2026-01-16T11:00:00,SUCCESS,RCT433836
EPOS-00003831,BEN-009720,FPS-0403,2026-01,RICE,7,2026-01-20T17:00:00,SUCCESS,RCT867382
EPOS-00003832,BEN-009720,FPS-0403,2026-01,WHEAT,5,2026-01-10T09:00:00,SUCCESS,RCT356203
EPOS-00003833,BEN-000007,FPS-0403,2026-01,RICE,3,2026-01-21T14:00:00,SUCCESS,RCT585125
EPOS-00003834,BEN-000007,FPS-0403,2026-01,WHEAT,3,2026-01-25T15:00:00,SUCCESS,RCT207262
EPOS-00003835,BEN-008795,FPS-0403,2026-01,RICE,5,2026-01-13T16:00:00,SUCCESS,RCT634605
EPOS-00003836,BEN-008795,FPS-0403,2026-01,WHEAT,3,2026-01-20T11:00:00,SUCCESS,RCT308010
EPOS-00003837,BEN-009142,FPS-0403,2026-01,RICE,12,2026-01-13T14:00:00,SUCCESS,RCT917722
EPOS-00003838,BEN-009142,FPS-0403,2026-01,WHEAT,8,2026-01-24T14:00:00,SUCCESS,RCT228969
EPOS-00003839,BEN-009940,FPS-0403,2026-01,RICE,10,2026-01-10T12:00:00,FAILED,RCT141638
EPOS-00003840,BEN-009940,FPS-0403,2026-01,WHEAT,13,2026-01-18T12:00:00,FAILED,RCT335756
EPOS-00003841,BEN-000746,FPS-0403,2026-01,RICE,4,2026-01-25T12:00:00,SUCCESS,RCT307489
EPOS-00003842,BEN-000746,FPS-0403,2026-01,WHEAT,6,2026-01-17T15:00:00,SUCCESS,RCT885686
EPOS-00003843,BEN-008497,FPS-0390,2026-01,RICE,10,2026-01-24T16:00:00,SUCCESS,RCT186959
EPOS-00003844,BEN-008497,FPS-0390,2026-01,WHEAT,4,2026-01-13T15:00:00,SUCCESS,RCT717307
EPOS-00003845,BEN-004525,FPS-0390,2026-01,RICE,17,2026-01-19T10:00:00,SUCCESS,RCT210531
EPOS-00003846,BEN-004525,FPS-0390,2026-01,WHEAT,13,2026-01-20T12:00:00,SUCCESS,RCT846018
EPOS-00003847,BEN-001334,FPS-0390,2026-01,RICE,3,2026-01-15T12:00:00,SUCCESS,RCT128488
EPOS-00003848,BEN-001334,FPS-0390,2026-01,WHEAT,3,2026-01-18T12:00:00,SUCCESS,RCT939537
EPOS-00003849,BEN-008006,FPS-0390,2026-01,RICE,6,2026-01-22T13:00:00,SUCCESS,RCT709547
EPOS-00003850,BEN-008006,FPS-0390,2026-01,WHEAT,6,2026-01-24T15:00:00,CANCELLED,RCT140640
EPOS-00003851,BEN-004445,FPS-0390,2026-01,RICE,13,2026-01-14T12:00:00,SUCCESS,RCT507114
EPOS-00003852,BEN-004445,FPS-0390,2026-01,WHEAT,8,2026-01-23T15:00:00,SUCCESS,RCT775616
EPOS-00003853,BEN-004763,FPS-0390,2026-01,RICE,10,2026-01-10T11:00:00,SUCCESS,RCT989745
EPOS-00003854,BEN-004763,FPS-0390,2026-01,WHEAT,7,2026-01-10T12:00:00,SUCCESS,RCT258776
EPOS-00003855,BEN-009961,FPS-0390,2026-01,RICE,20,2026-01-21T10:00:00,SUCCESS,RCT421503
EPOS-00003856,BEN-009961,FPS-0390,2026-01,WHEAT,11,2026-01-10T09:00:00,SUCCESS,RCT580242
EPOS-00003857,BEN-008103,FPS-0390,2026-01,RICE,11,2026-01-20T11:00:00,SUCCESS,RCT655381
EPOS-00003858,BEN-008103,FPS-0390,2026-01,WHEAT,4,2026-01-16T13:00:00,SUCCESS,RCT371539
EPOS-00003859,BEN-001743,FPS-0390,2026-01,RICE,19,2026-01-22T13:00:00,SUCCESS,RCT237326
EPOS-00003860,BEN-001743,FPS-0390,2026-01,WHEAT,12,2026-01-16T16:00:00,SUCCESS,RCT623782
EPOS-00003861,BEN-008466,FPS-0390,2026-01,RICE,5,2026-01-10T14:00:00,SUCCESS,RCT891796
EPOS-00003862,BEN-008466,FPS-0390,2026-01,WHEAT,3,2026-01-19T13:00:00,SUCCESS,RCT959195
EPOS-00003863,BEN-002547,FPS-0390,2026-01,RICE,4,2026-01-24T09:00:00,SUCCESS,RCT866750
EPOS-00003864,BEN-002547,FPS-0390,2026-01,WHEAT,3,2026-01-22T17:00:00,SUCCESS,RCT456639
EPOS-00003865,BEN-007939,FPS-0390,2026-01,RICE,9,2026-01-13T10:00:00,SUCCESS,RCT584981
EPOS-00003866,BEN-007939,FPS-0390,2026-01,WHEAT,7,2026-01-21T12:00:00,SUCCESS,RCT235607
EPOS-00003867,BEN-003328,FPS-0390,2026-01,RICE,7,2026-01-15T10:00:00,SUCCESS,RCT361562
EPOS-00003868,BEN-003328,FPS-0390,2026-01,WHEAT,3,2026-01-13T16:00:00,SUCCESS,RCT160673
EPOS-00003869,BEN-002791,FPS-0413,2026-01,RICE,8,2026-01-11T17:00:00,SUCCESS,RCT401373
EPOS-00003870,BEN-002791,FPS-0413,2026-01,WHEAT,4,2026-01-20T09:00:00,SUCCESS,RCT757875
EPOS-00003871,BEN-009645,FPS-0413,2026-01,RICE,8,2026-01-20T15:00:00,SUCCESS,RCT364385
EPOS-00003872,BEN-009645,FPS-0413,2026-01,WHEAT,5,2026-01-20T17:00:00,SUCCESS,RCT876094
EPOS-00003873,BEN-006025,FPS-0413,2026-01,RICE,2,2026-01-15T17:00:00,SUCCESS,RCT960822
EPOS-00003874,BEN-006025,FPS-0413,2026-01,WHEAT,1,2026-01-18T09:00:00,FAILED,RCT609187
EPOS-00003875,BEN-004478,FPS-0413,2026-01,RICE,8,2026-01-18T10:00:00,SUCCESS,RCT787366
EPOS-00003876,BEN-004478,FPS-0413,2026-01,WHEAT,2,2026-01-21T10:00:00,SUCCESS,RCT701540
EPOS-00003877,BEN-005464,FPS-0413,2026-01,RICE,11,2026-01-22T10:00:00,SUCCESS,RCT905814
EPOS-00003878,BEN-005464,FPS-0413,2026-01,WHEAT,6,2026-01-22T11:00:00,SUCCESS,RCT339093
EPOS-00003879,BEN-004490,FPS-0413,2026-01,RICE,5,2026-01-18T15:00:00,CANCELLED,RCT346685
EPOS-00003880,BEN-004490,FPS-0413,2026-01,WHEAT,3,2026-01-21T12:00:00,CANCELLED,RCT430125
EPOS-00003881,BEN-008366,FPS-0413,2026-01,RICE,7,2026-01-19T11:00:00,SUCCESS,RCT757964
EPOS-00003882,BEN-008366,FPS-0413,2026-01,WHEAT,5,2026-01-15T17:00:00,SUCCESS,RCT407717
EPOS-00003883,BEN-003883,FPS-0413,2026-01,RICE,8,2026-01-12T14:00:00,SUCCESS,RCT327918
EPOS-00003884,BEN-003883,FPS-0413,2026-01,WHEAT,5,2026-01-13T13:00:00,SUCCESS,RCT463764
EPOS-00003885,BEN-000991,FPS-0378,2026-01,RICE,6,2026-01-24T10:00:00,SUCCESS,RCT851766
EPOS-00003886,BEN-000991,FPS-0378,2026-01,WHEAT,6,2026-01-10T16:00:00,SUCCESS,RCT289545
EPOS-00003887,BEN-006682,FPS-0378,2026-01,RICE,10,2026-01-23T15:00:00,SUCCESS,RCT987925
EPOS-00003888,BEN-006682,FPS-0378,2026-01,WHEAT,6,2026-01-25T12:00:00,SUCCESS,RCT862988
EPOS-00003889,BEN-005799,FPS-0378,2026-01,RICE,14,2026-01-19T14:00:00,SUCCESS,RCT607802
EPOS-00003890,BEN-005799,FPS-0378,2026-01,WHEAT,7,2026-01-12T16:00:00,SUCCESS,RCT232355
EPOS-00003891,BEN-004328,FPS-0378,2026-01,RICE,5,2026-01-14T10:00:00,SUCCESS,RCT515740
EPOS-00003892,BEN-004328,FPS-0378,2026-01,WHEAT,2,2026-01-16T15:00:00,SUCCESS,RCT373015
EPOS-00003893,BEN-008427,FPS-0378,2026-01,RICE,6,2026-01-18T11:00:00,FAILED,RCT382813
EPOS-00003894,BEN-008427,FPS-0378,2026-01,WHEAT,7,2026-01-10T15:00:00,SUCCESS,RCT627023
EPOS-00003895,BEN-009588,FPS-0378,2026-01,RICE,7,2026-01-15T09:00:00,SUCCESS,RCT194118
EPOS-00003896,BEN-009588,FPS-0378,2026-01,WHEAT,10,2026-01-10T13:00:00,FAILED,RCT416937
EPOS-00003897,BEN-005826,FPS-0378,2026-01,RICE,10,2026-01-20T17:00:00,CANCELLED,RCT333146
EPOS-00003898,BEN-005826,FPS-0378,2026-01,WHEAT,14,2026-01-25T13:00:00,SUCCESS,RCT453557
EPOS-00003899,BEN-001112,FPS-0378,2026-01,RICE,1,2026-01-14T13:00:00,SUCCESS,RCT144106
EPOS-00003900,BEN-001112,FPS-0378,2026-01,WHEAT,1,2026-01-16T15:00:00,SUCCESS,RCT358502
EPOS-00003901,BEN-006292,FPS-0378,2026-01,RICE,7,2026-01-19T13:00:00,SUCCESS,RCT902360
EPOS-00003902,BEN-006292,FPS-0378,2026-01,WHEAT,5,2026-01-15T11:00:00,FAILED,RCT725759
EPOS-00003903,BEN-004082,FPS-0378,2026-01,RICE,4,2026-01-25T13:00:00,CANCELLED,RCT771057
EPOS-00003904,BEN-004082,FPS-0378,2026-01,WHEAT,5,2026-01-17T13:00:00,SUCCESS,RCT374808
EPOS-00003905,BEN-005463,FPS-0378,2026-01,RICE,11,2026-01-23T15:00:00,SUCCESS,RCT813059
EPOS-00003906,BEN-005463,FPS-0378,2026-01,WHEAT,9,2026-01-16T12:00:00,SUCCESS,RCT700432
EPOS-00003907,BEN-005834,FPS-0378,2026-01,RICE,7,2026-01-20T12:00:00,SUCCESS,RCT746422
EPOS-00003908,BEN-005834,FPS-0378,2026-01,WHEAT,3,2026-01-18T13:00:00,CANCELLED,RCT437587
EPOS-00003909,BEN-005722,FPS-0378,2026-01,RICE,10,2026-01-19T14:00:00,SUCCESS,RCT467645
EPOS-00003910,BEN-005722,FPS-0378,2026-01,WHEAT,7,2026-01-17T11:00:00,SUCCESS,RCT478697
EPOS-00003911,BEN-002582,FPS-0378,2026-01,RICE,10,2026-01-22T09:00:00,SUCCESS,RCT736711
EPOS-00003912,BEN-002582,FPS-0378,2026-01,WHEAT,8,2026-01-22T17:00:00,SUCCESS,RCT138276
EPOS-00003913,BEN-002093,FPS-0560,2026-01,RICE,15,2026-01-13T11:00:00,FAILED,RCT797130
EPOS-00003914,BEN-002093,FPS-0560,2026-01,WHEAT,11,2026-01-19T15:00:00,SUCCESS,RCT307687
EPOS-00003915,BEN-009874,FPS-0560,2026-01,RICE,10,2026-01-10T10:00:00,SUCCESS,RCT673064
EPOS-00003916,BEN-009874,FPS-0560,2026-01,WHEAT,4,2026-01-18T10:00:00,CANCELLED,RCT611100
EPOS-00003917,BEN-002528,FPS-0560,2026-01,RICE,6,2026-01-17T11:00:00,SUCCESS,RCT380476
EPOS-00003918,BEN-002528,FPS-0560,2026-01,WHEAT,3,2026-01-22T12:00:00,SUCCESS,RCT950268
EPOS-00003919,BEN-009292,FPS-0560,2026-01,RICE,10,2026-01-12T12:00:00,SUCCESS,RCT507200
EPOS-00003920,BEN-009292,FPS-0560,2026-01,WHEAT,7,2026-01-17T09:00:00,SUCCESS,RCT844021
EPOS-00003921,BEN-001620,FPS-0560,2026-01,RICE,2,2026-01-10T15:00:00,SUCCESS,RCT218145
EPOS-00003922,BEN-001620,FPS-0560,2026-01,WHEAT,1,2026-01-10T16:00:00,SUCCESS,RCT778751
EPOS-00003923,BEN-004989,FPS-0560,2026-01,RICE,8,2026-01-19T13:00:00,FAILED,RCT352208
EPOS-00003924,BEN-004989,FPS-0560,2026-01,WHEAT,4,2026-01-17T11:00:00,SUCCESS,RCT924488
EPOS-00003925,BEN-006080,FPS-0560,2026-01,RICE,5,2026-01-19T16:00:00,FAILED,RCT209155
EPOS-00003926,BEN-006080,FPS-0560,2026-01,WHEAT,3,2026-01-14T15:00:00,SUCCESS,RCT132858
EPOS-00003927,BEN-005291,FPS-0560,2026-01,RICE,16,2026-01-17T15:00:00,SUCCESS,RCT135878
EPOS-00003928,BEN-005291,FPS-0560,2026-01,WHEAT,13,2026-01-15T10:00:00,CANCELLED,RCT370487
EPOS-00003929,BEN-009942,FPS-0560,2026-01,RICE,20,2026-01-24T12:00:00,SUCCESS,RCT814774
EPOS-00003930,BEN-009942,FPS-0560,2026-01,WHEAT,12,2026-01-23T09:00:00,SUCCESS,RCT307568
EPOS-00003931,BEN-005955,FPS-0560,2026-01,RICE,18,2026-01-11T10:00:00,SUCCESS,RCT430835
EPOS-00003932,BEN-005955,FPS-0560,2026-01,WHEAT,13,2026-01-15T12:00:00,SUCCESS,RCT426063
EPOS-00003933,BEN-006124,FPS-0560,2026-01,RICE,10,2026-01-19T12:00:00,SUCCESS,RCT272049
EPOS-00003934,BEN-006124,FPS-0560,2026-01,WHEAT,4,2026-01-15T17:00:00,SUCCESS,RCT155674
EPOS-00003935,BEN-001970,FPS-0560,2026-01,RICE,14,2026-01-12T11:00:00,SUCCESS,RCT874878
EPOS-00003936,BEN-001970,FPS-0560,2026-01,WHEAT,6,2026-01-13T11:00:00,SUCCESS,RCT466446
EPOS-00003937,BEN-001484,FPS-0560,2026-01,RICE,5,2026-01-13T15:00:00,SUCCESS,RCT399360
EPOS-00003938,BEN-001484,FPS-0560,2026-01,WHEAT,3,2026-01-17T09:00:00,SUCCESS,RCT340089
EPOS-00003939,BEN-002459,FPS-0008,2026-01,RICE,8,2026-01-21T13:00:00,SUCCESS,RCT831383
EPOS-00003940,BEN-002459,FPS-0008,2026-01,WHEAT,5,2026-01-14T10:00:00,FAILED,RCT870010
EPOS-00003941,BEN-008223,FPS-0008,2026-01,RICE,5,2026-01-20T11:00:00,SUCCESS,RCT997172
EPOS-00003942,BEN-008223,FPS-0008,2026-01,WHEAT,3,2026-01-24T10:00:00,SUCCESS,RCT174053
EPOS-00003943,BEN-001174,FPS-0008,2026-01,RICE,7,2026-01-11T16:00:00,FAILED,RCT717920
EPOS-00003944,BEN-001174,FPS-0008,2026-01,WHEAT,3,2026-01-20T09:00:00,SUCCESS,RCT273060
EPOS-00003945,BEN-002871,FPS-0008,2026-01,RICE,8,2026-01-20T09:00:00,FAILED,RCT699450
EPOS-00003946,BEN-002871,FPS-0008,2026-01,WHEAT,3,2026-01-13T17:00:00,SUCCESS,RCT114600
EPOS-00003947,BEN-009494,FPS-0008,2026-01,RICE,13,2026-01-22T09:00:00,SUCCESS,RCT875066
EPOS-00003948,BEN-009494,FPS-0008,2026-01,WHEAT,8,2026-01-16T15:00:00,SUCCESS,RCT566703
EPOS-00003949,BEN-008009,FPS-0008,2026-01,RICE,19,2026-01-21T10:00:00,SUCCESS,RCT987764
EPOS-00003950,BEN-008009,FPS-0008,2026-01,WHEAT,11,2026-01-17T14:00:00,SUCCESS,RCT447578
EPOS-00003951,BEN-003844,FPS-0008,2026-01,RICE,5,2026-01-15T12:00:00,SUCCESS,RCT663129
EPOS-00003952,BEN-003844,FPS-0008,2026-01,WHEAT,3,2026-01-19T11:00:00,SUCCESS,RCT755448
EPOS-00003953,BEN-006815,FPS-0008,2026-01,RICE,18,2026-01-19T17:00:00,SUCCESS,RCT575086
EPOS-00003954,BEN-006815,FPS-0008,2026-01,WHEAT,13,2026-01-14T10:00:00,SUCCESS,RCT609450
EPOS-00003955,BEN-003659,FPS-0008,2026-01,RICE,18,2026-01-13T15:00:00,SUCCESS,RCT988499
EPOS-00003956,BEN-003659,FPS-0008,2026-01,WHEAT,11,2026-01-18T17:00:00,FAILED,RCT705328
EPOS-00003957,BEN-005845,FPS-0008,2026-01,RICE,3,2026-01-23T14:00:00,SUCCESS,RCT692205
EPOS-00003958,BEN-005845,FPS-0008,2026-01,WHEAT,3,2026-01-19T09:00:00,SUCCESS,RCT115492
EPOS-00003959,BEN-007701,FPS-0435,2026-01,RICE,7,2026-01-20T10:00:00,FAILED,RCT592361
EPOS-00003960,BEN-007701,FPS-0435,2026-01,WHEAT,6,2026-01-11T15:00:00,SUCCESS,RCT712758
EPOS-00003961,BEN-005831,FPS-0435,2026-01,RICE,4,2026-01-10T10:00:00,SUCCESS,RCT416017
EPOS-00003962,BEN-005831,FPS-0435,2026-01,WHEAT,4,2026-01-20T16:00:00,SUCCESS,RCT568186
EPOS-00003963,BEN-001530,FPS-0435,2026-01,RICE,6,2026-01-24T09:00:00,FAILED,RCT935638
EPOS-00003964,BEN-001530,FPS-0435,2026-01,WHEAT,6,2026-01-22T11:00:00,SUCCESS,RCT638307
EPOS-00003965,BEN-008832,FPS-0435,2026-01,RICE,7,2026-01-11T11:00:00,SUCCESS,RCT712342
EPOS-00003966,BEN-008832,FPS-0435,2026-01,WHEAT,3,2026-01-15T15:00:00,SUCCESS,RCT953300
EPOS-00003967,BEN-001720,FPS-0435,2026-01,RICE,5,2026-01-15T16:00:00,SUCCESS,RCT175574
EPOS-00003968,BEN-001720,FPS-0435,2026-01,WHEAT,3,2026-01-15T10:00:00,SUCCESS,RCT274434
EPOS-00003969,BEN-003740,FPS-0435,2026-01,RICE,6,2026-01-14T17:00:00,CANCELLED,RCT555295
EPOS-00003970,BEN-003740,FPS-0435,2026-01,WHEAT,7,2026-01-15T11:00:00,SUCCESS,RCT576239
EPOS-00003971,BEN-001937,FPS-0435,2026-01,RICE,10,2026-01-15T12:00:00,SUCCESS,RCT990152
EPOS-00003972,BEN-001937,FPS-0435,2026-01,WHEAT,6,2026-01-24T10:00:00,SUCCESS,RCT920255
EPOS-00003973,BEN-000871,FPS-0435,2026-01,RICE,16,2026-01-24T15:00:00,SUCCESS,RCT517022
EPOS-00003974,BEN-000871,FPS-0435,2026-01,WHEAT,13,2026-01-16T10:00:00,SUCCESS,RCT989997
EPOS-00003975,BEN-003092,FPS-0435,2026-01,RICE,10,2026-01-10T16:00:00,SUCCESS,RCT473559
EPOS-00003976,BEN-003092,FPS-0435,2026-01,WHEAT,7,2026-01-17T14:00:00,CANCELLED,RCT193215
EPOS-00003977,BEN-008678,FPS-0435,2026-01,RICE,10,2026-01-15T11:00:00,SUCCESS,RCT163835
EPOS-00003978,BEN-008678,FPS-0435,2026-01,WHEAT,6,2026-01-21T11:00:00,SUCCESS,RCT957000
EPOS-00003979,BEN-009617,FPS-0435,2026-01,RICE,10,2026-01-16T13:00:00,SUCCESS,RCT899524
EPOS-00003980,BEN-009617,FPS-0435,2026-01,WHEAT,6,2026-01-22T17:00:00,SUCCESS,RCT914565
EPOS-00003981,BEN-004555,FPS-0432,2026-01,RICE,6,2026-01-23T17:00:00,SUCCESS,RCT116141
EPOS-00003982,BEN-004555,FPS-0432,2026-01,WHEAT,6,2026-01-22T15:00:00,SUCCESS,RCT651717
EPOS-00003983,BEN-002917,FPS-0432,2026-01,RICE,16,2026-01-24T09:00:00,SUCCESS,RCT226776
EPOS-00003984,BEN-002917,FPS-0432,2026-01,WHEAT,13,2026-01-21T12:00:00,SUCCESS,RCT721557
EPOS-00003985,BEN-005357,FPS-0432,2026-01,RICE,12,2026-01-16T15:00:00,FAILED,RCT986485
EPOS-00003986,BEN-005357,FPS-0432,2026-01,WHEAT,8,2026-01-24T17:00:00,SUCCESS,RCT419677
EPOS-00003987,BEN-005001,FPS-0432,2026-01,RICE,13,2026-01-23T15:00:00,SUCCESS,RCT456040
