inventory_id,location_type,location_id,commodity,opening_stock_kg,received_kg,dispatched_kg,distributed_kg,closing_stock_kg,cycle
INV-0000800,FPS,FPS-0250,WHEAT,198,123,0,101,220,2026-01
INV-0000801,FPS,FPS-0251,RICE,59,139,0,112,86,2026-01
INV-0000802,FPS,FPS-0251,WHEAT,197,130,0,90,237,2026-01
INV-0000803,FPS,FPS-0252,RICE,271,170,0,132,309,2026-01
INV-0000804,FPS,FPS-0252,WHEAT,258,129,0,83,304,2026-01
INV-0000805,FPS,FPS-0253,RICE,50,161,0,129,82,2026-01
INV-0000806,FPS,FPS-0253,WHEAT,169,107,0,93,183,2026-01
INV-0000807,FPS,FPS-0254,RICE,244,122,0,102,264,2026-01
INV-0000808,FPS,FPS-0254,WHEAT,166,117,0,99,184,2026-01
INV-0000809,FPS,FPS-0255,RICE,193,145,0,93,245,2026-01
INV-0000810,FPS,FPS-0255,WHEAT,264,123,0,93,294,2026-01
INV-0000811,FPS,FPS-0256,RICE,244,125,0,89,280,2026-01
INV-0000812,FPS,FPS-0256,WHEAT,199,110,0,70,239,2026-01
INV-0000813,FPS,FPS-0257,RICE,234,139,0,109,264,2026-01
INV-0000814,FPS,FPS-0257,WHEAT,224,126,0,112,238,2026-01
INV-0000815,FPS,FPS-0258,RICE,204,142,0,120,226,2026-01
INV-0000816,FPS,FPS-0258,WHEAT,166,115,0,78,203,2026-01
INV-0000817,FPS,FPS-0259,RICE,102,151,0,120,133,2026-01
INV-0000818,FPS,FPS-0259,WHEAT,202,106,0,67,241,2026-01
INV-0000819,FPS,FPS-0260,RICE,237,99,0,73,263,2026-01
INV-0000820,FPS,FPS-0260,WHEAT,104,93,0,76,121,2026-01
INV-0000821,FPS,FPS-0261,RICE,248,85,0,59,274,2026-01
INV-0000822,FPS,FPS-0261,WHEAT,109,96,0,57,148,2026-01
INV-0000823,FPS,FPS-0262,RICE,239,138,0,108,269,2026-01
INV-0000824,FPS,FPS-0262,WHEAT,203,133,0,118,218,2026-01
INV-0000825,FPS,FPS-0263,RICE,172,126,0,95,203,2026-01
INV-0000826,FPS,FPS-0263,WHEAT,166,111,0,79,198,2026-01
INV-0000827,FPS,FPS-0264,RICE,266,104,0,81,289,2026-01
INV-0000828,FPS,FPS-0264,WHEAT,199,90,0,59,230,2026-01
INV-0000829,FPS,FPS-0265,RICE,198,184,0,113,269,2026-01
INV-0000830,FPS,FPS-0265,WHEAT,208,141,0,110,239,2026-01
INV-0000831,FPS,FPS-0266,RICE,240,114,0,73,281,2026-01
INV-0000832,FPS,FPS-0266,WHEAT,151,121,0,106,166,2026-01
INV-0000833,FPS,FPS-0267,RICE,145,136,0,115,166,2026-01
INV-0000834,FPS,FPS-0267,WHEAT,245,108,0,90,263,2026-01
INV-0000835,FPS,FPS-0268,RICE,224,149,0,119,254,2026-01
INV-0000836,FPS,FPS-0268,WHEAT,135,130,0,93,172,2026-01
INV-0000837,FPS,FPS-0269,RICE,228,164,0,99,293,2026-01
INV-0000838,FPS,FPS-0269,WHEAT,63,117,0,78,102,2026-01
INV-0000839,FPS,FPS-0270,RICE,220,133,0,104,249,2026-01
INV-0000840,FPS,FPS-0270,WHEAT,64,116,0,78,102,2026-01
INV-0000841,FPS,FPS-0271,RICE,277,154,0,94,337,2026-01
INV-0000842,FPS,FPS-0271,WHEAT,71,139,0,116,94,2026-01
INV-0000843,FPS,FPS-0272,RICE,189,209,0,129,269,2026-01
INV-0000844,FPS,FPS-0272,WHEAT,90,159,0,105,144,2026-01
INV-0000845,FPS,FPS-0273,RICE,173,213,0,130,256,2026-01
INV-0000846,FPS,FPS-0273,WHEAT,279,128,0,108,299,2026-01
INV-0000847,FPS,FPS-0274,RICE,112,173,0,152,133,2026-01
INV-0000848,FPS,FPS-0274,WHEAT,85,147,0,91,141,2026-01
INV-0000849,FPS,FPS-0275,RICE,88,147,0,128,107,2026-01
INV-0000850,FPS,FPS-0275,WHEAT,201,141,0,91,251,2026-01
INV-0000851,FPS,FPS-0276,RICE,171,159,0,127,203,2026-01
INV-0000852,FPS,FPS-0276,WHEAT,288,125,0,104,309,2026-01
INV-0000853,FPS,FPS-0277,RICE,99,132,0,106,125,2026-01
INV-0000854,FPS,FPS-0277,WHEAT,164,120,0,85,199,2026-01
INV-0000855,FPS,FPS-0278,RICE,102,131,0,109,124,2026-01
INV-0000856,FPS,FPS-0278,WHEAT,89,130,0,104,115,2026-01
INV-0000857,FPS,FPS-0279,RICE,86,249,0,184,151,2026-01
INV-0000858,FPS,FPS-0279,WHEAT,217,172,0,103,286,2026-01
INV-0000859,FPS,FPS-0280,RICE,180,135,0,102,213,2026-01
INV-0000860,FPS,FPS-0280,WHEAT,180,104,0,62,222,2026-01
INV-0000861,FPS,FPS-0281,RICE,123,165,0,113,175,2026-01
INV-0000862,FPS,FPS-0281,WHEAT,290,121,0,100,311,2026-01
INV-0000863,FPS,FPS-0282,RICE,221,165,0,122,264,2026-01
INV-0000864,FPS,FPS-0282,WHEAT,179,121,0,97,203,2026-01
INV-0000865,FPS,FPS-0283,RICE,185,143,0,113,215,2026-01
INV-0000866,FPS,FPS-0283,WHEAT,68,117,0,77,108,2026-01
INV-0000867,FPS,FPS-0284,RICE,287,140,0,87,340,2026-01
INV-0000868,FPS,FPS-0284,WHEAT,203,116,0,94,225,2026-01
INV-0000869,FPS,FPS-0285,RICE,289,187,0,131,345,2026-01
INV-0000870,FPS,FPS-0285,WHEAT,226,155,0,125,256,2026-01
INV-0000871,FPS,FPS-0286,RICE,91,148,0,132,107,2026-01
INV-0000872,FPS,FPS-0286,WHEAT,167,130,0,112,185,2026-01
INV-0000873,FPS,FPS-0287,RICE,52,264,0,201,115,2026-01
INV-0000874,FPS,FPS-0287,WHEAT,126,178,0,109,195,2026-01
INV-0000875,FPS,FPS-0288,RICE,140,124,0,80,184,2026-01
INV-0000876,FPS,FPS-0288,WHEAT,209,123,0,83,249,2026-01
INV-0000877,FPS,FPS-0289,RICE,130,120,0,79,171,2026-01
INV-0000878,FPS,FPS-0289,WHEAT,164,112,0,85,191,2026-01
INV-0000879,FPS,FPS-0290,RICE,233,147,0,106,274,2026-01
INV-0000880,FPS,FPS-0290,WHEAT,190,143,0,88,245,2026-01
INV-0000881,FPS,FPS-0291,RICE,285,174,0,142,317,2026-01
INV-0000882,FPS,FPS-0291,WHEAT,264,134,0,88,310,2026-01
INV-0000883,FPS,FPS-0292,RICE,219,191,0,128,282,2026-01
INV-0000884,FPS,FPS-0292,WHEAT,178,133,0,94,217,2026-01
INV-0000885,FPS,FPS-0293,RICE,68,127,0,108,87,2026-01
INV-0000886,FPS,FPS-0293,WHEAT,116,112,0,79,149,2026-01
INV-0000887,FPS,FPS-0294,RICE,289,144,0,89,344,2026-01
INV-0000888,FPS,FPS-0294,WHEAT,282,104,0,70,316,2026-01
INV-0000889,FPS,FPS-0295,RICE,152,139,0,99,192,2026-01
INV-0000890,FPS,FPS-0295,WHEAT,122,119,0,88,153,2026-01
INV-0000891,FPS,FPS-0296,RICE,50,130,0,108,72,2026-01
INV-0000892,FPS,FPS-0296,WHEAT,221,94,0,79,236,2026-01
INV-0000893,FPS,FPS-0297,RICE,214,154,0,95,273,2026-01
INV-0000894,FPS,FPS-0297,WHEAT,159,117,0,98,178,2026-01
INV-0000895,FPS,FPS-0298,RICE,207,136,0,117,226,2026-01
INV-0000896,FPS,FPS-0298,WHEAT,243,113,0,95,261,2026-01
INV-0000897,FPS,FPS-0299,RICE,264,137,0,95,306,2026-01
INV-0000898,FPS,FPS-0299,WHEAT,261,130,0,97,294,2026-01
INV-0000899,FPS,FPS-0300,RICE,240,153,0,116,277,2026-01
INV-0000900,FPS,FPS-0300,WHEAT,95,112,0,71,136,2026-01
INV-0000901,FPS,FPS-0301,RICE,164,171,0,147,188,2026-01
INV-0000902,FPS,FPS-0301,WHEAT,93,141,0,126,108,2026-01
INV-0000903,FPS,FPS-0302,RICE,53,153,0,127,79,2026-01
INV-0000904,FPS,FPS-0302,WHEAT,195,139,0,90,244,2026-01
INV-0000905,FPS,FPS-0303,RICE,77,118,0,97,98,2026-01
INV-0000906,FPS,FPS-0303,WHEAT,260,110,0,87,283,2026-01
INV-0000907,FPS,FPS-0304,RICE,161,165,0,143,183,2026-01
INV-0000908,FPS,FPS-0304,WHEAT,101,124,0,78,147,2026-01
INV-0000909,FPS,FPS-0305,RICE,112,173,0,113,172,2026-01
INV-0000910,FPS,FPS-0305,WHEAT,177,136,0,100,213,2026-01
INV-0000911,FPS,FPS-0306,RICE,267,105,0,89,283,2026-01
INV-0000912,FPS,FPS-0306,WHEAT,158,98,0,80,176,2026-01
INV-0000913,FPS,FPS-0307,RICE,250,166,0,132,284,2026-01
INV-0000914,FPS,FPS-0307,WHEAT,223,122,0,107,238,2026-01
INV-0000915,FPS,FPS-0308,RICE,187,186,0,152,221,2026-01
INV-0000916,FPS,FPS-0308,WHEAT,164,148,0,115,197,2026-01
INV-0000917,FPS,FPS-0309,RICE,117,190,0,115,192,2026-01
INV-0000918,FPS,FPS-0309,WHEAT,216,133,0,84,265,2026-01
INV-0000919,FPS,FPS-0310,RICE,54,131,0,88,97,2026-01
INV-0000920,FPS,FPS-0310,WHEAT,55,111,0,95,71,2026-01
INV-0000921,FPS,FPS-0311,RICE,276,201,0,152,325,2026-01
INV-0000922,FPS,FPS-0311,WHEAT,56,150,0,118,88,2026-01
INV-0000923,FPS,FPS-0312,RICE,258,218,0,166,310,2026-01
INV-0000924,FPS,FPS-0312,WHEAT,76,143,0,101,118,2026-01
INV-0000925,FPS,FPS-0313,RICE,50,143,0,103,90,2026-01
INV-0000926,FPS,FPS-0313,WHEAT,163,131,0,90,204,2026-01
INV-0000927,FPS,FPS-0314,RICE,164,160,0,107,217,2026-01
INV-0000928,FPS,FPS-0314,WHEAT,174,121,0,85,210,2026-01
INV-0000929,FPS,FPS-0315,RICE,229,179,0,160,248,2026-01
INV-0000930,FPS,FPS-0315,WHEAT,132,139,0,92,179,2026-01
INV-0000931,FPS,FPS-0316,RICE,178,132,0,115,195,2026-01
INV-0000932,FPS,FPS-0316,WHEAT,89,105,0,68,126,2026-01
INV-0000933,FPS,FPS-0317,RICE,94,154,0,113,135,2026-01
INV-0000934,FPS,FPS-0317,WHEAT,201,126,0,91,236,2026-01
INV-0000935,FPS,FPS-0318,RICE,272,156,0,94,334,2026-01
INV-0000936,FPS,FPS-0318,WHEAT,296,137,0,108,325,2026-01
INV-0000937,FPS,FPS-0319,RICE,154,134,0,106,182,2026-01
INV-0000938,FPS,FPS-0319,WHEAT,252,112,0,100,264,2026-01
INV-0000939,FPS,FPS-0320,RICE,127,118,0,100,145,2026-01
INV-0000940,FPS,FPS-0320,WHEAT,222,99,0,78,243,2026-01
INV-0000941,FPS,FPS-0321,RICE,299,216,0,185,330,2026-01
INV-0000942,FPS,FPS-0321,WHEAT,257,141,0,103,295,2026-01
INV-0000943,FPS,FPS-0322,RICE,232,174,0,133,273,2026-01
INV-0000944,FPS,FPS-0322,WHEAT,90,137,0,83,144,2026-01
INV-0000945,FPS,FPS-0323,RICE,234,147,0,120,261,2026-01
INV-0000946,FPS,FPS-0323,WHEAT,215,149,0,97,267,2026-01
INV-0000947,FPS,FPS-0324,RICE,114,126,0,95,145,2026-01
INV-0000948,FPS,FPS-0324,WHEAT,185,119,0,83,221,2026-01
INV-0000949,FPS,FPS-0325,RICE,55,183,0,124,114,2026-01
INV-0000950,FPS,FPS-0325,WHEAT,154,149,0,125,178,2026-01
INV-0000951,FPS,FPS-0326,RICE,232,157,0,111,278,2026-01
INV-0000952,FPS,FPS-0326,WHEAT,259,122,0,76,305,2026-01
INV-0000953,FPS,FPS-0327,RICE,198,157,0,101,254,2026-01
INV-0000954,FPS,FPS-0327,WHEAT,50,119,0,72,97,2026-01
INV-0000955,FPS,FPS-0328,RICE,205,174,0,130,249,2026-01
INV-0000956,FPS,FPS-0328,WHEAT,228,152,0,121,259,2026-01
INV-0000957,FPS,FPS-0329,RICE,253,131,0,100,284,2026-01
INV-0000958,FPS,FPS-0329,WHEAT,227,103,0,82,248,2026-01
INV-0000959,FPS,FPS-0330,RICE,135,172,0,149,158,2026-01
INV-0000960,FPS,FPS-0330,WHEAT,202,130,0,107,225,2026-01
INV-0000961,FPS,FPS-0331,RICE,272,140,0,101,311,2026-01
INV-0000962,FPS,FPS-0331,WHEAT,274,110,0,96,288,2026-01
INV-0000963,FPS,FPS-0332,RICE,248,169,0,134,283,2026-01
INV-0000964,FPS,FPS-0332,WHEAT,87,143,0,87,143,2026-01
INV-0000965,FPS,FPS-0333,RICE,164,282,0,231,215,2026-01
INV-0000966,FPS,FPS-0333,WHEAT,153,196,0,125,224,2026-01
INV-0000967,FPS,FPS-0334,RICE,149,142,0,118,173,2026-01
INV-0000968,FPS,FPS-0334,WHEAT,208,123,0,98,233,2026-01
INV-0000969,FPS,FPS-0335,RICE,144,207,0,184,167,2026-01
INV-0000970,FPS,FPS-0335,WHEAT,278,143,0,93,328,2026-01
INV-0000971,FPS,FPS-0336,RICE,94,191,0,152,133,2026-01
INV-0000972,FPS,FPS-0336,WHEAT,184,139,0,122,201,2026-01
INV-0000973,FPS,FPS-0337,RICE,265,131,0,94,302,2026-01
INV-0000974,FPS,FPS-0337,WHEAT,84,129,0,95,118,2026-01
INV-0000975,FPS,FPS-0338,RICE,216,153,0,127,242,2026-01
INV-0000976,FPS,FPS-0338,WHEAT,69,124,0,87,106,2026-01
INV-0000977,FPS,FPS-0339,RICE,82,133,0,86,129,2026-01
INV-0000978,FPS,FPS-0339,WHEAT,109,135,0,106,138,2026-01
INV-0000979,FPS,FPS-0340,RICE,66,132,0,100,98,2026-01
INV-0000980,FPS,FPS-0340,WHEAT,148,102,0,71,179,2026-01
INV-0000981,FPS,FPS-0341,RICE,131,115,0,99,147,2026-01
INV-0000982,FPS,FPS-0341,WHEAT,199,103,0,74,228,2026-01
INV-0000983,FPS,FPS-0342,RICE,235,121,0,74,282,2026-01
INV-0000984,FPS,FPS-0342,WHEAT,281,114,0,85,310,2026-01
INV-0000985,FPS,FPS-0343,RICE,290,124,0,76,338,2026-01
INV-0000986,FPS,FPS-0343,WHEAT,133,116,0,85,164,2026-01
INV-0000987,FPS,FPS-0344,RICE,297,169,0,112,354,2026-01
INV-0000988,FPS,FPS-0344,WHEAT,247,125,0,90,282,2026-01
INV-0000989,FPS,FPS-0345,RICE,120,166,0,114,172,2026-01
INV-0000990,FPS,FPS-0345,WHEAT,242,116,0,92,266,2026-01
INV-0000991,FPS,FPS-0346,RICE,288,162,0,107,343,2026-01
INV-0000992,FPS,FPS-0346,WHEAT,170,125,0,89,206,2026-01
INV-0000993,FPS,FPS-0347,RICE,168,259,0,171,256,2026-01
INV-0000994,FPS,FPS-0347,WHEAT,126,154,0,121,159,2026-01
INV-0000995,FPS,FPS-0348,RICE,132,166,0,114,184,2026-01
INV-0000996,FPS,FPS-0348,WHEAT,90,132,0,96,126,2026-01
INV-0000997,FPS,FPS-0349,RICE,255,154,0,122,287,2026-01
INV-0000998,FPS,FPS-0349,WHEAT,291,128,0,99,320,2026-01
INV-0000999,FPS,FPS-0350,RICE,61,171,0,137,95,2026-01
INV-0001000,FPS,FPS-0350,WHEAT,228,126,0,98,256,2026-01
INV-0001001,FPS,FPS-0351,RICE,132,103,0,63,172,2026-01
INV-0001002,FPS,FPS-0351,WHEAT,85,114,0,88,111,2026-01
INV-0001003,FPS,FPS-0352,RICE,58,181,0,112,127,2026-01
INV-0001004,FPS,FPS-0352,WHEAT,249,136,0,119,266,2026-01
INV-0001005,FPS,FPS-0353,RICE,130,130,0,99,161,2026-01
INV-0001006,FPS,FPS-0353,WHEAT,201,121,0,89,233,2026-01
INV-0001007,FPS,FPS-0354,RICE,298,165,0,109,354,2026-01
INV-0001008,FPS,FPS-0354,WHEAT,188,140,0,123,205,2026-01
INV-0001009,FPS,FPS-0355,RICE,61,140,0,123,78,2026-01
INV-0001010,FPS,FPS-0355,WHEAT,235,124,0,107,252,2026-01
INV-0001011,FPS,FPS-0356,RICE,187,145,0,106,226,2026-01
INV-0001012,FPS,FPS-0356,WHEAT,297,116,0,80,333,2026-01
INV-0001013,FPS,FPS-0357,RICE,97,166,0,114,149,2026-01
INV-0001014,FPS,FPS-0357,WHEAT,152,129,0,81,200,2026-01
INV-0001015,FPS,FPS-0358,RICE,234,181,0,153,262,2026-01
INV-0001016,FPS,FPS-0358,WHEAT,94,136,0,115,115,2026-01
INV-0001017,FPS,FPS-0359,RICE,293,209,0,170,332,2026-01
INV-0001018,FPS,FPS-0359,WHEAT,111,165,0,131,145,2026-01
INV-0001019,FPS,FPS-0360,RICE,202,142,0,120,224,2026-01
INV-0001020,FPS,FPS-0360,WHEAT,55,119,0,74,100,2026-01
INV-0001021,FPS,FPS-0361,RICE,230,141,0,124,247,2026-01
INV-0001022,FPS,FPS-0361,WHEAT,272,112,0,67,317,2026-01
INV-0001023,FPS,FPS-0362,RICE,152,136,0,93,195,2026-01
INV-0001024,FPS,FPS-0362,WHEAT,255,127,0,96,286,2026-01
INV-0001025,FPS,FPS-0363,RICE,297,144,0,99,342,2026-01
INV-0001026,FPS,FPS-0363,WHEAT,137,116,0,73,180,2026-01
INV-0001027,FPS,FPS-0364,RICE,290,163,0,116,337,2026-01
INV-0001028,FPS,FPS-0364,WHEAT,54,134,0,111,77,2026-01
INV-0001029,FPS,FPS-0365,RICE,225,143,0,127,241,2026-01
INV-0001030,FPS,FPS-0365,WHEAT,208,126,0,77,257,2026-01
INV-0001031,FPS,FPS-0366,RICE,148,132,0,80,200,2026-01
INV-0001032,FPS,FPS-0366,WHEAT,245,112,0,75,282,2026-01
INV-0001033,FPS,FPS-0367,RICE,207,134,0,118,223,2026-01
INV-0001034,FPS,FPS-0367,WHEAT,217,137,0,102,252,2026-01
INV-0001035,FPS,FPS-0368,RICE,282,142,0,104,320,2026-01
INV-0001036,FPS,FPS-0368,WHEAT,93,115,0,84,124,2026-01
INV-0001037,FPS,FPS-0369,RICE,130,155,0,102,183,2026-01
INV-0001038,FPS,FPS-0369,WHEAT,110,131,0,115,126,2026-01
INV-0001039,FPS,FPS-0370,RICE,175,146,0,105,216,2026-01
INV-0001040,FPS,FPS-0370,WHEAT,94,133,0,118,109,2026-01
INV-0001041,FPS,FPS-0371,RICE,278,135,0,113,300,2026-01
INV-0001042,FPS,FPS-0371,WHEAT,99,124,0,90,133,2026-01
INV-0001043,FPS,FPS-0372,RICE,141,126,0,106,161,2026-01
INV-0001044,FPS,FPS-0372,WHEAT,288,115,0,91,312,2026-01
INV-0001045,FPS,FPS-0373,RICE,97,148,0,104,141,2026-01
INV-0001046,FPS,FPS-0373,WHEAT,173,121,0,84,210,2026-01
INV-0001047,FPS,FPS-0374,RICE,71,124,0,109,86,2026-01
INV-0001048,FPS,FPS-0374,WHEAT,123,123,0,94,152,2026-01
INV-0001049,FPS,FPS-0375,RICE,131,195,0,165,161,2026-01
INV-0001050,FPS,FPS-0375,WHEAT,111,153,0,128,136,2026-01
INV-0001051,FPS,FPS-0376,RICE,72,131,0,99,104,2026-01
INV-0001052,FPS,FPS-0376,WHEAT,250,124,0,79,295,2026-01
INV-0001053,FPS,FPS-0377,RICE,187,152,0,127,212,2026-01
INV-0001054,FPS,FPS-0377,WHEAT,163,122,0,80,205,2026-01
INV-0001055,FPS,FPS-0378,RICE,176,193,0,128,241,2026-01
INV-0001056,FPS,FPS-0378,WHEAT,192,156,0,129,219,2026-01
INV-0001057,FPS,FPS-0379,RICE,284,131,0,88,327,2026-01
INV-0001058,FPS,FPS-0379,WHEAT,107,114,0,94,127,2026-01
INV-0001059,FPS,FPS-0380,RICE,104,170,0,126,148,2026-01
INV-0001060,FPS,FPS-0380,WHEAT,210,132,0,93,249,2026-01
INV-0001061,FPS,FPS-0381,RICE,172,129,0,102,199,2026-01
INV-0001062,FPS,FPS-0381,WHEAT,290,127,0,97,320,2026-01
INV-0001063,FPS,FPS-0382,RICE,220,104,0,62,262,2026-01
INV-0001064,FPS,FPS-0382,WHEAT,51,103,0,76,78,2026-01
INV-0001065,FPS,FPS-0383,RICE,51,123,0,87,87,2026-01
INV-0001066,FPS,FPS-0383,WHEAT,164,105,0,66,203,2026-01
INV-0001067,FPS,FPS-0384,RICE,193,184,0,133,244,2026-01
INV-0001068,FPS,FPS-0384,WHEAT,187,141,0,107,221,2026-01
INV-0001069,FPS,FPS-0385,RICE,231,199,0,176,254,2026-01
INV-0001070,FPS,FPS-0385,WHEAT,205,158,0,100,263,2026-01
INV-0001071,FPS,FPS-0386,RICE,209,184,0,164,229,2026-01
INV-0001072,FPS,FPS-0386,WHEAT,92,140,0,94,138,2026-01
INV-0001073,FPS,FPS-0387,RICE,81,267,0,175,173,2026-01
INV-0001074,FPS,FPS-0387,WHEAT,163,195,0,117,241,2026-01
INV-0001075,FPS,FPS-0388,RICE,51,134,0,119,66,2026-01
INV-0001076,FPS,FPS-0388,WHEAT,75,123,0,108,90,2026-01
INV-0001077,FPS,FPS-0389,RICE,267,150,0,132,285,2026-01
INV-0001078,FPS,FPS-0389,WHEAT,50,119,0,82,87,2026-01
INV-0001079,FPS,FPS-0390,RICE,206,166,0,118,254,2026-01
INV-0001080,FPS,FPS-0390,WHEAT,217,138,0,115,240,2026-01
INV-0001081,FPS,FPS-0391,RICE,101,190,0,136,155,2026-01
INV-0001082,FPS,FPS-0391,WHEAT,61,143,0,93,111,2026-01
INV-0001083,FPS,FPS-0392,RICE,88,156,0,121,123,2026-01
INV-0001084,FPS,FPS-0392,WHEAT,257,140,0,91,306,2026-01
INV-0001085,FPS,FPS-0393,RICE,90,132,0,114,108,2026-01
INV-0001086,FPS,FPS-0393,WHEAT,68,126,0,83,111,2026-01
INV-0001087,FPS,FPS-0394,RICE,152,180,0,125,207,2026-01
INV-0001088,FPS,FPS-0394,WHEAT,173,138,0,100,211,2026-01
INV-0001089,FPS,FPS-0395,RICE,290,129,0,90,329,2026-01
INV-0001090,FPS,FPS-0395,WHEAT,263,125,0,76,312,2026-01
INV-0001091,FPS,FPS-0396,RICE,132,136,0,119,149,2026-01
INV-0001092,FPS,FPS-0396,WHEAT,113,110,0,70,153,2026-01
INV-0001093,FPS,FPS-0397,RICE,270,128,0,108,290,2026-01
INV-0001094,FPS,FPS-0397,WHEAT,253,109,0,95,267,2026-01
INV-0001095,FPS,FPS-0398,RICE,227,126,0,78,275,2026-01
INV-0001096,FPS,FPS-0398,WHEAT,50,107,0,76,81,2026-01
INV-0001097,FPS,FPS-0399,RICE,295,149,0,91,353,2026-01
INV-0001098,FPS,FPS-0399,WHEAT,169,106,0,70,205,2026-01
INV-0001099,FPS,FPS-0400,RICE,251,172,0,110,313,2026-01
INV-0001100,FPS,FPS-0400,WHEAT,151,125,0,79,197,2026-01
INV-0001101,FPS,FPS-0401,RICE,211,202,0,177,236,2026-01
INV-0001102,FPS,FPS-0401,WHEAT,157,155,0,94,218,2026-01
INV-0001103,FPS,FPS-0402,RICE,278,114,0,74,318,2026-01
INV-0001104,FPS,FPS-0402,WHEAT,262,103,0,79,286,2026-01
INV-0001105,FPS,FPS-0403,RICE,155,150,0,93,212,2026-01
INV-0001106,FPS,FPS-0403,WHEAT,178,136,0,89,225,2026-01
INV-0001107,FPS,FPS-0404,RICE,188,153,0,129,212,2026-01
INV-0001108,FPS,FPS-0404,WHEAT,91,127,0,102,116,2026-01
INV-0001109,FPS,FPS-0405,RICE,248,138,0,95,291,2026-01
INV-0001110,FPS,FPS-0405,WHEAT,110,115,0,69,156,2026-01
INV-0001111,FPS,FPS-0406,RICE,288,191,0,169,310,2026-01
INV-0001112,FPS,FPS-0406,WHEAT,116,133,0,93,156,2026-01
INV-0001113,FPS,FPS-0407,RICE,258,166,0,130,294,2026-01
INV-0001114,FPS,FPS-0407,WHEAT,225,146,0,99,272,2026-01
INV-0001115,FPS,FPS-0408,RICE,140,111,0,71,180,2026-01
INV-0001116,FPS,FPS-0408,WHEAT,133,106,0,90,149,2026-01
INV-0001117,FPS,FPS-0409,RICE,229,139,0,119,249,2026-01
INV-0001118,FPS,FPS-0409,WHEAT,102,128,0,83,147,2026-01
INV-0001119,FPS,FPS-0410,RICE,220,182,0,110,292,2026-01
INV-0001120,FPS,FPS-0410,WHEAT,261,124,0,87,298,2026-01
INV-0001121,FPS,FPS-0411,RICE,125,148,0,124,149,2026-01
INV-0001122,FPS,FPS-0411,WHEAT,257,122,0,100,279,2026-01
INV-0001123,FPS,FPS-0412,RICE,150,169,0,143,176,2026-01
INV-0001124,FPS,FPS-0412,WHEAT,101,141,0,111,131,2026-01
INV-0001125,FPS,FPS-0413,RICE,255,121,0,100,276,2026-01
INV-0001126,FPS,FPS-0413,WHEAT,98,128,0,95,131,2026-01
INV-0001127,FPS,FPS-0414,RICE,160,189,0,129,220,2026-01
INV-0001128,FPS,FPS-0414,WHEAT,205,122,0,102,225,2026-01
INV-0001129,FPS,FPS-0415,RICE,191,155,0,120,226,2026-01
INV-0001130,FPS,FPS-0415,WHEAT,285,152,0,109,328,2026-01
INV-0001131,FPS,FPS-0416,RICE,290,125,0,87,328,2026-01
INV-0001132,FPS,FPS-0416,WHEAT,150,108,0,71,187,2026-01
INV-0001133,FPS,FPS-0417,RICE,59,131,0,114,76,2026-01
INV-0001134,FPS,FPS-0417,WHEAT,289,135,0,119,305,2026-01
INV-0001135,FPS,FPS-0418,RICE,199,185,0,132,252,2026-01
INV-0001136,FPS,FPS-0418,WHEAT,51,127,0,105,73,2026-01
INV-0001137,FPS,FPS-0419,RICE,283,194,0,124,353,2026-01
INV-0001138,FPS,FPS-0419,WHEAT,144,163,0,125,182,2026-01
INV-0001139,FPS,FPS-0420,RICE,88,200,0,130,158,2026-01
INV-0001140,FPS,FPS-0420,WHEAT,214,160,0,108,266,2026-01
INV-0001141,FPS,FPS-0421,RICE,115,188,0,157,146,2026-01
INV-0001142,FPS,FPS-0421,WHEAT,264,120,0,88,296,2026-01
INV-0001143,FPS,FPS-0422,RICE,80,153,0,120,113,2026-01
INV-0001144,FPS,FPS-0422,WHEAT,103,132,0,92,143,2026-01
INV-0001145,FPS,FPS-0423,RICE,216,166,0,137,245,2026-01
INV-0001146,FPS,FPS-0423,WHEAT,251,120,0,92,279,2026-01
INV-0001147,FPS,FPS-0424,RICE,73,189,0,162,100,2026-01
INV-0001148,FPS,FPS-0424,WHEAT,270,126,0,106,290,2026-01
INV-0001149,FPS,FPS-0425,RICE,170,150,0,98,222,2026-01
INV-0001150,FPS,FPS-0425,WHEAT,190,121,0,75,236,2026-01
INV-0001151,FPS,FPS-0426,RICE,278,202,0,150,330,2026-01
INV-0001152,FPS,FPS-0426,WHEAT,75,141,0,93,123,2026-01
INV-0001153,FPS,FPS-0427,RICE,109,144,0,113,140,2026-01
INV-0001154,FPS,FPS-0427,WHEAT,245,110,0,83,272,2026-01
INV-0001155,FPS,FPS-0428,RICE,100,117,0,82,135,2026-01
INV-0001156,FPS,FPS-0428,WHEAT,132,114,0,96,150,2026-01
INV-0001157,FPS,FPS-0429,RICE,254,140,0,109,285,2026-01
INV-0001158,FPS,FPS-0429,WHEAT,130,108,0,65,173,2026-01
INV-0001159,FPS,FPS-0430,RICE,81,142,0,87,136,2026-01
INV-0001160,FPS,FPS-0430,WHEAT,210,126,0,101,235,2026-01
INV-0001161,FPS,FPS-0431,RICE,131,118,0,80,169,2026-01
INV-0001162,FPS,FPS-0431,WHEAT,260,104,0,91,273,2026-01
INV-0001163,FPS,FPS-0432,RICE,82,276,0,184,174,2026-01
INV-0001164,FPS,FPS-0432,WHEAT,128,194,0,156,166,2026-01
INV-0001165,FPS,FPS-0433,RICE,122,143,0,108,157,2026-01
