fps_id,fps_name,owner_id,district,taluk,latitude,longitude,capacity_kg,warehouse_id,status,opening_hours,created_at
FPS-0157,Samridhi Fair Price Shop 157,OFF-06157,BENGALURU_URBAN,BEN-Taluk-4,12.737549,77.410039,3000,WH-007,ACTIVE,09:00-18:00,2023-01-27
FPS-0158,Anna Fair Price Shop 158,OFF-06158,MYSURU,MYS-Taluk-4,12.725324,76.519225,1500,WH-008,ACTIVE,09:00-18:00,2024-07-08
FPS-0159,Namma Fair Price Shop 159,OFF-06159,TUMAKURU,TUM-Taluk-3,13.593234,76.830739,2000,WH-009,SUSPENDED,09:00-18:00,2024-08-02
FPS-0160,Anna Fair Price Shop 160,OFF-06160,MANDYA,MAN-Taluk-2,12.72001,77.00597,2500,WH-010,SUSPENDED,09:00-18:00,2023-10-20
FPS-0161,Ujala Fair Price Shop 161,OFF-06161,HASSAN,HAS-Taluk-2,12.810145,76.166144,1500,WH-011,SUSPENDED,09:00-18:00,2023-08-10
FPS-0162,Tunga Fair Price Shop 162,OFF-06162,SHIVAMOGGA,SHI-Taluk-4,13.827119,75.500116,1200,WH-012,ACTIVE,09:00-18:00,2024-08-02
FPS-0163,Jai Karnataka Fair Price Shop 163,OFF-06163,BENGALURU_URBAN,BEN-Taluk-3,12.807702,77.494456,1500,WH-013,ACTIVE,09:00-18:00,2023-11-09
FPS-0164,Bharat Fair Price Shop 164,OFF-06164,MYSURU,MYS-Taluk-4,12.47401,76.797116,3000,WH-014,ACTIVE,09:00-18:00,2023-03-26
FPS-0165,Chamundi Fair Price Shop 165,OFF-06165,TUMAKURU,TUM-Taluk-4,13.462417,76.815036,2500,WH-015,ACTIVE,09:00-18:00,2024-07-27
FPS-0166,Chamundi Fair Price Shop 166,OFF-06166,MANDYA,MAN-Taluk-3,12.461113,76.723592,3000,WH-016,ACTIVE,09:00-18:00,2023-11-21
FPS-0167,Samridhi Fair Price Shop 167,OFF-06167,HASSAN,HAS-Taluk-1,12.998617,75.957954,1500,WH-017,SUSPENDED,09:00-18:00,2024-10-10
FPS-0168,Samridhi Fair Price Shop 168,OFF-06168,SHIVAMOGGA,SHI-Taluk-2,13.529592,75.847304,1200,WH-018,ACTIVE,09:00-18:00,2024-10-17
FPS-0169,Ujala Fair Price Shop 169,OFF-06169,BENGALURU_URBAN,BEN-Taluk-4,12.892019,77.819669,2000,WH-019,ACTIVE,09:00-18:00,2024-08-21
FPS-0170,Ganga Fair Price Shop 170,OFF-06170,MYSURU,MYS-Taluk-4,12.355515,76.483443,2000,WH-020,SUSPENDED,09:00-18:00,2023-08-15
FPS-0171,Grama Fair Price Shop 171,OFF-06171,TUMAKURU,TUM-Taluk-3,13.419877,76.899282,2000,WH-021,ACTIVE,09:00-18:00,2024-02-02
FPS-0172,Vikas Fair Price Shop 172,OFF-06172,MANDYA,MAN-Taluk-1,12.383777,76.496815,2500,WH-022,ACTIVE,09:00-18:00,2024-06-20
FPS-0173,Laxmi Fair Price Shop 173,OFF-06173,HASSAN,HAS-Taluk-2,12.723846,76.118706,1200,WH-023,ACTIVE,09:00-18:00,2023-06-11
FPS-0174,Jai Karnataka Fair Price Shop 174,OFF-06174,SHIVAMOGGA,SHI-Taluk-1,13.511869,75.801384,3500,WH-024,ACTIVE,09:00-18:00,2023-06-26
FPS-0175,Santosh Fair Price Shop 175,OFF-06175,BENGALURU_URBAN,BEN-Taluk-1,13.018978,77.652775,2000,WH-025,ACTIVE,09:00-18:00,2023-09-12
FPS-0176,Sahyadri Fair Price Shop 176,OFF-06176,BENGALURU_URBAN,BEN-Taluk-1,13.310423,77.852706,2000,WH-001,SUSPENDED,09:00-18:00,2023-01-22
FPS-0177,Kaveri Fair Price Shop 177,OFF-06177,MYSURU,MYS-Taluk-2,12.261356,76.62791,2500,WH-002,SUSPENDED,09:00-18:00,2024-05-16
FPS-0178,Ujala Fair Price Shop 178,OFF-06178,TUMAKURU,TUM-Taluk-4,13.410077,77.046951,2000,WH-003,ACTIVE,09:00-18:00,2024-08-16
FPS-0179,Ujala Fair Price Shop 179,OFF-06179,MANDYA,MAN-Taluk-3,12.655854,76.909239,2000,WH-004,SUSPENDED,09:00-18:00,2023-01-26
FPS-0180,Anna Fair Price Shop 180,OFF-06180,HASSAN,HAS-Taluk-2,13.235743,76.19526,1500,WH-005,SUSPENDED,09:00-18:00,2024-02-28
FPS-0181,Tunga Fair Price Shop 181,OFF-06181,SHIVAMOGGA,SHI-Taluk-4,14.022747,75.406812,1500,WH-006,ACTIVE,09:00-18:00,2024-01-28
FPS-0182,Jai Karnataka Fair Price Shop 182,OFF-06182,BENGALURU_URBAN,BEN-Taluk-4,12.671775,77.51403,2500,WH-007,ACTIVE,09:00-18:00,2023-12-11
FPS-0183,Shakti Fair Price Shop 183,OFF-06183,MYSURU,MYS-Taluk-1,12.510652,76.486078,1200,WH-008,ACTIVE,09:00-18:00,2023-05-26
FPS-0184,Samridhi Fair Price Shop 184,OFF-06184,TUMAKURU,TUM-Taluk-3,13.466907,76.863041,2000,WH-009,SUSPENDED,09:00-18:00,2024-09-07
FPS-0185,Samridhi Fair Price Shop 185,OFF-06185,MANDYA,MAN-Taluk-2,12.984543,77.183515,2000,WH-010,ACTIVE,09:00-18:00,2023-08-20
FPS-0186,Namma Fair Price Shop 186,OFF-06186,HASSAN,HAS-Taluk-4,12.795115,76.222079,1093,WH-011,SUSPENDED,09:00-18:00,2024-11-23
FPS-0187,Jai Karnataka Fair Price Shop 187,OFF-06187,SHIVAMOGGA,SHI-Taluk-1,13.618484,75.739899,2000,WH-012,ACTIVE,09:00-18:00,2024-06-08
FPS-0188,Tunga Fair Price Shop 188,OFF-06188,BENGALURU_URBAN,BEN-Taluk-3,12.816527,77.663953,1500,WH-013,ACTIVE,09:00-18:00,2023-03-04
FPS-0189,Laxmi Fair Price Shop 189,OFF-06189,MYSURU,MYS-Taluk-3,12.255484,77.047413,2000,WH-014,ACTIVE,09:00-18:00,2023-06-05
FPS-0190,Annapurna Fair Price Shop 190,OFF-06190,TUMAKURU,TUM-Taluk-2,13.711813,77.044247,1200,WH-015,ACTIVE,09:00-18:00,2024-01-30
FPS-0191,Bharat Fair Price Shop 191,OFF-06191,MANDYA,MAN-Taluk-2,12.639382,76.736283,2000,WH-016,ACTIVE,09:00-18:00,2024-08-21
FPS-0192,Kaveri Fair Price Shop 192,OFF-06192,HASSAN,HAS-Taluk-1,13.283421,75.775291,2500,WH-017,ACTIVE,09:00-18:00,2024-09-20
FPS-0193,Jan Seva Fair Price Shop 193,OFF-06193,SHIVAMOGGA,SHI-Taluk-2,13.653039,75.586188,1500,WH-018,ACTIVE,09:00-18:00,2023-08-28
FPS-0194,Samridhi Fair Price Shop 194,OFF-06194,BENGALURU_URBAN,BEN-Taluk-1,12.809316,77.631111,2500,WH-019,SUSPENDED,09:00-18:00,2023-08-29
FPS-0195,Surya Fair Price Shop 195,OFF-06195,MYSURU,MYS-Taluk-4,12.338351,76.280272,2000,WH-020,ACTIVE,09:00-18:00,2023-09-17
FPS-0196,Chamundi Fair Price Shop 196,OFF-06196,TUMAKURU,TUM-Taluk-2,13.427107,76.87427,2000,WH-021,ACTIVE,09:00-18:00,2024-02-29
FPS-0197,Anna Fair Price Shop 197,OFF-06197,MANDYA,MAN-Taluk-1,12.37878,76.539558,1200,WH-022,SUSPENDED,09:00-18:00,2024-10-31
FPS-0198,Santosh Fair Price Shop 198,OFF-06198,HASSAN,HAS-Taluk-3,12.719314,76.050757,3000,WH-023,ACTIVE,09:00-18:00,2024-10-25
FPS-0199,Shakti Fair Price Shop 199,OFF-06199,SHIVAMOGGA,SHI-Taluk-3,13.646521,75.977578,2000,WH-024,ACTIVE,09:00-18:00,2024-02-03
FPS-0200,Ganga Fair Price Shop 200,OFF-06200,BENGALURU_URBAN,BEN-Taluk-2,13.142411,77.504397,2500,WH-025,ACTIVE,09:00-18:00,2023-11-10
FPS-0201,Ujala Fair Price Shop 201,OFF-06201,BENGALURU_URBAN,BEN-Taluk-2,13.408913,77.80074,2500,WH-001,ACTIVE,09:00-18:00,2024-01-07
FPS-0202,Kaveri Fair Price Shop 202,OFF-06202,MYSURU,MYS-Taluk-4,12.026111,76.590971,1500,WH-002,SUSPENDED,09:00-18:00,2023-07-30
FPS-0203,Namma Fair Price Shop 203,OFF-06203,TUMAKURU,TUM-Taluk-2,13.377194,76.737131,3500,WH-003,ACTIVE,09:00-18:00,2023-12-11
FPS-0204,Kaveri Fair Price Shop 204,OFF-06204,MANDYA,MAN-Taluk-2,12.576922,76.636332,1500,WH-004,SUSPENDED,09:00-18:00,2023-02-19
FPS-0205,Grama Fair Price Shop 205,OFF-06205,HASSAN,HAS-Taluk-1,13.217233,76.066193,3000,WH-005,ACTIVE,09:00-18:00,2023-11-10
FPS-0206,Jai Karnataka Fair Price Shop 206,OFF-06206,SHIVAMOGGA,SHI-Taluk-3,13.920736,75.397149,3000,WH-006,SUSPENDED,09:00-18:00,2023-10-13
FPS-0207,Jan Seva Fair Price Shop 207,OFF-06207,BENGALURU_URBAN,BEN-Taluk-2,12.864262,77.549871,2500,WH-007,ACTIVE,09:00-18:00,2024-10-26
FPS-0208,Chamundi Fair Price Shop 208,OFF-06208,MYSURU,MYS-Taluk-1,12.680703,76.371436,1200,WH-008,ACTIVE,09:00-18:00,2023-03-22
FPS-0209,Samridhi Fair Price Shop 209,OFF-06209,TUMAKURU,TUM-Taluk-2,13.452591,76.799717,2000,WH-009,SUSPENDED,09:00-18:00,2024-01-04
FPS-0210,Vikas Fair Price Shop 210,OFF-06210,MANDYA,MAN-Taluk-4,12.663145,77.207424,1500,WH-010,SUSPENDED,09:00-18:00,2023-04-01
FPS-0211,Shakti Fair Price Shop 211,OFF-06211,HASSAN,HAS-Taluk-1,12.894878,76.131575,1200,WH-011,ACTIVE,09:00-18:00,2024-11-29
FPS-0212,Grama Fair Price Shop 212,OFF-06212,SHIVAMOGGA,SHI-Taluk-1,13.900979,75.621159,2000,WH-012,ACTIVE,09:00-18:00,2024-04-20
FPS-0213,Samridhi Fair Price Shop 213,OFF-06213,BENGALURU_URBAN,BEN-Taluk-2,12.637804,77.490235,2000,WH-013,ACTIVE,09:00-18:00,2024-07-06
FPS-0214,Ganga Fair Price Shop 214,OFF-06214,MYSURU,MYS-Taluk-1,12.328848,76.887999,1500,WH-014,SUSPENDED,09:00-18:00,2024-09-03
FPS-0215,Laxmi Fair Price Shop 215,OFF-06215,TUMAKURU,TUM-Taluk-1,13.519428,76.921876,2000,WH-015,ACTIVE,09:00-18:00,2024-06-09
FPS-0216,Jai Karnataka Fair Price Shop 216,OFF-06216,MANDYA,MAN-Taluk-3,12.649694,76.524329,2500,WH-016,ACTIVE,09:00-18:00,2023-07-22
FPS-0217,Annapurna Fair Price Shop 217,OFF-06217,HASSAN,HAS-Taluk-1,13.135498,75.908333,2500,WH-017,SUSPENDED,09:00-18:00,2024-10-26
FPS-0218,Shakti Fair Price Shop 218,OFF-06218,SHIVAMOGGA,SHI-Taluk-1,13.670001,75.862045,2500,WH-018,ACTIVE,09:00-18:00,2023-09-06
FPS-0219,Shakti Fair Price Shop 219,OFF-06219,BENGALURU_URBAN,BEN-Taluk-1,13.032,77.940773,1500,WH-019,ACTIVE,09:00-18:00,2023-11-10
FPS-0220,Ganga Fair Price Shop 220,OFF-06220,MYSURU,MYS-Taluk-1,12.341991,76.49557,3000,WH-020,ACTIVE,09:00-18:00,2023-09-03
FPS-0221,Bharat Fair Price Shop 221,OFF-06221,TUMAKURU,TUM-Taluk-2,13.633916,76.759029,1500,WH-021,ACTIVE,09:00-18:00,2024-09-21
FPS-0222,Grama Fair Price Shop 222,OFF-06222,MANDYA,MAN-Taluk-2,12.531162,76.811502,2000,WH-022,ACTIVE,09:00-18:00,2023-05-10
FPS-0223,Shakti Fair Price Shop 223,OFF-06223,HASSAN,HAS-Taluk-3,12.715323,76.172745,1062,WH-023,ACTIVE,09:00-18:00,2023-06-10
FPS-0224,Annapurna Fair Price Shop 224,OFF-06224,SHIVAMOGGA,SHI-Taluk-1,13.629575,75.794459,3000,WH-024,SUSPENDED,09:00-18:00,2023-07-10
FPS-0225,Jai Karnataka Fair Price Shop 225,OFF-06225,BENGALURU_URBAN,BEN-Taluk-4,12.860417,77.530341,2000,WH-025,ACTIVE,09:00-18:00,2023-09-08
FPS-0226,Namma Fair Price Shop 226,OFF-06226,BENGALURU_URBAN,BEN-Taluk-1,13.234872,77.861664,1500,WH-001,ACTIVE,09:00-18:00,2024-03-28
FPS-0227,Laxmi Fair Price Shop 227,OFF-06227,MYSURU,MYS-Taluk-2,12.052485,76.633838,2500,WH-002,ACTIVE,09:00-18:00,2024-03-20
FPS-0228,Sahyadri Fair Price Shop 228,OFF-06228,TUMAKURU,TUM-Taluk-2,13.486669,76.966816,1500,WH-003,SUSPENDED,09:00-18:00,2023-11-22
FPS-0229,Anna Fair Price Shop 229,OFF-06229,MANDYA,MAN-Taluk-3,12.587087,76.842812,1500,WH-004,ACTIVE,09:00-18:00,2024-04-19
FPS-0230,Ujala Fair Price Shop 230,OFF-06230,HASSAN,HAS-Taluk-3,13.254926,76.036882,1500,WH-005,ACTIVE,09:00-18:00,2024-02-14
FPS-0231,Grama Fair Price Shop 231,OFF-06231,SHIVAMOGGA,SHI-Taluk-3,14.13689,75.35281,3000,WH-006,SUSPENDED,09:00-18:00,2023-07-12
FPS-0232,Surya Fair Price Shop 232,OFF-06232,BENGALURU_URBAN,BEN-Taluk-2,12.798667,77.647201,1500,WH-007,ACTIVE,09:00-18:00,2024-07-17
FPS-0233,Ganga Fair Price Shop 233,OFF-06233,MYSURU,MYS-Taluk-3,12.73793,76.386742,1200,WH-008,SUSPENDED,09:00-18:00,2024-10-04
FPS-0234,Jai Karnataka Fair Price Shop 234,OFF-06234,TUMAKURU,TUM-Taluk-4,13.454356,76.841807,2500,WH-009,ACTIVE,09:00-18:00,2024-06-05
FPS-0235,Surya Fair Price Shop 235,OFF-06235,MANDYA,MAN-Taluk-4,12.682882,77.152382,1500,WH-010,ACTIVE,09:00-18:00,2024-02-05
FPS-0236,Jai Karnataka Fair Price Shop 236,OFF-06236,HASSAN,HAS-Taluk-3,12.661776,76.177654,3000,WH-011,ACTIVE,09:00-18:00,2024-09-03
FPS-0237,Anna Fair Price Shop 237,OFF-06237,SHIVAMOGGA,SHI-Taluk-2,13.890664,75.704212,3000,WH-012,ACTIVE,09:00-18:00,2024-10-26
FPS-0238,Namma Fair Price Shop 238,OFF-06238,BENGALURU_URBAN,BEN-Taluk-3,12.663755,77.455586,2500,WH-013,ACTIVE,09:00-18:00,2024-01-04
FPS-0239,Vikas Fair Price Shop 239,OFF-06239,MYSURU,MYS-Taluk-2,12.283201,77.010073,3000,WH-014,ACTIVE,09:00-18:00,2024-06-25
FPS-0240,Bharat Fair Price Shop 240,OFF-06240,TUMAKURU,TUM-Taluk-3,13.418903,76.840118,1500,WH-015,ACTIVE,09:00-18:00,2024-02-06
FPS-0241,Anna Fair Price Shop 241,OFF-06241,MANDYA,MAN-Taluk-4,12.381297,76.544283,3500,WH-016,ACTIVE,09:00-18:00,2024-11-01
FPS-0242,Annapurna Fair Price Shop 242,OFF-06242,HASSAN,HAS-Taluk-4,13.094669,75.741395,2500,WH-017,ACTIVE,09:00-18:00,2023-10-07
FPS-0243,Kaveri Fair Price Shop 243,OFF-06243,SHIVAMOGGA,SHI-Taluk-3,13.680692,75.789313,2500,WH-018,SUSPENDED,09:00-18:00,2023-12-13
FPS-0244,Jan Seva Fair Price Shop 244,OFF-06244,BENGALURU_URBAN,BEN-Taluk-2,12.734986,77.775407,1500,WH-019,ACTIVE,09:00-18:00,2024-01-30
FPS-0245,Grama Fair Price Shop 245,OFF-06245,MYSURU,MYS-Taluk-1,12.185472,76.277628,1200,WH-020,ACTIVE,09:00-18:00,2023-05-06
FPS-0246,Tunga Fair Price Shop 246,OFF-06246,TUMAKURU,TUM-Taluk-2,13.683829,76.805501,2500,WH-021,SUSPENDED,09:00-18:00,2024-07-01
FPS-0247,Vikas Fair Price Shop 247,OFF-06247,MANDYA,MAN-Taluk-1,12.283098,76.472207,2000,WH-022,ACTIVE,09:00-18:00,2023-02-19
FPS-0248,Grama Fair Price Shop 248,OFF-06248,HASSAN,HAS-Taluk-1,12.797317,76.064379,1500,WH-023,ACTIVE,09:00-18:00,2024-03-13
FPS-0249,Laxmi Fair Price Shop 249,OFF-06249,SHIVAMOGGA,SHI-Taluk-4,13.724589,75.641912,2000,WH-024,SUSPENDED,09:00-18:00,2024-06-19
FPS-0250,Vikas Fair Price Shop 250,OFF-06250,BENGALURU_URBAN,BEN-Taluk-4,13.097917,77.672032,2500,WH-025,ACTIVE,09:00-18:00,2023-04-30
FPS-0251,Grama Fair Price Shop 251,OFF-06251,BENGALURU_URBAN,BEN-Taluk-1,13.457837,77.732198,2000,WH-001,ACTIVE,09:00-18:00,2024-02-17
FPS-0252,Kaveri Fair Price Shop 252,OFF-06252,MYSURU,MYS-Taluk-4,12.152537,76.638926,2000,WH-002,ACTIVE,09:00-18:00,2024-04-29
FPS-0253,Santosh Fair Price Shop 253,OFF-06253,TUMAKURU,TUM-Taluk-2,13.267826,76.957885,3000,WH-003,ACTIVE,09:00-18:00,2023-08-28
FPS-0254,Chamundi Fair Price Shop 254,OFF-06254,MANDYA,MAN-Taluk-2,12.670306,76.803073,2500,WH-004,ACTIVE,09:00-18:00,2023-10-16
FPS-0255,Ujala Fair Price Shop 255,OFF-06255,HASSAN,HAS-Taluk-1,13.388102,76.039513,1500,WH-005,SUSPENDED,09:00-18:00,2023-04-27
FPS-0256,Kaveri Fair Price Shop 256,OFF-06256,SHIVAMOGGA,SHI-Taluk-2,14.174601,75.234126,2500,WH-006,ACTIVE,09:00-18:00,2023-04-30
FPS-0257,Santosh Fair Price Shop 257,OFF-06257,BENGALURU_URBAN,BEN-Taluk-4,12.647093,77.542682,2000,WH-007,ACTIVE,09:00-18:00,2023-04-20
FPS-0258,Annapurna Fair Price Shop 258,OFF-06258,MYSURU,MYS-Taluk-2,12.414278,76.312101,1500,WH-008,ACTIVE,09:00-18:00,2023-10-03
FPS-0259,Namma Fair Price Shop 259,OFF-06259,TUMAKURU,TUM-Taluk-3,13.598217,77.155492,2500,WH-009,SUSPENDED,09:00-18:00,2024-05-04
FPS-0260,Santosh Fair Price Shop 260,OFF-06260,MANDYA,MAN-Taluk-3,12.946822,77.20041,805,WH-010,ACTIVE,09:00-18:00,2024-01-29
FPS-0261,Namma Fair Price Shop 261,OFF-06261,HASSAN,HAS-Taluk-2,12.790295,76.216493,1500,WH-011,SUSPENDED,09:00-18:00,2024-08-19
FPS-0262,Laxmi Fair Price Shop 262,OFF-06262,SHIVAMOGGA,SHI-Taluk-1,13.819608,75.742769,2000,WH-012,ACTIVE,09:00-18:00,2024-11-05
FPS-0263,Tunga Fair Price Shop 263,OFF-06263,BENGALURU_URBAN,BEN-Taluk-1,12.651772,77.748991,2500,WH-013,ACTIVE,09:00-18:00,2023-12-04
FPS-0264,Shakti Fair Price Shop 264,OFF-06264,MYSURU,MYS-Taluk-3,12.164955,76.753933,2500,WH-014,ACTIVE,09:00-18:00,2023-05-16
FPS-0265,Sahyadri Fair Price Shop 265,OFF-06265,TUMAKURU,TUM-Taluk-1,13.452281,76.910842,1500,WH-015,ACTIVE,09:00-18:00,2024-08-26
FPS-0266,Shakti Fair Price Shop 266,OFF-06266,MANDYA,MAN-Taluk-3,12.514365,76.60295,2500,WH-016,ACTIVE,09:00-18:00,2024-09-05
FPS-0267,Surya Fair Price Shop 267,OFF-06267,HASSAN,HAS-Taluk-1,13.161475,75.658826,3000,WH-017,ACTIVE,09:00-18:00,2023-09-02
FPS-0268,Jan Seva Fair Price Shop 268,OFF-06268,SHIVAMOGGA,SHI-Taluk-2,13.527199,75.582277,3000,WH-018,SUSPENDED,09:00-18:00,2024-10-17
FPS-0269,Santosh Fair Price Shop 269,OFF-06269,BENGALURU_URBAN,BEN-Taluk-3,12.828111,77.67288,2500,WH-019,ACTIVE,09:00-18:00,2024-05-24
FPS-0270,Ujala Fair Price Shop 270,OFF-06270,MYSURU,MYS-Taluk-2,12.079547,76.294454,2000,WH-020,ACTIVE,09:00-18:00,2023-11-27
FPS-0271,Chamundi Fair Price Shop 271,OFF-06271,TUMAKURU,TUM-Taluk-3,13.416343,76.671459,1200,WH-021,ACTIVE,09:00-18:00,2024-09-07
FPS-0272,Surya Fair Price Shop 272,OFF-06272,MANDYA,MAN-Taluk-4,12.336515,76.483271,1200,WH-022,SUSPENDED,09:00-18:00,2023-02-14
FPS-0273,Jan Seva Fair Price Shop 273,OFF-06273,HASSAN,HAS-Taluk-4,13.008525,75.921453,1500,WH-023,ACTIVE,09:00-18:00,2023-06-12
FPS-0274,Kaveri Fair Price Shop 274,OFF-06274,SHIVAMOGGA,SHI-Taluk-3,13.850201,75.884766,2500,WH-024,ACTIVE,09:00-18:00,2023-09-22
FPS-0275,Namma Fair Price Shop 275,OFF-06275,BENGALURU_URBAN,BEN-Taluk-2,13.025569,77.810208,2000,WH-025,ACTIVE,09:00-18:00,2024-01-10
FPS-0276,Shakti Fair Price Shop 276,OFF-06276,BENGALURU_URBAN,BEN-Taluk-2,13.102801,77.861035,1500,WH-001,ACTIVE,09:00-18:00,2024-06-02
FPS-0277,Grama Fair Price Shop 277,OFF-06277,MYSURU,MYS-Taluk-4,12.234343,76.645853,1500,WH-002,ACTIVE,09:00-18:00,2024-02-19
FPS-0278,Jan Seva Fair Price Shop 278,OFF-06278,TUMAKURU,TUM-Taluk-4,13.283478,76.922824,2000,WH-003,ACTIVE,09:00-18:00,2024-09-28
FPS-0279,Ganga Fair Price Shop 279,OFF-06279,MANDYA,MAN-Taluk-3,12.652298,76.892851,1500,WH-004,ACTIVE,09:00-18:00,2024-10-24
FPS-0280,Kaveri Fair Price Shop 280,OFF-06280,HASSAN,HAS-Taluk-2,13.319746,76.224959,2000,WH-005,ACTIVE,09:00-18:00,2024-08-17
FPS-0281,Kaveri Fair Price Shop 281,OFF-06281,SHIVAMOGGA,SHI-Taluk-4,13.897775,75.359071,1500,WH-006,ACTIVE,09:00-18:00,2023-07-29
FPS-0282,Jan Seva Fair Price Shop 282,OFF-06282,BENGALURU_URBAN,BEN-Taluk-1,12.616425,77.423646,1500,WH-007,ACTIVE,09:00-18:00,2023-08-30
FPS-0283,Surya Fair Price Shop 283,OFF-06283,MYSURU,MYS-Taluk-4,12.436089,76.45042,1500,WH-008,ACTIVE,09:00-18:00,2023-09-14
FPS-0284,Kaveri Fair Price Shop 284,OFF-06284,TUMAKURU,TUM-Taluk-4,13.620718,77.149358,1500,WH-009,ACTIVE,09:00-18:00,2023-09-12
FPS-0285,Vikas Fair Price Shop 285,OFF-06285,MANDYA,MAN-Taluk-1,12.922832,77.055414,2500,WH-010,ACTIVE,09:00-18:00,2024-09-12
FPS-0286,Samridhi Fair Price Shop 286,OFF-06286,HASSAN,HAS-Taluk-3,12.609597,76.306007,1200,WH-011,ACTIVE,09:00-18:00,2023-06-04
FPS-0287,Ganga Fair Price Shop 287,OFF-06287,SHIVAMOGGA,SHI-Taluk-2,13.876055,75.58077,1500,WH-012,ACTIVE,09:00-18:00,2024-04-09
FPS-0288,Kaveri Fair Price Shop 288,OFF-06288,BENGALURU_URBAN,BEN-Taluk-1,12.848696,77.597419,2000,WH-013,ACTIVE,09:00-18:00,2023-12-28
FPS-0289,Surya Fair Price Shop 289,OFF-06289,MYSURU,MYS-Taluk-4,12.314825,76.864861,3000,WH-014,SUSPENDED,09:00-18:00,2024-08-13
FPS-0290,Laxmi Fair Price Shop 290,OFF-06290,TUMAKURU,TUM-Taluk-2,13.387829,76.833429,2000,WH-015,SUSPENDED,09:00-18:00,2024-08-15
FPS-0291,Surya Fair Price Shop 291,OFF-06291,MANDYA,MAN-Taluk-1,12.427274,76.457255,2500,WH-016,SUSPENDED,09:00-18:00,2023-02-17
FPS-0292,Ujala Fair Price Shop 292,OFF-06292,HASSAN,HAS-Taluk-1,13.125397,75.898039,2000,WH-017,ACTIVE,09:00-18:00,2023-12-04
FPS-0293,Jan Seva Fair Price Shop 293,OFF-06293,SHIVAMOGGA,SHI-Taluk-4,13.481391,75.841962,2500,WH-018,ACTIVE,09:00-18:00,2023-01-15
FPS-0294,Grama Fair Price Shop 294,OFF-06294,BENGALURU_URBAN,BEN-Taluk-4,13.046713,77.683643,2500,WH-019,SUSPENDED,09:00-18:00,2024-09-19
FPS-0295,Vikas Fair Price Shop 295,OFF-06295,MYSURU,MYS-Taluk-2,12.431947,76.515129,2500,WH-020,ACTIVE,09:00-18:00,2023-06-23
FPS-0296,Samridhi Fair Price Shop 296,OFF-06296,TUMAKURU,TUM-Taluk-4,13.580689,76.686824,1200,WH-021,SUSPENDED,09:00-18:00,2023-10-17
FPS-0297,Ganga Fair Price Shop 297,OFF-06297,MANDYA,MAN-Taluk-4,12.510653,76.601386,947,WH-022,ACTIVE,09:00-18:00,2024-10-01
FPS-0298,Bharat Fair Price Shop 298,OFF-06298,HASSAN,HAS-Taluk-3,12.862515,76.043309,1500,WH-023,ACTIVE,09:00-18:00,2023-12-12
FPS-0299,Ganga Fair Price Shop 299,OFF-06299,SHIVAMOGGA,SHI-Taluk-2,13.633717,75.778224,1500,WH-024,ACTIVE,09:00-18:00,2023-03-07
FPS-0300,Tunga Fair Price Shop 300,OFF-06300,BENGALURU_URBAN,BEN-Taluk-3,13.156719,77.664084,2000,WH-025,SUSPENDED,09:00-18:00,2023-02-05
FPS-0301,Jan Seva Fair Price Shop 301,OFF-06301,BENGALURU_URBAN,BEN-Taluk-2,13.291689,77.785895,2500,WH-001,ACTIVE,09:00-18:00,2024-11-27
FPS-0302,Kaveri Fair Price Shop 302,OFF-06302,MYSURU,MYS-Taluk-1,12.193984,76.550132,3000,WH-002,ACTIVE,09:00-18:00,2023-07-22
FPS-0303,Surya Fair Price Shop 303,OFF-06303,TUMAKURU,TUM-Taluk-3,13.292211,76.915689,1200,WH-003,SUSPENDED,09:00-18:00,2023-11-03
FPS-0304,Shakti Fair Price Shop 304,OFF-06304,MANDYA,MAN-Taluk-1,12.552161,76.981742,1500,WH-004,ACTIVE,09:00-18:00,2023-03-20
FPS-0305,Santosh Fair Price Shop 305,OFF-06305,HASSAN,HAS-Taluk-3,13.488492,76.393998,3000,WH-005,SUSPENDED,09:00-18:00,2024-03-08
FPS-0306,Laxmi Fair Price Shop 306,OFF-06306,SHIVAMOGGA,SHI-Taluk-3,13.832433,75.356242,2000,WH-006,ACTIVE,09:00-18:00,2023-07-31
FPS-0307,Kaveri Fair Price Shop 307,OFF-06307,BENGALURU_URBAN,BEN-Taluk-2,12.641995,77.39418,1500,WH-007,ACTIVE,09:00-18:00,2024-08-29
FPS-0308,Santosh Fair Price Shop 308,OFF-06308,MYSURU,MYS-Taluk-2,12.645112,76.435847,2000,WH-008,SUSPENDED,09:00-18:00,2024-01-19
FPS-0309,Samridhi Fair Price Shop 309,OFF-06309,TUMAKURU,TUM-Taluk-4,13.584892,77.138357,2500,WH-009,ACTIVE,09:00-18:00,2024-01-03
FPS-0310,Anna Fair Price Shop 310,OFF-06310,MANDYA,MAN-Taluk-1,12.778817,77.00048,2000,WH-010,SUSPENDED,09:00-18:00,2023-12-24
FPS-0311,Laxmi Fair Price Shop 311,OFF-06311,HASSAN,HAS-Taluk-4,12.579304,76.261257,2000,WH-011,ACTIVE,09:00-18:00,2023-04-16
FPS-0312,Kaveri Fair Price Shop 312,OFF-06312,SHIVAMOGGA,SHI-Taluk-3,13.652583,75.591934,2000,WH-012,SUSPENDED,09:00-18:00,2024-10-16
